# ANI ranges report for assembly: GCA_000016265.1
# Submitted organism: Rhizobium rhizogenes K84 (taxid = 311403, rank = no rank, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium)
# Submitted Organism Has Type Assembly: Yes
# Best match: Rhizobium rhizogenes (taxid = 359, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP000628.1	CIRCULAR	81916	82710	4005130	SGOG01000017.1	1	795	GCA_007002985.1	Rhizobium rhizogenes	92.6918	96	0.0198495
-	CP000628.1	CIRCULAR	82744	87300	4005130	SGOG01000017.1	829	5385	GCA_007002985.1	Rhizobium rhizogenes	97.5422	96	0.113779
-	CP000628.1	CIRCULAR	87301	87411	4005130	BAYX01000022.1	109867	109977	GCA_000696095.1	Rhizobium rhizogenes	76.5766	96	0.00277145
-	CP000628.1	CIRCULAR	87412	89596	4005130	SGOG01000017.1	5497	7681	GCA_007002985.1	Rhizobium rhizogenes	87.5856	96	0.054555
S	CP000628.1	CIRCULAR	89597	89731	4005130	FMAF01000009.1	68799	68933	GCA_900094565.1	Rhizobium lusitanum	70.5036	96	0.00337068
-	CP000628.1	CIRCULAR	91545	91867	4005130	SGOG01000017.1	8947	9269	GCA_007002985.1	Rhizobium rhizogenes	86.3777	96	0.00806466
S	CP000628.1	CIRCULAR	91868	92605	4005130	FMAF01000048.1	17738	18474	GCA_900094565.1	Rhizobium lusitanum	85	96	0.0184264
-	CP000628.1	CIRCULAR	94182	163767	4005130	SGOG01000017.1	9270	78855	GCA_007002985.1	Rhizobium rhizogenes	99.5718	96	1.73742
S	CP000628.1	CIRCULAR	163768	164038	4005130	AUFB01000024.1	36634	36891	GCA_000426285.1	Rhizobium leucaenae	75.7353	96	0.00676632
-	CP000628.1	CIRCULAR	164039	200588	4005130	SGOG01000017.1	78924	115473	GCA_007002985.1	Rhizobium rhizogenes	99.959	96	0.91258
S	CP000628.1	CIRCULAR	200589	200811	4005130	AUFB01000024.1	3	225	GCA_000426285.1	Rhizobium leucaenae	85.0877	96	0.00556786
S	CP000628.1	CIRCULAR	206510	206671	4005130	ML133566.1	307	470	GCA_003985125.1	Rhizobium phaseoli	94.5122	96	0.00404481
-	CP000628.1	CIRCULAR	206777	206887	4005130	SGOG01000033.1	6056	6166	GCA_007002985.1	Rhizobium rhizogenes	100	96	0.00277145
-	CP000628.1	CIRCULAR	207176	260396	4005130	SGOG01000007.1	294	53513	GCA_007002985.1	Rhizobium rhizogenes	98.9553	96	1.32882
-	CP000628.1	CIRCULAR	260669	261323	4005130	SGOG01000007.1	53570	54225	GCA_007002985.1	Rhizobium rhizogenes	97.1037	96	0.016354
-	CP000628.1	CIRCULAR	261327	294023	4005130	SGOG01000007.1	54326	86987	GCA_007002985.1	Rhizobium rhizogenes	97.4717	96	0.816378
-	CP000628.1	CIRCULAR	295675	310717	4005130	SGOG01000007.1	97378	112420	GCA_007002985.1	Rhizobium rhizogenes	98.3248	96	0.375593
S	CP000628.1	CIRCULAR	310718	310986	4005130	CP032694.1	328396	328663	GCA_003627755.1	Rhizobium jaguaris	86.6171	96	0.00671639
-	CP000628.1	CIRCULAR	310987	424613	4005130	SGOG01000007.1	112421	226057	GCA_007002985.1	Rhizobium rhizogenes	99.3594	96	2.83704
S	CP000628.1	CIRCULAR	425355	427201	4005130	CP004015.1	382383	384217	GCA_000330885.1	Rhizobium tropici	89.0752	96	0.0461159
-	CP000628.1	CIRCULAR	427280	624042	4005130	SGOG01000007.1	226231	422984	GCA_007002985.1	Rhizobium rhizogenes	99.2444	96	4.91277
-	CP000628.1	CIRCULAR	624043	624378	4005130	SGOG01000008.1	420674	421009	GCA_007002985.1	Rhizobium rhizogenes	99.2444	96	0.00838924
-	CP000628.1	CIRCULAR	624379	793883	4005130	SGOG01000008.1	249822	419364	GCA_007002985.1	Rhizobium rhizogenes	99.2444	96	4.2322
-	CP000628.1	CIRCULAR	793884	796939	4005130	SGOG01000008.1	246691	249746	GCA_007002985.1	Rhizobium rhizogenes	99.2444	96	0.0763021
-	CP000628.1	CIRCULAR	796940	833467	4005130	SGOG01000008.1	208624	245157	GCA_007002985.1	Rhizobium rhizogenes	99.2444	96	0.91203
-	CP000628.1	CIRCULAR	834474	888033	4005130	SGOG01000008.1	154957	208516	GCA_007002985.1	Rhizobium rhizogenes	99.2513	96	1.33728
-	CP000628.1	CIRCULAR	888035	1035901	4005130	SGOG01000008.1	7003	154888	GCA_007002985.1	Rhizobium rhizogenes	99.5936	96	3.69194
S	CP000628.1	CIRCULAR	1035902	1036638	4005130	AUFB01000002.1	277130	277866	GCA_000426285.1	Rhizobium leucaenae	82.1622	96	0.0184014
-	CP000628.1	CIRCULAR	1036639	1042945	4005130	SGOG01000008.1	1	6309	GCA_007002985.1	Rhizobium rhizogenes	98.6108	96	0.157473
-	CP000628.1	CIRCULAR	1042946	1044127	4005130	SGOG01000047.1	1	1182	GCA_007002985.1	Rhizobium rhizogenes	98.6108	96	0.0295122
-	CP000628.1	CIRCULAR	1044128	1044984	4005130	SGOG01000002.1	598008	598863	GCA_007002985.1	Rhizobium rhizogenes	98.6108	96	0.0213976
S	CP000628.1	CIRCULAR	1044985	1045130	4005130	JARFYN010000064.1	9578	9718	GCA_030272695.1	Rhizobium calliandrae	85.034	96	0.00364532
-	CP000628.1	CIRCULAR	1062204	1127962	4005130	SGOG01000002.1	532251	598007	GCA_007002985.1	Rhizobium rhizogenes	99.0589	96	1.64187
-	CP000628.1	CIRCULAR	1128472	1586507	4005130	SGOG01000002.1	73302	531352	GCA_007002985.1	Rhizobium rhizogenes	99.6617	96	11.4362
-	CP000628.1	CIRCULAR	1586508	1619154	4005130	SGOG01000002.1	40113	72760	GCA_007002985.1	Rhizobium rhizogenes	99.6617	96	0.81513
-	CP000628.1	CIRCULAR	1619155	1665043	4005130	SGOG01000023.1	111	45998	GCA_007002985.1	Rhizobium rhizogenes	99.6617	96	1.14576
-	CP000628.1	CIRCULAR	1665044	1710452	4005130	SGOG01000025.1	120	45553	GCA_007002985.1	Rhizobium rhizogenes	99.6617	96	1.13377
-	CP000628.1	CIRCULAR	1710453	1804447	4005130	SGOG01000015.1	87220	181220	GCA_007002985.1	Rhizobium rhizogenes	99.6617	96	2.34687
-	CP000628.1	CIRCULAR	1808323	1809766	4005130	SGOG01000001.1	307178	308621	GCA_007002985.1	Rhizobium rhizogenes	90.378	96	0.0360538
-	CP000628.1	CIRCULAR	1810870	1817747	4005130	SGOG01000001.1	298824	305701	GCA_007002985.1	Rhizobium rhizogenes	93.8135	96	0.17173
-	CP000628.1	CIRCULAR	1819408	1820750	4005130	SGOG01000001.1	296316	297677	GCA_007002985.1	Rhizobium rhizogenes	80.5981	96	0.033532
-	CP000628.1	CIRCULAR	1823123	1825627	4005130	SGOG01000001.1	290822	293332	GCA_007002985.1	Rhizobium rhizogenes	93.9141	96	0.0625448
-	CP000628.1	CIRCULAR	1826045	1831793	4005130	SGOG01000001.1	285043	290791	GCA_007002985.1	Rhizobium rhizogenes	96.956	96	0.143541
-	CP000628.1	CIRCULAR	1833865	1835319	4005130	SGOG01000001.1	283501	284970	GCA_007002985.1	Rhizobium rhizogenes	87.9397	96	0.0363284
-	CP000628.1	CIRCULAR	1835320	1835627	4005130	SGOG01000001.1	282876	283183	GCA_007002985.1	Rhizobium rhizogenes	87.9397	96	0.00769014
-	CP000628.1	CIRCULAR	1836291	1836913	4005130	SGOG01000001.1	280735	281355	GCA_007002985.1	Rhizobium rhizogenes	93.75	96	0.0155551
-	CP000628.1	CIRCULAR	1837003	1837718	4005130	SGOG01000001.1	278514	279228	GCA_007002985.1	Rhizobium rhizogenes	89.9582	96	0.0178771
-	CP000628.1	CIRCULAR	1838170	1838556	4005130	SGOG01000001.1	277009	277395	GCA_007002985.1	Rhizobium rhizogenes	95.0904	96	0.00966261
-	CP000628.1	CIRCULAR	1845489	1875256	4005130	SGOG01000015.1	57453	87219	GCA_007002985.1	Rhizobium rhizogenes	98.831	96	0.743247
S	CP000628.1	CIRCULAR	1875885	1876419	4005130	FMAF01000005.1	238950	239483	GCA_900094565.1	Rhizobium lusitanum	90.2985	96	0.0133579
-	CP000628.1	CIRCULAR	1876420	1921650	4005130	SGOG01000015.1	9500	54724	GCA_007002985.1	Rhizobium rhizogenes	99.5813	96	1.12933
-	CP000628.1	CIRCULAR	1921651	2035937	4005130	SGOG01000001.1	718	115013	GCA_007002985.1	Rhizobium rhizogenes	99.5813	96	2.85352
S	CP000628.1	CIRCULAR	2035938	2036413	4005130	FMAF01000005.1	409933	410408	GCA_900094565.1	Rhizobium lusitanum	75.7322	96	0.0118848
-	CP000628.1	CIRCULAR	2036414	2037705	4005130	SGOG01000001.1	115032	116324	GCA_007002985.1	Rhizobium rhizogenes	97.529	96	0.0322586
-	CP000628.1	CIRCULAR	2038311	2192144	4005130	SGOG01000001.1	116927	270778	GCA_007002985.1	Rhizobium rhizogenes	99.5864	96	3.84092
-	CP000628.1	CIRCULAR	2192145	2344595	4005130	SGOG01000001.1	312257	464739	GCA_007002985.1	Rhizobium rhizogenes	99.5864	96	3.80639
-	CP000628.1	CIRCULAR	2344671	2693384	4005130	SGOG01000001.1	465973	814679	GCA_007002985.1	Rhizobium rhizogenes	99.6912	96	8.70668
S	CP000628.1	CIRCULAR	2693385	2694456	4005130	CP140635.1	1598325	1599396	GCA_034554815.1	Rhizobium indigoferae	97.9478	96	0.0267657
-	CP000628.1	CIRCULAR	2694457	2738151	4005130	SGOG01000004.1	432335	476031	GCA_007002985.1	Rhizobium rhizogenes	99	96	1.09098
-	CP000628.1	CIRCULAR	2739152	2830022	4005130	SGOG01000004.1	340428	431298	GCA_007002985.1	Rhizobium rhizogenes	99.0988	96	2.26887
S	CP000628.1	CIRCULAR	2830662	2831426	4005130	SILG01000007.1	15955	16718	GCA_004306515.1	Rhizobium beringeri	88.5117	96	0.0191005
-	CP000628.1	CIRCULAR	2831511	2898420	4005130	SGOG01000004.1	271881	338770	GCA_007002985.1	Rhizobium rhizogenes	99.5053	96	1.67061
-	CP000628.1	CIRCULAR	2924731	2969913	4005130	SGOG01000004.1	226699	271880	GCA_007002985.1	Rhizobium rhizogenes	99.8318	96	1.12813
-	CP000628.1	CIRCULAR	2970993	3080252	4005130	SGOG01000004.1	117399	226657	GCA_007002985.1	Rhizobium rhizogenes	99.568	96	2.728
S	CP000628.1	CIRCULAR	3080253	3080380	4005130	JARFYM010000006.1	82548	82675	GCA_030272705.1	Rhizobium mayense	71.2121	96	0.0031959
S	CP000628.1	CIRCULAR	3080381	3081132	4005130	FMAF01000003.1	433752	434497	GCA_900094565.1	Rhizobium lusitanum	74.6053	96	0.0187759
-	CP000628.1	CIRCULAR	3081133	3197593	4005130	SGOG01000004.1	1	116461	GCA_007002985.1	Rhizobium rhizogenes	99.9244	96	2.9078
S	CP000628.1	CIRCULAR	3197594	3198455	4005130	JARFYM010000006.1	200426	201287	GCA_030272705.1	Rhizobium mayense	90.6032	96	0.0215224
-	CP000628.1	CIRCULAR	3198456	3215165	4005130	SGOG01000020.1	60210	76919	GCA_007002985.1	Rhizobium rhizogenes	98.966	96	0.417215
-	CP000628.1	CIRCULAR	3215166	3258377	4005130	SGOG01000020.1	732	43965	GCA_007002985.1	Rhizobium rhizogenes	98.966	96	1.07892
-	CP000628.1	CIRCULAR	3259701	3260170	4005130	SGOG01000020.1	262	731	GCA_007002985.1	Rhizobium rhizogenes	96.5957	96	0.0117349
S	CP000628.1	CIRCULAR	3274816	3276222	4005130	FMAF01000060.1	3820	5226	GCA_900094565.1	Rhizobium lusitanum	93.821	96	0.0351299
S	CP000628.1	CIRCULAR	3288252	3288556	4005130	JARFYN010000127.1	3	307	GCA_030272695.1	Rhizobium calliandrae	89.8361	96	0.00761523
S	CP000628.1	CIRCULAR	3289031	3289150	4005130	BSQN01000001.1	1355301	1355422	GCA_030268365.1	Rhizobium dioscoreae	91.8033	96	0.00299616
S	CP000628.1	CIRCULAR	3293281	3295082	4005130	CP004015.1	3254228	3256051	GCA_000330885.1	Rhizobium tropici	96.1707	96	0.0449923
-	CP000628.1	CIRCULAR	3295083	3386468	4005130	SGOG01000010.1	238288	329680	GCA_007002985.1	Rhizobium rhizogenes	99.2538	96	2.28172
-	CP000628.1	CIRCULAR	3396480	3422193	4005130	SGOG01000010.1	212574	238287	GCA_007002985.1	Rhizobium rhizogenes	99.5333	96	0.642027
S	CP000628.1	CIRCULAR	3422194	3422380	4005130	FMAC01000004.1	547059	547259	GCA_900094555.1	Rhizobium hainanense	70.297	96	0.00466901
-	CP000628.1	CIRCULAR	3422381	3468032	4005130	SGOG01000010.1	166881	212568	GCA_007002985.1	Rhizobium rhizogenes	99.4287	96	1.13984
-	CP000628.1	CIRCULAR	3469123	3473438	4005130	SGOG01000010.1	162550	166867	GCA_007002985.1	Rhizobium rhizogenes	98.9115	96	0.107762
S	CP000628.1	CIRCULAR	3473439	3474214	4005130	FMAF01000002.1	473684	474459	GCA_900094565.1	Rhizobium lusitanum	85.8793	96	0.0193752
-	CP000628.1	CIRCULAR	3474215	3564000	4005130	SGOG01000010.1	72616	162404	GCA_007002985.1	Rhizobium rhizogenes	98.6715	96	2.24177
-	CP000628.1	CIRCULAR	3564001	3613368	4005130	SGOG01000010.1	23158	72513	GCA_007002985.1	Rhizobium rhizogenes	98.6715	96	1.23262
-	CP000628.1	CIRCULAR	3613407	3629081	4005130	SGOG01000010.1	7370	23003	GCA_007002985.1	Rhizobium rhizogenes	95.4317	96	0.391373
-	CP000628.1	CIRCULAR	3629601	3636989	4005130	BAYX01000004.1	185697	193085	GCA_000696095.1	Rhizobium rhizogenes	94.6735	96	0.184488
-	CP000628.1	CIRCULAR	3636990	3649459	4005130	SGOG01000014.1	1	12476	GCA_007002985.1	Rhizobium rhizogenes	96.8179	96	0.311351
S	CP000628.1	CIRCULAR	3649722	3650007	4005130	CP004015.1	3563412	3563700	GCA_000330885.1	Rhizobium tropici	69.5205	96	0.00714084
-	CP000628.1	CIRCULAR	3650008	3654765	4005130	SGOG01000014.1	13494	18251	GCA_007002985.1	Rhizobium rhizogenes	96.5322	96	0.118798
S	CP000628.1	CIRCULAR	3654766	3654992	4005130	CP032694.1	4260082	4260305	GCA_003627755.1	Rhizobium jaguaris	64.557	96	0.00566773
-	CP000628.1	CIRCULAR	3654993	3664705	4005130	SGOG01000014.1	19095	28808	GCA_007002985.1	Rhizobium rhizogenes	96.2528	96	0.242514
-	CP000628.1	CIRCULAR	3664800	3671650	4005130	SGOG01000014.1	29549	36386	GCA_007002985.1	Rhizobium rhizogenes	96.192	96	0.171056
S	CP000628.1	CIRCULAR	3671651	3671794	4005130	CP032694.1	4277594	4277734	GCA_003627755.1	Rhizobium jaguaris	71.2329	96	0.00359539
-	CP000628.1	CIRCULAR	3671812	3696195	4005130	SGOG01000014.1	36901	61282	GCA_007002985.1	Rhizobium rhizogenes	96.5827	96	0.608819
-	CP000628.1	CIRCULAR	3696285	3699231	4005130	SGOG01000014.1	61285	64230	GCA_007002985.1	Rhizobium rhizogenes	96.8442	96	0.0735806
S	CP000628.1	CIRCULAR	3699232	3699483	4005130	FMAG01000012.1	88059	88319	GCA_900094585.1	Rhizobium multihospitium	73.8806	96	0.00629193
-	CP000628.1	CIRCULAR	3699484	3817366	4005130	SGOG01000014.1	64312	182218	GCA_007002985.1	Rhizobium rhizogenes	98.4406	96	2.9433
-	CP000628.1	CIRCULAR	3817367	3818196	4005130	SGOG01000018.1	15261	16092	GCA_007002985.1	Rhizobium rhizogenes	98.4406	96	0.0207234
S	CP000628.1	CIRCULAR	3819280	3820186	4005130	FMAH01000022.1	46927	47834	GCA_900094545.1	Rhizobium miluonense	80.7692	96	0.022646
S	CP000628.1	CIRCULAR	3822120	3825008	4005130	JARFYM010000015.1	108712	111591	GCA_030272705.1	Rhizobium mayense	79.8415	96	0.0721325
-	CP000628.1	CIRCULAR	3827531	3828481	4005130	SGOG01000035.1	3112	4065	GCA_007002985.1	Rhizobium rhizogenes	89.2147	96	0.0237445
-	CP000628.1	CIRCULAR	3828482	3829666	4005130	BAYX01000047.1	3	1187	GCA_000696095.1	Rhizobium rhizogenes	98.9873	96	0.0295871
-	CP000628.1	CIRCULAR	3829676	3829783	4005130	BAYX01000036.1	3	110	GCA_000696095.1	Rhizobium rhizogenes	85.3211	96	0.00269654
-	CP000628.1	CIRCULAR	3829784	3833565	4005130	SGOG01000036.1	112	3854	GCA_007002985.1	Rhizobium rhizogenes	97.6302	96	0.0944289
-	CP000628.1	CIRCULAR	3833566	3834055	4005130	SGOG01000058.1	112	601	GCA_007002985.1	Rhizobium rhizogenes	97.6302	96	0.0122343
-	CP000628.1	CIRCULAR	3834056	3834159	4005130	SGOG01000069.1	112	215	GCA_007002985.1	Rhizobium rhizogenes	97.6302	96	0.00259667
-	CP000628.1	CIRCULAR	3834160	3835081	4005130	SGOG01000053.1	1	922	GCA_007002985.1	Rhizobium rhizogenes	97.6302	96	0.0230205
-	CP000628.1	CIRCULAR	3835082	3835353	4005130	SGOG01000063.1	112	383	GCA_007002985.1	Rhizobium rhizogenes	97.6302	96	0.00679129
-	CP000628.1	CIRCULAR	3835354	3835537	4005130	BAYX01000053.1	384	567	GCA_000696095.1	Rhizobium rhizogenes	98.3696	96	0.00459411
-	CP000628.1	CIRCULAR	3835538	3835958	4005130	SGOG01000046.1	782	1209	GCA_007002985.1	Rhizobium rhizogenes	90.6542	96	0.0105115
-	CP000628.1	CIRCULAR	3835959	3836110	4005130	BAYX01000040.1	2166	2332	GCA_000696095.1	Rhizobium rhizogenes	95.0663	96	0.00379513
-	CP000628.1	CIRCULAR	3836111	3837301	4005130	BAYX01000015.1	19	1209	GCA_000696095.1	Rhizobium rhizogenes	95.0663	96	0.0297369
-	CP000628.1	CIRCULAR	3837302	3837632	4005130	SGOG01000060.1	112	442	GCA_007002985.1	Rhizobium rhizogenes	98.2609	96	0.0082644
-	CP000628.1	CIRCULAR	3837633	3837991	4005130	SGOG01000016.1	1	359	GCA_007002985.1	Rhizobium rhizogenes	98.2609	96	0.0089635
-	CP000628.1	CIRCULAR	3837992	3839407	4005130	BAYX01000015.1	1900	3315	GCA_000696095.1	Rhizobium rhizogenes	95.2934	96	0.0353547
-	CP000628.1	CIRCULAR	3839408	3839542	4005130	BAYX01000013.1	221340	221474	GCA_000696095.1	Rhizobium rhizogenes	95.2934	96	0.00337068
-	CP000628.1	CIRCULAR	3839543	3842218	4005130	SGOG01000037.1	1	2675	GCA_007002985.1	Rhizobium rhizogenes	98.0942	96	0.0668143
-	CP000628.1	CIRCULAR	3842219	3843649	4005130	BAYX01000013.1	217234	218664	GCA_000696095.1	Rhizobium rhizogenes	99.2313	96	0.0357292
-	CP000628.1	CIRCULAR	3843650	3876515	4005130	SGOG01000013.1	184551	217409	GCA_007002985.1	Rhizobium rhizogenes	98.0473	96	0.820598
-	CP000628.1	CIRCULAR	3889875	3891873	4005130	SGOG01000013.1	166812	168809	GCA_007002985.1	Rhizobium rhizogenes	95.998	96	0.049911
S	CP000628.1	CIRCULAR	3891874	3891987	4005130	FMAC01000004.1	180445	180569	GCA_900094555.1	Rhizobium hainanense	74.4	96	0.00284635
S	CP000628.1	CIRCULAR	3891988	3892184	4005130	BSQN01000006.1	212617	212812	GCA_030268365.1	Rhizobium dioscoreae	85.7868	96	0.00491869
S	CP000628.1	CIRCULAR	3892562	3893771	4005130	BSQN01000006.1	215017	216224	GCA_030268365.1	Rhizobium dioscoreae	94.7934	96	0.0302113
S	CP000628.1	CIRCULAR	3893923	3894347	4005130	CP004015.1	2430574	2430986	GCA_000330885.1	Rhizobium tropici	91.3146	96	0.0106114
S	CP000628.1	CIRCULAR	3894773	3895889	4005130	AUFB01000014.1	21817	22933	GCA_000426285.1	Rhizobium leucaenae	86.1235	96	0.0278892
-	CP000628.1	CIRCULAR	3895890	3897182	4005130	SGOG01000002.1	1933	3226	GCA_007002985.1	Rhizobium rhizogenes	85.0077	96	0.0322836
S	CP000628.1	CIRCULAR	3898269	3898451	4005130	CP032695.1	716657	716839	GCA_003627755.1	Rhizobium jaguaris	94.0217	96	0.00456914
S	CP000628.1	CIRCULAR	3898526	3899107	4005130	CP140639.1	205722	206313	GCA_034554815.1	Rhizobium indigoferae	86.6444	96	0.0145314
-	CP000628.1	CIRCULAR	3910697	3923547	4005130	SGOG01000013.1	144311	157161	GCA_007002985.1	Rhizobium rhizogenes	96.3986	96	0.320863
-	CP000628.1	CIRCULAR	3925198	3932807	4005130	SGOG01000013.1	133586	141223	GCA_007002985.1	Rhizobium rhizogenes	93.7842	96	0.190006
S	CP000628.1	CIRCULAR	3932868	3934364	4005130	FMAC01000021.1	44188	45684	GCA_900094555.1	Rhizobium hainanense	88.0507	96	0.0373771
S	CP000628.1	CIRCULAR	3934365	3934616	4005130	FMAH01000038.1	3981	4231	GCA_900094545.1	Rhizobium miluonense	88.5194	96	0.00629193
S	CP000628.1	CIRCULAR	3934617	3938473	4005130	FMAH01000038.1	4387	8218	GCA_900094545.1	Rhizobium miluonense	88.5194	96	0.0963015
-	CP000628.1	CIRCULAR	3938613	4005130	4005130	SGOG01000013.1	67075	133583	GCA_007002985.1	Rhizobium rhizogenes	98.9207	96	1.66082
-	CP000629.1	CIRCULAR	1	3758	2650913	SGOG01000003.1	556816	560573	GCA_007002985.1	Rhizobium rhizogenes	98.0309	96	0.141762
-	CP000629.1	CIRCULAR	4333	7297	2650913	SGOG01000003.1	553734	556698	GCA_007002985.1	Rhizobium rhizogenes	94.6146	96	0.111848
-	CP000629.1	CIRCULAR	9149	36407	2650913	SGOG01000003.1	526432	553690	GCA_007002985.1	Rhizobium rhizogenes	98.2227	96	1.02829
-	CP000629.1	CIRCULAR	36408	52859	2650913	SGOG01000003.1	509287	525699	GCA_007002985.1	Rhizobium rhizogenes	98.2227	96	0.620616
-	CP000629.1	CIRCULAR	54278	140548	2650913	SGOG01000003.1	423023	509286	GCA_007002985.1	Rhizobium rhizogenes	98.1667	96	3.25439
S	CP000629.1	CIRCULAR	168751	169558	2650913	ML133523.1	117614	118418	GCA_003985145.1	Rhizobium anhuiense	87.021	96	0.0304801
-	CP000629.1	CIRCULAR	254484	256182	2650913	SGOG01000003.1	421216	422914	GCA_007002985.1	Rhizobium rhizogenes	85.5967	96	0.0640911
-	CP000629.1	CIRCULAR	256357	364834	2650913	SGOG01000003.1	312648	421106	GCA_007002985.1	Rhizobium rhizogenes	98.3815	96	4.0921
-	CP000629.1	CIRCULAR	368357	474414	2650913	SGOG01000003.1	202745	308802	GCA_007002985.1	Rhizobium rhizogenes	98.4105	96	4.00081
S	CP000629.1	CIRCULAR	475863	480296	2650913	FMAF01000037.1	15109	19538	GCA_900094565.1	Rhizobium lusitanum	89.6443	96	0.167263
S	CP000629.1	CIRCULAR	482357	485761	2650913	FMAF01000025.1	52405	55814	GCA_900094565.1	Rhizobium lusitanum	89.833	96	0.128446
-	CP000629.1	CIRCULAR	487678	690443	2650913	SGOG01000003.1	1	202744	GCA_007002985.1	Rhizobium rhizogenes	99.6773	96	7.64891
-	CP000629.1	CIRCULAR	690444	690662	2650913	SGOG01000067.1	1	219	GCA_007002985.1	Rhizobium rhizogenes	99.6773	96	0.0082613
-	CP000629.1	CIRCULAR	690736	691666	2650913	BAYX01000049.1	160	1091	GCA_000696095.1	Rhizobium rhizogenes	97.5322	96	0.03512
