# ANI ranges report for assembly: GCA_003149375.1
# Submitted organism: Vampirovibrio chlorellavorus (taxid = 758823, rank = species, lineage = Bacteria; Bacillati; Candidatus Melainabacteria; Vampirovibriophyceae; Vampirovibrionales; Vampirovibrio)
# Submitted Organism Has Type Assembly: Yes
# Best match: Vampirovibrio chlorellavorus (taxid = 758823, rank = species, lineage = Bacteria; Bacillati; Candidatus Melainabacteria; Vampirovibriophyceae; Vampirovibrionales; Vampirovibrio)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	QFWH01000001.1	CONTIG	52217	61944	492360	LAPX01000004.1	537962	547692	GCA_001858525.1	Vampirovibrio chlorellavorus	85.131	96	1.97579
-	QFWH01000001.1	CONTIG	62032	63344	492360	LAPX01000004.1	547716	549043	GCA_001858525.1	Vampirovibrio chlorellavorus	85.6929	96	0.266675
-	QFWH01000001.1	CONTIG	65412	72033	492360	LAPX01000004.1	550847	557425	GCA_001858525.1	Vampirovibrio chlorellavorus	85.6842	96	1.34495
-	QFWH01000001.1	CONTIG	72134	74063	492360	LAPX01000004.1	557492	559417	GCA_001858525.1	Vampirovibrio chlorellavorus	88.6422	96	0.39199
-	QFWH01000001.1	CONTIG	74265	75364	492360	LAPX01000004.1	559523	560632	GCA_001858525.1	Vampirovibrio chlorellavorus	87.5788	96	0.223414
-	QFWH01000001.1	CONTIG	77494	81064	492360	LAPX01000004.1	565185	568729	GCA_001858525.1	Vampirovibrio chlorellavorus	85.8659	96	0.725282
-	QFWH01000001.1	CONTIG	81159	84852	492360	LAPX01000004.1	568778	572475	GCA_001858525.1	Vampirovibrio chlorellavorus	88.529	96	0.750264
-	QFWH01000001.1	CONTIG	84926	90079	492360	LAPX01000004.1	573387	578522	GCA_001858525.1	Vampirovibrio chlorellavorus	89.2096	96	1.0468
-	QFWH01000001.1	CONTIG	90343	114089	492360	LAPX01000004.1	578898	602642	GCA_001858525.1	Vampirovibrio chlorellavorus	88.4351	96	4.8231
-	QFWH01000001.1	CONTIG	114272	120891	492360	LAPX01000004.1	602817	609418	GCA_001858525.1	Vampirovibrio chlorellavorus	87.8665	96	1.34454
-	QFWH01000001.1	CONTIG	121118	126124	492360	LAPX01000004.1	609531	614517	GCA_001858525.1	Vampirovibrio chlorellavorus	86.3917	96	1.01694
-	QFWH01000001.1	CONTIG	126982	129182	492360	LAPX01000007.1	513867	516037	GCA_001858525.1	Vampirovibrio chlorellavorus	86.5036	96	0.447031
-	QFWH01000001.1	CONTIG	129385	137980	492360	LAPX01000007.1	504113	512727	GCA_001858525.1	Vampirovibrio chlorellavorus	86.3259	96	1.74588
-	QFWH01000001.1	CONTIG	138480	138852	492360	LAPX01000007.1	503244	503616	GCA_001858525.1	Vampirovibrio chlorellavorus	87.1314	96	0.0757576
-	QFWH01000001.1	CONTIG	139875	143141	492360	LAPX01000007.1	498709	501989	GCA_001858525.1	Vampirovibrio chlorellavorus	83.7838	96	0.663539
-	QFWH01000001.1	CONTIG	143244	144582	492360	LAPX01000007.1	497302	498639	GCA_001858525.1	Vampirovibrio chlorellavorus	85.4827	96	0.271955
-	QFWH01000001.1	CONTIG	146702	147171	492360	LAPX01000007.1	494760	495245	GCA_001858525.1	Vampirovibrio chlorellavorus	75.5556	96	0.0954586
-	QFWH01000001.1	CONTIG	149947	156677	492360	LAPX01000004.1	513563	520222	GCA_001858525.1	Vampirovibrio chlorellavorus	86.1865	96	1.36709
-	QFWH01000001.1	CONTIG	157222	158890	492360	LAPX01000004.1	511391	513039	GCA_001858525.1	Vampirovibrio chlorellavorus	85.9701	96	0.33898
-	QFWH01000001.1	CONTIG	159558	164588	492360	LAPX01000004.1	491288	496366	GCA_001858525.1	Vampirovibrio chlorellavorus	83.0096	96	1.02181
-	QFWH01000001.1	CONTIG	164740	166207	492360	LAPX01000004.1	496480	497946	GCA_001858525.1	Vampirovibrio chlorellavorus	85.86	96	0.298156
-	QFWH01000001.1	CONTIG	166327	166758	492360	LAPX01000004.1	497999	498430	GCA_001858525.1	Vampirovibrio chlorellavorus	92.8241	96	0.0877407
-	QFWH01000001.1	CONTIG	167156	169846	492360	LAPX01000004.1	498798	501491	GCA_001858525.1	Vampirovibrio chlorellavorus	87.0274	96	0.546551
-	QFWH01000001.1	CONTIG	170036	178965	492360	LAPX01000004.1	501500	510423	GCA_001858525.1	Vampirovibrio chlorellavorus	85.3474	96	1.81371
-	QFWH01000001.1	CONTIG	180849	191239	492360	LAPX01000004.1	472594	482937	GCA_001858525.1	Vampirovibrio chlorellavorus	86.6865	96	2.11045
-	QFWH01000001.1	CONTIG	191304	193683	492360	LAPX01000004.1	470176	472556	GCA_001858525.1	Vampirovibrio chlorellavorus	84.4547	96	0.483386
-	QFWH01000001.1	CONTIG	193750	195267	492360	LAPX01000004.1	468611	470104	GCA_001858525.1	Vampirovibrio chlorellavorus	86.2475	96	0.308311
-	QFWH01000001.1	CONTIG	196330	209354	492360	LAPX01000004.1	454513	467497	GCA_001858525.1	Vampirovibrio chlorellavorus	87.9663	96	2.64542
-	QFWH01000001.1	CONTIG	209561	214001	492360	LAPX01000004.1	450003	454454	GCA_001858525.1	Vampirovibrio chlorellavorus	87.6374	96	0.901982
-	QFWH01000001.1	CONTIG	217342	230664	492360	LAPX01000004.1	433360	446687	GCA_001858525.1	Vampirovibrio chlorellavorus	86.9907	96	2.70595
-	QFWH01000001.1	CONTIG	230733	232259	492360	LAPX01000004.1	431802	433326	GCA_001858525.1	Vampirovibrio chlorellavorus	86.9935	96	0.310139
-	QFWH01000001.1	CONTIG	232505	240386	492360	LAPX01000004.1	423948	431795	GCA_001858525.1	Vampirovibrio chlorellavorus	85.8476	96	1.60086
-	QFWH01000001.1	CONTIG	241599	249443	492360	LAPX01000004.1	414879	422774	GCA_001858525.1	Vampirovibrio chlorellavorus	87.8604	96	1.59335
-	QFWH01000001.1	CONTIG	249682	261577	492360	LAPX01000004.1	402811	414665	GCA_001858525.1	Vampirovibrio chlorellavorus	86.9835	96	2.41612
-	QFWH01000001.1	CONTIG	261783	263130	492360	CM007359.1	38915	40262	GCA_001858525.1	Vampirovibrio chlorellavorus	90.324	96	0.273783
-	QFWH01000001.1	CONTIG	263131	264064	492360	LAPX01000004.1	400352	401285	GCA_001858525.1	Vampirovibrio chlorellavorus	90.324	96	0.189699
-	QFWH01000001.1	CONTIG	264120	267761	492360	LAPX01000004.1	396017	399655	GCA_001858525.1	Vampirovibrio chlorellavorus	88.191	96	0.739703
-	QFWH01000001.1	CONTIG	267762	269287	492360	LAPX01000004.1	394337	395849	GCA_001858525.1	Vampirovibrio chlorellavorus	88.191	96	0.309936
-	QFWH01000001.1	CONTIG	269389	279760	492360	LAPX01000004.1	383874	394252	GCA_001858525.1	Vampirovibrio chlorellavorus	86.7128	96	2.10659
-	QFWH01000001.1	CONTIG	279823	282413	492360	LAPX01000004.1	381262	383836	GCA_001858525.1	Vampirovibrio chlorellavorus	81.3124	96	0.526241
-	QFWH01000001.1	CONTIG	287825	291866	492360	LAPX01000004.1	368477	372516	GCA_001858525.1	Vampirovibrio chlorellavorus	88.3772	96	0.820944
-	QFWH01000001.1	CONTIG	292242	295883	492360	LAPX01000004.1	364554	368186	GCA_001858525.1	Vampirovibrio chlorellavorus	88.2723	96	0.739703
-	QFWH01000001.1	CONTIG	296078	308389	492360	LAPX01000004.1	352123	364406	GCA_001858525.1	Vampirovibrio chlorellavorus	87.3179	96	2.50061
-	QFWH01000001.1	CONTIG	308393	315603	492360	LAPX01000004.1	344785	351988	GCA_001858525.1	Vampirovibrio chlorellavorus	85.4917	96	1.46458
-	QFWH01000001.1	CONTIG	315987	317587	492360	LAPX01000004.1	342520	344120	GCA_001858525.1	Vampirovibrio chlorellavorus	90.5978	96	0.325169
-	QFWH01000001.1	CONTIG	317680	324284	492360	LAPX01000004.1	335865	342456	GCA_001858525.1	Vampirovibrio chlorellavorus	84.526	96	1.3415
-	QFWH01000001.1	CONTIG	324458	329083	492360	LAPX01000004.1	331213	335844	GCA_001858525.1	Vampirovibrio chlorellavorus	84.0967	96	0.939556
-	QFWH01000001.1	CONTIG	329269	331456	492360	LAPX01000004.1	328854	331037	GCA_001858525.1	Vampirovibrio chlorellavorus	82.3129	96	0.44439
-	QFWH01000001.1	CONTIG	331471	332915	492360	LAPX01000004.1	307598	309042	GCA_001858525.1	Vampirovibrio chlorellavorus	86.5052	96	0.293484
-	QFWH01000001.1	CONTIG	334883	337833	492360	LAPX01000004.1	310761	313691	GCA_001858525.1	Vampirovibrio chlorellavorus	78.048	96	0.599358
-	QFWH01000001.1	CONTIG	339812	354956	492360	LAPX01000004.1	313693	328824	GCA_001858525.1	Vampirovibrio chlorellavorus	88.08	96	3.076
-	QFWH01000001.1	CONTIG	355076	356792	492360	LAPX01000004.1	305781	307497	GCA_001858525.1	Vampirovibrio chlorellavorus	91.7298	96	0.348729
-	QFWH01000001.1	CONTIG	358090	364658	492360	LAPX01000004.1	298388	304937	GCA_001858525.1	Vampirovibrio chlorellavorus	88.0808	96	1.33419
-	QFWH01000001.1	CONTIG	366410	367651	492360	LAPX01000004.1	295464	296678	GCA_001858525.1	Vampirovibrio chlorellavorus	78.6677	96	0.252254
-	QFWH01000001.1	CONTIG	368698	372006	492360	LAPX01000004.1	291232	294549	GCA_001858525.1	Vampirovibrio chlorellavorus	85.8173	96	0.672069
-	QFWH01000001.1	CONTIG	372080	375079	492360	LAPX01000004.1	288178	291189	GCA_001858525.1	Vampirovibrio chlorellavorus	84.3885	96	0.60931
-	QFWH01000001.1	CONTIG	375293	377714	492360	LAPX01000004.1	285755	288177	GCA_001858525.1	Vampirovibrio chlorellavorus	91.5122	96	0.491916
-	QFWH01000001.1	CONTIG	379732	384177	492360	LAPX01000004.1	279458	283902	GCA_001858525.1	Vampirovibrio chlorellavorus	83.5797	96	0.902998
-	QFWH01000001.1	CONTIG	384361	393691	492360	LAPX01000004.1	270134	279429	GCA_001858525.1	Vampirovibrio chlorellavorus	87.4091	96	1.89516
-	QFWH01000001.1	CONTIG	393762	396728	492360	LAPX01000004.1	267127	270095	GCA_001858525.1	Vampirovibrio chlorellavorus	89.371	96	0.602608
-	QFWH01000001.1	CONTIG	396825	400066	492360	LAPX01000004.1	263677	266884	GCA_001858525.1	Vampirovibrio chlorellavorus	76.2733	96	0.658461
-	QFWH01000001.1	CONTIG	400987	417106	492360	LAPX01000004.1	246670	262757	GCA_001858525.1	Vampirovibrio chlorellavorus	86.052	96	3.27403
-	QFWH01000001.1	CONTIG	417474	419380	492360	LAPX01000004.1	244775	246669	GCA_001858525.1	Vampirovibrio chlorellavorus	80.7008	96	0.387318
-	QFWH01000001.1	CONTIG	419477	420483	492360	LAPX01000004.1	243699	244696	GCA_001858525.1	Vampirovibrio chlorellavorus	86.0973	96	0.204525
-	QFWH01000001.1	CONTIG	421944	427214	492360	LAPX01000004.1	237043	242317	GCA_001858525.1	Vampirovibrio chlorellavorus	82.566	96	1.07056
-	QFWH01000001.1	CONTIG	427327	432138	492360	LAPX01000004.1	232143	236950	GCA_001858525.1	Vampirovibrio chlorellavorus	88.9189	96	0.977334
-	QFWH01000001.1	CONTIG	432266	438168	492360	LAPX01000004.1	225937	231849	GCA_001858525.1	Vampirovibrio chlorellavorus	83.6049	96	1.19892
-	QFWH01000001.1	CONTIG	438229	442210	492360	LAPX01000004.1	221944	225907	GCA_001858525.1	Vampirovibrio chlorellavorus	85.4031	96	0.808758
-	QFWH01000001.1	CONTIG	445931	459014	492360	LAPX01000004.1	205075	218173	GCA_001858525.1	Vampirovibrio chlorellavorus	86.0228	96	2.65741
-	QFWH01000001.1	CONTIG	459025	463180	492360	LAPX01000004.1	200733	204904	GCA_001858525.1	Vampirovibrio chlorellavorus	85.3103	96	0.844098
-	QFWH01000001.1	CONTIG	463301	466959	492360	LAPX01000004.1	196996	200670	GCA_001858525.1	Vampirovibrio chlorellavorus	86.1835	96	0.743155
-	QFWH01000001.1	CONTIG	467103	475367	492360	LAPX01000004.1	188465	196735	GCA_001858525.1	Vampirovibrio chlorellavorus	82.0531	96	1.67865
-	QFWH01000001.1	CONTIG	476336	481605	492360	LAPX01000004.1	182231	187512	GCA_001858525.1	Vampirovibrio chlorellavorus	86.6704	96	1.07036
-	QFWH01000001.1	CONTIG	484178	485723	492360	LAPX01000004.1	178295	179838	GCA_001858525.1	Vampirovibrio chlorellavorus	87.9767	96	0.313998
-	QFWH01000001.1	CONTIG	487628	488343	492360	LAPX01000004.1	175040	175756	GCA_001858525.1	Vampirovibrio chlorellavorus	82.5967	96	0.145422
-	QFWH01000001.1	CONTIG	488386	492069	492360	LAPX01000004.1	171290	174973	GCA_001858525.1	Vampirovibrio chlorellavorus	90.9214	96	0.748233
-	QFWH01000002.1	CONTIG	1657	2847	479907	LAPX01000007.1	354963	356149	GCA_001858525.1	Vampirovibrio chlorellavorus	85.3455	96	0.248173
-	QFWH01000002.1	CONTIG	4231	4921	479907	LAPX01000007.1	352854	353544	GCA_001858525.1	Vampirovibrio chlorellavorus	89.0173	96	0.143986
-	QFWH01000002.1	CONTIG	5291	12399	479907	LAPX01000007.1	345374	352482	GCA_001858525.1	Vampirovibrio chlorellavorus	87.895	96	1.48133
-	QFWH01000002.1	CONTIG	13851	19007	479907	LAPX01000007.1	338689	343807	GCA_001858525.1	Vampirovibrio chlorellavorus	86.8859	96	1.07458
-	QFWH01000002.1	CONTIG	19121	19992	479907	LAPX01000007.1	337756	338628	GCA_001858525.1	Vampirovibrio chlorellavorus	85.4691	96	0.181702
-	QFWH01000002.1	CONTIG	25630	26344	479907	LAPX01000007.1	331367	332081	GCA_001858525.1	Vampirovibrio chlorellavorus	86.7688	96	0.148987
-	QFWH01000002.1	CONTIG	26421	37081	479907	LAPX01000007.1	320601	331255	GCA_001858525.1	Vampirovibrio chlorellavorus	84.986	96	2.22147
-	QFWH01000002.1	CONTIG	39241	40420	479907	LAPX01000007.1	317359	318536	GCA_001858525.1	Vampirovibrio chlorellavorus	91.0246	96	0.245881
-	QFWH01000002.1	CONTIG	42305	43928	479907	LAPX01000007.1	313866	315473	GCA_001858525.1	Vampirovibrio chlorellavorus	87.3924	96	0.338399
-	QFWH01000002.1	CONTIG	44148	46919	479907	LAPX01000007.1	310880	313634	GCA_001858525.1	Vampirovibrio chlorellavorus	86.166	96	0.577612
-	QFWH01000002.1	CONTIG	47109	47338	479907	LAPX01000007.1	310545	310775	GCA_001858525.1	Vampirovibrio chlorellavorus	93.5065	96	0.047926
-	QFWH01000002.1	CONTIG	48336	50710	479907	LAPX01000007.1	306422	308818	GCA_001858525.1	Vampirovibrio chlorellavorus	82.0566	96	0.494888
-	QFWH01000002.1	CONTIG	50813	55968	479907	LAPX01000007.1	301184	306322	GCA_001858525.1	Vampirovibrio chlorellavorus	84.4474	96	1.07437
-	QFWH01000002.1	CONTIG	56642	65456	479907	LAPX01000007.1	291713	300529	GCA_001858525.1	Vampirovibrio chlorellavorus	85.5308	96	1.83681
-	QFWH01000002.1	CONTIG	65573	67298	479907	LAPX01000007.1	289896	291617	GCA_001858525.1	Vampirovibrio chlorellavorus	88.1434	96	0.359653
-	QFWH01000002.1	CONTIG	67840	70730	479907	LAPX01000007.1	286446	289333	GCA_001858525.1	Vampirovibrio chlorellavorus	83.0456	96	0.602408
-	QFWH01000002.1	CONTIG	71391	73680	479907	LAPX01000007.1	283575	285845	GCA_001858525.1	Vampirovibrio chlorellavorus	86.1063	96	0.477176
-	QFWH01000002.1	CONTIG	75308	76858	479907	LAPX01000007.1	280259	281788	GCA_001858525.1	Vampirovibrio chlorellavorus	83.3548	96	0.323188
-	QFWH01000002.1	CONTIG	77090	80035	479907	LAPX01000007.1	277008	279951	GCA_001858525.1	Vampirovibrio chlorellavorus	79.7443	96	0.613869
-	QFWH01000002.1	CONTIG	80321	82725	479907	LAPX01000007.1	270937	273309	GCA_001858525.1	Vampirovibrio chlorellavorus	81.0409	96	0.501139
-	QFWH01000002.1	CONTIG	82930	83854	479907	LAPX01000007.1	269800	270724	GCA_001858525.1	Vampirovibrio chlorellavorus	88.1466	96	0.192746
-	QFWH01000002.1	CONTIG	83922	84840	479907	LAPX01000007.1	268844	269762	GCA_001858525.1	Vampirovibrio chlorellavorus	88.3822	96	0.191495
-	QFWH01000002.1	CONTIG	85074	86180	479907	LAPX01000007.1	267496	268601	GCA_001858525.1	Vampirovibrio chlorellavorus	90.1802	96	0.23067
-	QFWH01000002.1	CONTIG	88114	91878	479907	LAPX01000007.1	261838	265593	GCA_001858525.1	Vampirovibrio chlorellavorus	85.442	96	0.784527
-	QFWH01000002.1	CONTIG	92598	97546	479907	LAPX01000007.1	256125	261070	GCA_001858525.1	Vampirovibrio chlorellavorus	85.3919	96	1.03124
-	QFWH01000002.1	CONTIG	97663	99494	479907	LAPX01000007.1	254211	256042	GCA_001858525.1	Vampirovibrio chlorellavorus	92.6471	96	0.381741
-	QFWH01000002.1	CONTIG	103485	106873	479907	LAPX01000007.1	246202	249541	GCA_001858525.1	Vampirovibrio chlorellavorus	85.3019	96	0.706178
-	QFWH01000002.1	CONTIG	108230	109912	479907	LAPX01000007.1	243060	244742	GCA_001858525.1	Vampirovibrio chlorellavorus	89.6675	96	0.350693
-	QFWH01000002.1	CONTIG	116029	116614	479907	LAPX01000007.1	236617	237200	GCA_001858525.1	Vampirovibrio chlorellavorus	87.3935	96	0.122107
-	QFWH01000002.1	CONTIG	116852	117471	479907	LAPX01000007.1	234319	234938	GCA_001858525.1	Vampirovibrio chlorellavorus	93.8808	96	0.129192
-	QFWH01000002.1	CONTIG	119551	133701	479907	LAPX01000007.1	217984	232135	GCA_001858525.1	Vampirovibrio chlorellavorus	86.4561	96	2.9487
-	QFWH01000002.1	CONTIG	134913	135835	479907	LAPX01000007.1	215863	216783	GCA_001858525.1	Vampirovibrio chlorellavorus	84.9606	96	0.192329
-	QFWH01000002.1	CONTIG	135836	143100	479907	LAPX01000007.1	207785	215004	GCA_001858525.1	Vampirovibrio chlorellavorus	84.9606	96	1.51383
-	QFWH01000002.1	CONTIG	143502	143740	479907	LAPX01000007.1	207181	207417	GCA_001858525.1	Vampirovibrio chlorellavorus	90.3766	96	0.0498013
-	QFWH01000002.1	CONTIG	144237	144612	479907	LAPX01000007.1	206165	206543	GCA_001858525.1	Vampirovibrio chlorellavorus	80.829	96	0.0783485
-	QFWH01000002.1	CONTIG	149267	150422	479907	LAPX01000007.1	200234	201389	GCA_001858525.1	Vampirovibrio chlorellavorus	83.5193	96	0.24088
-	QFWH01000002.1	CONTIG	152545	159402	479907	LAPX01000007.1	191332	198189	GCA_001858525.1	Vampirovibrio chlorellavorus	85.3366	96	1.42903
-	QFWH01000002.1	CONTIG	159498	166514	479907	LAPX01000007.1	184229	191230	GCA_001858525.1	Vampirovibrio chlorellavorus	86.4758	96	1.46216
-	QFWH01000002.1	CONTIG	166596	169135	479907	LAPX01000007.1	181621	184162	GCA_001858525.1	Vampirovibrio chlorellavorus	87.117	96	0.529269
-	QFWH01000002.1	CONTIG	169410	175777	479907	LAPX01000007.1	174995	181340	GCA_001858525.1	Vampirovibrio chlorellavorus	83.2601	96	1.32692
-	QFWH01000002.1	CONTIG	175858	184407	479907	LAPX01000007.1	166347	174902	GCA_001858525.1	Vampirovibrio chlorellavorus	87.296	96	1.7816
-	QFWH01000002.1	CONTIG	184557	187923	479907	LAPX01000007.1	162196	165588	GCA_001858525.1	Vampirovibrio chlorellavorus	85.244	96	0.701594
-	QFWH01000002.1	CONTIG	188039	188672	479907	LAPX01000007.1	160669	161306	GCA_001858525.1	Vampirovibrio chlorellavorus	81.4985	96	0.132109
-	QFWH01000002.1	CONTIG	190593	196734	479907	LAPX01000007.1	152623	158758	GCA_001858525.1	Vampirovibrio chlorellavorus	87.1114	96	1.27983
-	QFWH01000002.1	CONTIG	197149	199609	479907	LAPX01000007.1	149794	152253	GCA_001858525.1	Vampirovibrio chlorellavorus	86.2263	96	0.512808
-	QFWH01000002.1	CONTIG	199987	201288	479907	LAPX01000007.1	148136	149434	GCA_001858525.1	Vampirovibrio chlorellavorus	90.0154	96	0.271303
-	QFWH01000002.1	CONTIG	201768	207048	479907	LAPX01000007.1	142478	147757	GCA_001858525.1	Vampirovibrio chlorellavorus	88.3976	96	1.10042
-	QFWH01000002.1	CONTIG	207454	208921	479907	LAPX01000007.1	140726	142179	GCA_001858525.1	Vampirovibrio chlorellavorus	87.6022	96	0.305893
-	QFWH01000002.1	CONTIG	209083	211788	479907	LAPX01000007.1	137855	140579	GCA_001858525.1	Vampirovibrio chlorellavorus	85.1025	96	0.563859
-	QFWH01000002.1	CONTIG	211875	215920	479907	LAPX01000007.1	133732	137788	GCA_001858525.1	Vampirovibrio chlorellavorus	82.4884	96	0.84308
-	QFWH01000002.1	CONTIG	216026	222082	479907	LAPX01000007.1	127642	133692	GCA_001858525.1	Vampirovibrio chlorellavorus	88.79	96	1.26212
-	QFWH01000002.1	CONTIG	226170	242055	479907	LAPX01000007.1	107779	123652	GCA_001858525.1	Vampirovibrio chlorellavorus	84.0764	96	3.31022
-	QFWH01000002.1	CONTIG	242133	247072	479907	LAPX01000007.1	101305	106255	GCA_001858525.1	Vampirovibrio chlorellavorus	90.6621	96	1.02937
-	QFWH01000002.1	CONTIG	247175	247934	479907	LAPX01000007.1	100491	101250	GCA_001858525.1	Vampirovibrio chlorellavorus	92.7822	96	0.158364
-	QFWH01000002.1	CONTIG	248033	251207	479907	LAPX01000007.1	97257	100423	GCA_001858525.1	Vampirovibrio chlorellavorus	88.8015	96	0.661587
-	QFWH01000002.1	CONTIG	251482	261230	479907	LAPX01000007.1	87479	97201	GCA_001858525.1	Vampirovibrio chlorellavorus	86.0541	96	2.03144
-	QFWH01000002.1	CONTIG	261689	262647	479907	LAPX01000007.1	86248	87178	GCA_001858525.1	Vampirovibrio chlorellavorus	76.7802	96	0.19983
-	QFWH01000002.1	CONTIG	264534	268483	479907	LAPX01000007.1	81792	85725	GCA_001858525.1	Vampirovibrio chlorellavorus	90.723	96	0.823076
-	QFWH01000002.1	CONTIG	268599	270524	479907	LAPX01000007.1	79743	81668	GCA_001858525.1	Vampirovibrio chlorellavorus	85.2773	96	0.401328
-	QFWH01000002.1	CONTIG	270569	276346	479907	LAPX01000007.1	73122	78883	GCA_001858525.1	Vampirovibrio chlorellavorus	85.2114	96	1.20398
-	QFWH01000002.1	CONTIG	276502	276944	479907	LAPX01000007.1	72452	72894	GCA_001858525.1	Vampirovibrio chlorellavorus	88.0631	96	0.0923096
-	QFWH01000002.1	CONTIG	277014	285983	479907	LAPX01000007.1	63420	72409	GCA_001858525.1	Vampirovibrio chlorellavorus	84.1529	96	1.86911
-	QFWH01000002.1	CONTIG	286281	287922	479907	LAPX01000007.1	61127	62774	GCA_001858525.1	Vampirovibrio chlorellavorus	89.4004	96	0.34215
-	QFWH01000002.1	CONTIG	288928	291054	479907	LAPX01000007.1	56462	58621	GCA_001858525.1	Vampirovibrio chlorellavorus	79.2677	96	0.443211
-	QFWH01000002.1	CONTIG	291590	292252	479907	LAPX01000007.1	54385	55051	GCA_001858525.1	Vampirovibrio chlorellavorus	80.9104	96	0.138152
-	QFWH01000002.1	CONTIG	292675	296001	479907	LAPX01000007.1	50549	53848	GCA_001858525.1	Vampirovibrio chlorellavorus	82.3652	96	0.693259
-	QFWH01000002.1	CONTIG	298532	299943	479907	LAPX01000007.1	46857	48244	GCA_001858525.1	Vampirovibrio chlorellavorus	80.9557	96	0.294224
-	QFWH01000002.1	CONTIG	300355	302574	479907	LAPX01000007.1	38155	40373	GCA_001858525.1	Vampirovibrio chlorellavorus	88.3094	96	0.46259
-	QFWH01000002.1	CONTIG	303404	303804	479907	LAPX01000007.1	36390	36790	GCA_001858525.1	Vampirovibrio chlorellavorus	87.3449	96	0.0835579
-	QFWH01000002.1	CONTIG	304956	305718	479907	LAPX01000007.1	35636	36383	GCA_001858525.1	Vampirovibrio chlorellavorus	87.8113	96	0.158989
-	QFWH01000002.1	CONTIG	306708	310770	479907	LAPX01000007.1	30636	34696	GCA_001858525.1	Vampirovibrio chlorellavorus	86.6913	96	0.846622
-	QFWH01000002.1	CONTIG	310976	311901	479907	LAPX01000007.1	29659	30585	GCA_001858525.1	Vampirovibrio chlorellavorus	88.781	96	0.192954
-	QFWH01000002.1	CONTIG	312061	314480	479907	LAPX01000007.1	25991	28409	GCA_001858525.1	Vampirovibrio chlorellavorus	87.8563	96	0.504264
-	QFWH01000002.1	CONTIG	314580	318416	479907	LAPX01000007.1	22037	25856	GCA_001858525.1	Vampirovibrio chlorellavorus	85.8775	96	0.79953
