# ANI ranges report for assembly: GCA_000005845.2
# Submitted organism: Escherichia coli str. K-12 substr. MG1655 (taxid = 511145, rank = no rank, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia)
# Submitted Organism Has Type Assembly: Yes
# Best match: Escherichia coli (taxid = 562, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	U00096.3	CIRCULAR	1432560	1432860	4641652	AJVQ01000069.1	992	1292	GCA_000263895.1	Escherichia coli	99.0033	96	0.00648476
-	U00096.3	CIRCULAR	1432861	1432973	4641652	MIIL01000001.1	4995022	4995134	GCA_001865905.1	Escherichia coli	94.6903	96	0.00243448
-	U00096.3	CIRCULAR	1432975	1434726	4641652	AP009240.1	652567	654318	GCA_000010385.1	Escherichia coli	98.9415	96	0.0377452
-	U00096.3	CIRCULAR	1434727	1434958	4641652	AP009240.1	1527720	1527950	GCA_000010385.1	Escherichia coli	98.9415	96	0.00499822
-	U00096.3	CIRCULAR	1434959	1466045	4641652	FN649414.1	1549225	1580311	GCA_000210475.1	Escherichia coli	99.8665	96	0.66974
-	U00096.3	CIRCULAR	1466046	1467909	4641652	FN649414.1	1581488	1583351	GCA_000210475.1	Escherichia coli	99.8665	96	0.0401581
-	U00096.3	CIRCULAR	1467915	1468615	4641652	FN649414.1	1708266	1708966	GCA_000210475.1	Escherichia coli	96.0057	96	0.0151024
-	U00096.3	CIRCULAR	1468712	1469242	4641652	KB732331.1	73308	73838	GCA_000350825.1	Escherichia coli	96.7985	96	0.0114399
-	U00096.3	CIRCULAR	1470341	1470508	4641652	KE700845.1	716751	716918	GCA_000459055.1	Escherichia coli	100	96	0.0036194
-	U00096.3	CIRCULAR	1470516	1474064	4641652	FN649414.1	1583399	1586947	GCA_000210475.1	Escherichia coli	99.4263	96	0.0764598
-	U00096.3	CIRCULAR	1474065	1527901	4641652	FN649414.1	1588272	1642106	GCA_000210475.1	Escherichia coli	99.4263	96	1.15987
-	U00096.3	CIRCULAR	1527902	1552034	4641652	FN649414.1	1646539	1670670	GCA_000210475.1	Escherichia coli	99.4263	96	0.519923
-	U00096.3	CIRCULAR	1552035	1588815	4641652	FN649414.1	1670849	1707635	GCA_000210475.1	Escherichia coli	99.4263	96	0.792412
-	U00096.3	CIRCULAR	1588816	1589373	4641652	FN649414.1	1708972	1709529	GCA_000210475.1	Escherichia coli	99.4263	96	0.0120216
-	U00096.3	CIRCULAR	1589374	1590078	4641652	KE700843.1	1117856	1118560	GCA_000459055.1	Escherichia coli	99.4128	96	0.0151886
-	U00096.3	CIRCULAR	1590079	1590565	4641652	KE700843.1	1121840	1122325	GCA_000459055.1	Escherichia coli	99.4128	96	0.010492
-	U00096.3	CIRCULAR	1590566	1594506	4641652	FN649414.1	1709530	1713469	GCA_000210475.1	Escherichia coli	99.8224	96	0.0849051
-	U00096.3	CIRCULAR	1594507	1594726	4641652	KE700843.1	1126252	1126471	GCA_000459055.1	Escherichia coli	100	96	0.00473969
-	U00096.3	CIRCULAR	1594727	1611892	4641652	FN649414.1	1713470	1730635	GCA_000210475.1	Escherichia coli	99.4917	96	0.369825
-	U00096.3	CIRCULAR	1611893	1618926	4641652	FN649414.1	1731133	1738166	GCA_000210475.1	Escherichia coli	99.4917	96	0.151541
-	U00096.3	CIRCULAR	1618990	1623731	4641652	FN649414.1	1738953	1743695	GCA_000210475.1	Escherichia coli	98.7982	96	0.102162
-	U00096.3	CIRCULAR	1623732	1624714	4641652	KE700843.1	1162215	1163197	GCA_000459055.1	Escherichia coli	99.2879	96	0.0211778
-	U00096.3	CIRCULAR	1624715	1632287	4641652	FN649414.1	1744464	1752036	GCA_000210475.1	Escherichia coli	99.868	96	0.163153
-	U00096.3	CIRCULAR	1632288	1634321	4641652	KE700843.1	1171773	1173805	GCA_000459055.1	Escherichia coli	99.6067	96	0.0438206
-	U00096.3	CIRCULAR	1634322	1635577	4641652	FN649414.1	906452	907707	GCA_000210475.1	Escherichia coli	96.1783	96	0.0270593
-	U00096.3	CIRCULAR	1635578	1635838	4641652	KE700842.1	260930	261190	GCA_000459055.1	Escherichia coli	99.6169	96	0.005623
-	U00096.3	CIRCULAR	1635839	1636559	4641652	FN649414.1	5094519	5095239	GCA_000210475.1	Escherichia coli	98.1969	96	0.0155333
-	U00096.3	CIRCULAR	1636560	1636718	4641652	AJVQ01000042.1	508	666	GCA_000263895.1	Escherichia coli	93.7107	96	0.0034255
-	U00096.3	CIRCULAR	1636747	1636862	4641652	AJVQ01000042.1	695	810	GCA_000263895.1	Escherichia coli	99.1379	96	0.00249911
-	U00096.3	CIRCULAR	1636863	1636968	4641652	KB732336.1	15962	16067	GCA_000350825.1	Escherichia coli	97.1698	96	0.00228367
-	U00096.3	CIRCULAR	1636969	1645023	4641652	KE700843.1	1197651	1205706	GCA_000459055.1	Escherichia coli	98.1757	96	0.173537
-	U00096.3	CIRCULAR	1645024	1645288	4641652	FN649414.1	1300552	1300815	GCA_000210475.1	Escherichia coli	98.8679	96	0.00570917
-	U00096.3	CIRCULAR	1645289	1647356	4641652	MIIL01000001.1	5011879	5013946	GCA_001865905.1	Escherichia coli	99.4309	96	0.0445531
-	U00096.3	CIRCULAR	1647357	1647748	4641652	MIIL01000001.1	5016786	5017177	GCA_001865905.1	Escherichia coli	99.4309	96	0.00844527
S	U00096.3	CIRCULAR	1647749	1648469	4641652	CP025979.1	820706	821426	GCA_002900365.1	Escherichia marmotae	97.7809	96	0.0155333
-	U00096.3	CIRCULAR	1648470	1649061	4641652	KE700843.1	679456	680047	GCA_000459055.1	Escherichia coli	96.9595	96	0.0127541
-	U00096.3	CIRCULAR	1649062	1650844	4641652	FN649414.1	1292970	1294754	GCA_000210475.1	Escherichia coli	97.5924	96	0.038413
-	U00096.3	CIRCULAR	1650942	1651137	4641652	CP026802.1	1026437	1026632	GCA_002950395.1	Escherichia coli	98.9796	96	0.00422263
-	U00096.3	CIRCULAR	1651212	1651548	4641652	AJVQ01000023.1	964	1300	GCA_000263895.1	Escherichia coli	97.6261	96	0.00726035
-	U00096.3	CIRCULAR	1651549	1652756	4641652	KE700843.1	1216492	1217699	GCA_000459055.1	Escherichia coli	99.255	96	0.0260252
-	U00096.3	CIRCULAR	1652757	1736045	4641652	FN649414.1	1752037	1835324	GCA_000210475.1	Escherichia coli	99.7243	96	1.79438
-	U00096.3	CIRCULAR	1736046	1893853	4641652	FN649414.1	1835398	1993197	GCA_000210475.1	Escherichia coli	99.7243	96	3.39982
-	U00096.3	CIRCULAR	1893854	1978494	4641652	FN649414.1	1993975	2078613	GCA_000210475.1	Escherichia coli	99.7243	96	1.82351
-	U00096.3	CIRCULAR	1978504	1979266	4641652	FN649414.1	5035056	5035818	GCA_000210475.1	Escherichia coli	99.4758	96	0.0164381
-	U00096.3	CIRCULAR	1979271	1991745	4641652	FN649414.1	2078614	2091088	GCA_000210475.1	Escherichia coli	99.1176	96	0.268762
-	U00096.3	CIRCULAR	1991746	2000699	4641652	FN649414.1	2169583	2178535	GCA_000210475.1	Escherichia coli	99.1176	96	0.192905
-	U00096.3	CIRCULAR	2000700	2001935	4641652	FN649414.1	2179313	2180547	GCA_000210475.1	Escherichia coli	99.1176	96	0.0266285
-	U00096.3	CIRCULAR	2001936	2002382	4641652	AP009240.1	2217042	2217488	GCA_000010385.1	Escherichia coli	95.3125	96	0.00963019
-	U00096.3	CIRCULAR	2003116	2005326	4641652	AP009240.1	2218465	2220676	GCA_000010385.1	Escherichia coli	97.1519	96	0.0476339
-	U00096.3	CIRCULAR	2005327	2010546	4641652	FN649414.1	2183736	2188953	GCA_000210475.1	Escherichia coli	97.9885	96	0.11246
-	U00096.3	CIRCULAR	2010547	2012430	4641652	KB732336.1	830844	832708	GCA_000350825.1	Escherichia coli	94.7034	96	0.040589
-	U00096.3	CIRCULAR	2012431	2028120	4641652	FN649414.1	2189020	2204712	GCA_000210475.1	Escherichia coli	98.2094	96	0.338026
-	U00096.3	CIRCULAR	2028161	2032821	4641652	KE700843.1	1610903	1615563	GCA_000459055.1	Escherichia coli	97.3396	96	0.100417
-	U00096.3	CIRCULAR	2032822	2035228	4641652	AP009240.1	2250791	2253168	GCA_000010385.1	Escherichia coli	85.2399	96	0.0518565
