# ANI ranges report for assembly: GCA_000012685.1
# Submitted organism: Myxococcus xanthus DK 1622 (taxid = 246197, rank = no rank, lineage = Bacteria; Pseudomonadati; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Myxococcus xanthus (taxid = 34, rank = species, lineage = Bacteria; Pseudomonadati; Myxococcota; Myxococcia; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP000113.1	CIRCULAR	2036136	2092797	9139763	FNOH01000024.1	1	56662	GCA_900106535.1	Myxococcus xanthus	100	96	0.61995
-	CP000113.1	CIRCULAR	2092798	2093208	9139763	CBCSLF010000031.1	32797	33207	GCA_965140065.1	Myxococcus xanthus	100	96	0.00449683
-	CP000113.1	CIRCULAR	2093209	2124597	9139763	FNOH01000029.1	1	31389	GCA_900106535.1	Myxococcus xanthus	100	96	0.343433
-	CP000113.1	CIRCULAR	2124598	2125885	9139763	CBCSLF010000031.1	122	1409	GCA_965140065.1	Myxococcus xanthus	100	96	0.0140923
-	CP000113.1	CIRCULAR	2125886	2127302	9139763	FNOH01000081.1	1	1417	GCA_900106535.1	Myxococcus xanthus	99.9194	96	0.0155037
-	CP000113.1	CIRCULAR	2127303	2141336	9139763	FNOH01000030.1	1	14034	GCA_900106535.1	Myxococcus xanthus	99.9194	96	0.153549
-	CP000113.1	CIRCULAR	2141337	2141489	9139763	FNOH01000036.1	8354	8506	GCA_900106535.1	Myxococcus xanthus	99.9194	96	0.001674
-	CP000113.1	CIRCULAR	2141490	2149283	9139763	FNOH01000045.1	1	7794	GCA_900106535.1	Myxococcus xanthus	99.9194	96	0.0852757
-	CP000113.1	CIRCULAR	2149284	2150766	9139763	FNOH01000076.1	96	1578	GCA_900106535.1	Myxococcus xanthus	99.9194	96	0.0162258
-	CP000113.1	CIRCULAR	2150767	2156557	9139763	FNOH01000051.1	1	5791	GCA_900106535.1	Myxococcus xanthus	99.9194	96	0.0633605
-	CP000113.1	CIRCULAR	2156558	2158150	9139763	FNOH01000075.1	96	1688	GCA_900106535.1	Myxococcus xanthus	99.9194	96	0.0174293
-	CP000113.1	CIRCULAR	2158167	2159073	9139763	FNOH01000091.1	96	1002	GCA_900106535.1	Myxococcus xanthus	99.9519	96	0.00992367
-	CP000113.1	CIRCULAR	2159074	2168556	9139763	FNOH01000043.1	1	9483	GCA_900106535.1	Myxococcus xanthus	99.9519	96	0.103755
-	CP000113.1	CIRCULAR	2168583	2168835	9139763	CBCSLF010000206.1	122	374	GCA_965140065.1	Myxococcus xanthus	99.3868	96	0.00276812
-	CP000113.1	CIRCULAR	2168836	2169532	9139763	CBCSLF010000143.1	1	697	GCA_965140065.1	Myxococcus xanthus	99.3868	96	0.00762602
-	CP000113.1	CIRCULAR	2169533	2170513	9139763	CBCSLF010000168.1	2560	3540	GCA_965140065.1	Myxococcus xanthus	99.3868	96	0.0107333
-	CP000113.1	CIRCULAR	2170514	2172979	9139763	CBCSLF010000175.1	1	2466	GCA_965140065.1	Myxococcus xanthus	99.3868	96	0.026981
-	CP000113.1	CIRCULAR	2172980	2173358	9139763	FNOH01000034.1	4118	4496	GCA_900106535.1	Myxococcus xanthus	90.5013	96	0.00414672
-	CP000113.1	CIRCULAR	2173359	2184249	9139763	CBCSLF010000103.1	1	10899	GCA_965140065.1	Myxococcus xanthus	99.4403	96	0.119161
-	CP000113.1	CIRCULAR	2184250	2193825	9139763	FNOH01000042.1	1	9576	GCA_900106535.1	Myxococcus xanthus	99.9648	96	0.104773
-	CP000113.1	CIRCULAR	2193826	2195513	9139763	FNOH01000074.1	96	1783	GCA_900106535.1	Myxococcus xanthus	99.9648	96	0.0184688
-	CP000113.1	CIRCULAR	2195514	2195734	9139763	FNOH01000033.1	14534	14754	GCA_900106535.1	Myxococcus xanthus	99.9648	96	0.00241801
-	CP000113.1	CIRCULAR	2195735	2198435	9139763	FNOH01000066.1	1	2701	GCA_900106535.1	Myxococcus xanthus	99.9648	96	0.0295522
-	CP000113.1	CIRCULAR	2198436	2201262	9139763	CBCSLF010000132.1	7779	10605	GCA_965140065.1	Myxococcus xanthus	99.8231	96	0.0309308
-	CP000113.1	CIRCULAR	2201361	2209040	9139763	CBCSLF010000132.1	1	7680	GCA_965140065.1	Myxococcus xanthus	99.9609	96	0.0840284
-	CP000113.1	CIRCULAR	2209041	2209615	9139763	FNOH01000033.1	104	678	GCA_900106535.1	Myxococcus xanthus	92.1739	96	0.00629119
S	CP000113.1	CIRCULAR	2209616	2209729	9139763	VIFM01000255.1	826	939	GCA_006636215.1	Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis	99.1228	96	0.0012473
-	CP000113.1	CIRCULAR	2209730	2210388	9139763	CBCSLF010000124.1	5841	6499	GCA_965140065.1	Myxococcus xanthus	96.6616	96	0.00721025
S	CP000113.1	CIRCULAR	2210389	2210526	9139763	BJVY01000180.1	568	705	GCA_007989405.1	Myxococcus virescens	97.1014	96	0.00150989
-	CP000113.1	CIRCULAR	2210527	2211544	9139763	FNOH01000089.1	1	1018	GCA_900106535.1	Myxococcus xanthus	99.9018	96	0.0111381
-	CP000113.1	CIRCULAR	2211545	2211823	9139763	CBCSLF010000124.1	4427	4705	GCA_965140065.1	Myxococcus xanthus	90.3571	96	0.0030526
-	CP000113.1	CIRCULAR	2211824	2215936	9139763	FNOH01000061.1	1	4113	GCA_900106535.1	Myxococcus xanthus	99.982	96	0.0450012
-	CP000113.1	CIRCULAR	2215937	2217369	9139763	FNOH01000062.1	1564	2996	GCA_900106535.1	Myxococcus xanthus	99.982	96	0.0156787
-	CP000113.1	CIRCULAR	2217370	2217595	9139763	CBCSLF010000066.1	1103	1328	GCA_965140065.1	Myxococcus xanthus	100	96	0.00247271
-	CP000113.1	CIRCULAR	2217596	2218739	9139763	FNOH01000062.1	96	1242	GCA_900106535.1	Myxococcus xanthus	99.9972	96	0.0125167
-	CP000113.1	CIRCULAR	2218740	2433925	9139763	FNOH01000016.1	1	215186	GCA_900106535.1	Myxococcus xanthus	99.9972	96	2.35439
-	CP000113.1	CIRCULAR	2433926	2435498	9139763	CBCSLF010000179.1	96	1668	GCA_965140065.1	Myxococcus xanthus	100	96	0.0172105
-	CP000113.1	CIRCULAR	2435499	2435674	9139763	CBCSLF010000046.1	1	176	GCA_965140065.1	Myxococcus xanthus	100	96	0.00192565
-	CP000113.1	CIRCULAR	2435675	2457579	9139763	FNOH01000031.1	1	21905	GCA_900106535.1	Myxococcus xanthus	99.9988	96	0.239667
-	CP000113.1	CIRCULAR	2457580	2458434	9139763	FNOH01000088.1	96	950	GCA_900106535.1	Myxococcus xanthus	99.9988	96	0.00935473
-	CP000113.1	CIRCULAR	2458435	2505825	9139763	FNOH01000026.1	1	47391	GCA_900106535.1	Myxococcus xanthus	99.9988	96	0.518515
-	CP000113.1	CIRCULAR	2505826	2508450	9139763	FNOH01000065.1	96	2720	GCA_900106535.1	Myxococcus xanthus	99.9988	96	0.0287207
-	CP000113.1	CIRCULAR	2508451	2604498	9139763	FNOH01000004.1	688348	784395	GCA_900106535.1	Myxococcus xanthus	99.9988	96	1.05088
-	CP000113.1	CIRCULAR	2604571	3292917	9139763	FNOH01000004.1	1	688347	GCA_900106535.1	Myxococcus xanthus	99.9978	96	7.53134
-	CP000113.1	CIRCULAR	3292918	3294597	9139763	CBCSLF010000156.1	96	1775	GCA_965140065.1	Myxococcus xanthus	100	96	0.0183812
-	CP000113.1	CIRCULAR	3294651	3294984	9139763	CBCSLF010000196.1	176	509	GCA_965140065.1	Myxococcus xanthus	99.5558	96	0.00365436
-	CP000113.1	CIRCULAR	3294985	3296451	9139763	CBCSLF010000156.1	1870	3336	GCA_965140065.1	Myxococcus xanthus	99.5558	96	0.0160507
S	CP000113.1	CIRCULAR	3296452	3296724	9139763	FNAJ01000047.1	1379	1651	GCA_900101905.1	Myxococcus virescens	100	96	0.00298695
T	CP000113.1	CIRCULAR	3296725	3298131	9139763	CP022203.1	6613957	6615363	GCA_002305895.1	Corallococcus macrosporus	99.4314	96	0.0153943
S	CP000113.1	CIRCULAR	3298132	3298346	9139763	FNAJ01000017.1	166034	166248	GCA_900101905.1	Myxococcus virescens	98.1395	96	0.00235236
-	CP000113.1	CIRCULAR	3298347	3593614	9139763	FNOH01000011.1	1	295268	GCA_900106535.1	Myxococcus xanthus	99.9986	96	3.23059
-	CP000113.1	CIRCULAR	3593615	3594035	9139763	CBCSLF010000049.1	69283	69703	GCA_965140065.1	Myxococcus xanthus	99.8864	96	0.00460625
-	CP000113.1	CIRCULAR	3594036	3594494	9139763	CBCSLF010000019.1	1	459	GCA_965140065.1	Myxococcus xanthus	99.8864	96	0.00502201
-	CP000113.1	CIRCULAR	3594495	3853340	9139763	FNOH01000013.1	1	258846	GCA_900106535.1	Myxococcus xanthus	99.9985	96	2.83209
-	CP000113.1	CIRCULAR	3853341	3854220	9139763	FNOH01000087.1	96	975	GCA_900106535.1	Myxococcus xanthus	99.9985	96	0.00962826
-	CP000113.1	CIRCULAR	3854221	4195972	9139763	FNOH01000010.1	1	341752	GCA_900106535.1	Myxococcus xanthus	99.9985	96	3.73918
-	CP000113.1	CIRCULAR	4195973	4197268	9139763	FNOH01000079.1	96	1391	GCA_900106535.1	Myxococcus xanthus	99.9985	96	0.0141798
-	CP000113.1	CIRCULAR	4197269	4208729	9139763	FNOH01000038.1	92	11552	GCA_900106535.1	Myxococcus xanthus	99.9985	96	0.125397
-	CP000113.1	CIRCULAR	4208730	4209295	9139763	CBCSLF010000136.1	11488	12053	GCA_965140065.1	Myxococcus xanthus	100	96	0.00619272
-	CP000113.1	CIRCULAR	4209296	4211234	9139763	FNOH01000073.1	1	1939	GCA_900106535.1	Myxococcus xanthus	100	96	0.021215
-	CP000113.1	CIRCULAR	4211235	4212424	9139763	FNOH01000082.1	91	1280	GCA_900106535.1	Myxococcus xanthus	100	96	0.01302
-	CP000113.1	CIRCULAR	4212425	4212544	9139763	CBCSLF010000173.1	2696	2815	GCA_965140065.1	Myxococcus xanthus	100	96	0.00131294
-	CP000113.1	CIRCULAR	4215146	4218051	9139763	FNOH01000063.1	1	2906	GCA_900106535.1	Myxococcus xanthus	100	96	0.0317951
T	CP000113.1	CIRCULAR	4218052	4218285	9139763	CP022203.1	5981322	5981555	GCA_002305895.1	Corallococcus macrosporus	93.8144	96	0.00256024
T	CP000113.1	CIRCULAR	4218286	4218536	9139763	CP022203.1	6456518	6456768	GCA_002305895.1	Corallococcus macrosporus	93.8144	96	0.00274624
T	CP000113.1	CIRCULAR	4218537	4219133	9139763	JAAIXZ010000029.1	52391	52987	GCA_010894435.1	Pyxidicoccus trucidator	83.9196	96	0.0065319
T	CP000113.1	CIRCULAR	4219134	4219350	9139763	CP022203.1	5982404	5982620	GCA_002305895.1	Corallococcus macrosporus	88.4793	96	0.00237424
-	CP000113.1	CIRCULAR	4219351	4224973	9139763	FNOH01000054.1	1	5623	GCA_900106535.1	Myxococcus xanthus	100	96	0.0615224
-	CP000113.1	CIRCULAR	4224974	4225593	9139763	CBCSLF010000048.1	63778	64397	GCA_965140065.1	Myxococcus xanthus	100	96	0.00678355
-	CP000113.1	CIRCULAR	4225594	4231366	9139763	FNOH01000053.1	1	5773	GCA_900106535.1	Myxococcus xanthus	100	96	0.0631636
-	CP000113.1	CIRCULAR	4231367	4231986	9139763	CBCSLF010000048.1	57385	58004	GCA_965140065.1	Myxococcus xanthus	100	96	0.00678355
-	CP000113.1	CIRCULAR	4231987	4317175	9139763	FNOH01000021.1	1	85189	GCA_900106535.1	Myxococcus xanthus	99.9988	96	0.93207
-	CP000113.1	CIRCULAR	4317259	4317559	9139763	CBCSLF010000139.1	9419	9719	GCA_965140065.1	Myxococcus xanthus	100	96	0.0032933
-	CP000113.1	CIRCULAR	4317560	4323538	9139763	FNOH01000050.1	1	5979	GCA_900106535.1	Myxococcus xanthus	100	96	0.0654175
-	CP000113.1	CIRCULAR	4323539	4323922	9139763	CBCSLF010000139.1	3056	3439	GCA_965140065.1	Myxococcus xanthus	100	96	0.00420142
-	CP000113.1	CIRCULAR	4323923	4506007	9139763	FNOH01000015.1	1	182085	GCA_900106535.1	Myxococcus xanthus	99.9875	96	1.99223
-	CP000113.1	CIRCULAR	4506008	4516162	9139763	FNOH01000040.1	435	10589	GCA_900106535.1	Myxococcus xanthus	99.9875	96	0.111108
-	CP000113.1	CIRCULAR	4516163	4516346	9139763	CBCSLF010000001.1	48738	48921	GCA_965140065.1	Myxococcus xanthus	100	96	0.00201318
-	CP000113.1	CIRCULAR	4516347	4529407	9139763	FNOH01000035.1	1	13061	GCA_900106535.1	Myxococcus xanthus	100	96	0.142903
-	CP000113.1	CIRCULAR	4529408	4530025	9139763	CBCSLF010000001.1	35059	35676	GCA_965140065.1	Myxococcus xanthus	100	96	0.00676166
-	CP000113.1	CIRCULAR	4530026	4570525	9139763	FNOH01000015.1	182086	222585	GCA_900106535.1	Myxococcus xanthus	100	96	0.443119
-	CP000113.1	CIRCULAR	4570526	4570942	9139763	CBCSLF010000021.1	5456	5872	GCA_965140065.1	Myxococcus xanthus	100	96	0.00456248
-	CP000113.1	CIRCULAR	4570943	5450120	9139763	FNOH01000003.1	1	879178	GCA_900106535.1	Myxococcus xanthus	99.9994	96	9.61926
-	CP000113.1	CIRCULAR	5450121	5537648	9139763	FNOH01000020.1	1	87528	GCA_900106535.1	Myxococcus xanthus	99.9994	96	0.957662
-	CP000113.1	CIRCULAR	5537649	5538739	9139763	FNOH01000083.1	96	1187	GCA_900106535.1	Myxococcus xanthus	99.9994	96	0.0119369
-	CP000113.1	CIRCULAR	5538740	5893254	9139763	FNOH01000008.1	1	354515	GCA_900106535.1	Myxococcus xanthus	99.9994	96	3.87882
S	CP000113.1	CIRCULAR	5893317	5893450	9139763	FNAJ01000049.1	1	133	GCA_900101905.1	Myxococcus virescens	98.5075	96	0.00146612
T	CP000113.1	CIRCULAR	5893451	5896708	9139763	CP022203.1	5794663	5797920	GCA_002305895.1	Corallococcus macrosporus	98.4069	96	0.0356464
S	CP000113.1	CIRCULAR	5896715	5898432	9139763	BJVY01000095.1	3681	5399	GCA_007989405.1	Myxococcus virescens	99.4764	96	0.018797
S	CP000113.1	CIRCULAR	5898433	5898638	9139763	FNAJ01000023.1	1	206	GCA_900101905.1	Myxococcus virescens	99.5146	96	0.00225389
-	CP000113.1	CIRCULAR	5898639	5898774	9139763	CBCSLF010000110.1	1	136	GCA_965140065.1	Myxococcus xanthus	100	96	0.001488
-	CP000113.1	CIRCULAR	5898775	5998947	9139763	FNOH01000018.1	1	100173	GCA_900106535.1	Myxococcus xanthus	99.9988	96	1.09601
-	CP000113.1	CIRCULAR	5998948	6070013	9139763	FNOH01000018.1	100729	171794	GCA_900106535.1	Myxococcus xanthus	99.9988	96	0.777548
-	CP000113.1	CIRCULAR	6070014	6070320	9139763	CBCSLF010000013.1	1	307	GCA_965140065.1	Myxococcus xanthus	100	96	0.00335895
-	CP000113.1	CIRCULAR	6071116	6151588	9139763	FNOH01000023.1	1	80473	GCA_900106535.1	Myxococcus xanthus	100	96	0.880471
T	CP000113.1	CIRCULAR	6151589	6152215	9139763	CP012109.1	6847199	6847825	GCA_000280925.3	Pseudomyxococcus hansupus	94.8963	96	0.00686013
-	CP000113.1	CIRCULAR	6152243	6152971	9139763	CBCSLF010000036.1	81437	82165	GCA_965140065.1	Myxococcus xanthus	100	96	0.00797614
-	CP000113.1	CIRCULAR	6152972	6500901	9139763	FNOH01000009.1	1	347930	GCA_900106535.1	Myxococcus xanthus	99.9994	96	3.80677
T	CP000113.1	CIRCULAR	6500902	6502128	9139763	CP022203.1	2248125	2249351	GCA_002305895.1	Corallococcus macrosporus	94.2135	96	0.0134249
-	CP000113.1	CIRCULAR	6502129	6509219	9139763	FNOH01000047.1	1	7091	GCA_900106535.1	Myxococcus xanthus	99.9718	96	0.0775841
T	CP000113.1	CIRCULAR	6509220	6510968	9139763	CP143624.1	9250809	9252556	GCA_050038885.1	Pseudomyxococcus flavus	94.5111	96	0.0191362
-	CP000113.1	CIRCULAR	6510969	6715281	9139763	FNOH01000017.1	1	204313	GCA_900106535.1	Myxococcus xanthus	99.999	96	2.23543
-	CP000113.1	CIRCULAR	6715282	6715725	9139763	CBCSLF010000039.1	31477	31920	GCA_965140065.1	Myxococcus xanthus	100	96	0.00485789
-	CP000113.1	CIRCULAR	6715726	6764778	9139763	FNOH01000025.1	1	49053	GCA_900106535.1	Myxococcus xanthus	99.9959	96	0.536699
-	CP000113.1	CIRCULAR	6764779	6765219	9139763	CBCSLF010000037.1	567	1007	GCA_965140065.1	Myxococcus xanthus	100	96	0.00482507
-	CP000113.1	CIRCULAR	6765220	7184715	9139763	FNOH01000005.1	128073	547568	GCA_900106535.1	Myxococcus xanthus	99.9993	96	4.58979
-	CP000113.1	CIRCULAR	7185349	7313420	9139763	FNOH01000005.1	1	128072	GCA_900106535.1	Myxococcus xanthus	100	96	1.40126
-	CP000113.1	CIRCULAR	7313421	7314478	9139763	FNOH01000084.1	96	1153	GCA_900106535.1	Myxococcus xanthus	100	96	0.0115758
-	CP000113.1	CIRCULAR	7314479	7572876	9139763	FNOH01000014.1	1	258398	GCA_900106535.1	Myxococcus xanthus	100	96	2.82718
S	CP000113.1	CIRCULAR	7572877	7574103	9139763	FNAJ01000001.1	592173	593393	GCA_900101905.1	Myxococcus virescens	91.1238	96	0.0134249
-	CP000113.1	CIRCULAR	7574104	7584423	9139763	FNOH01000041.1	1	10320	GCA_900106535.1	Myxococcus xanthus	100	96	0.112913
-	CP000113.1	CIRCULAR	7584424	7584834	9139763	CBCSLF010000028.1	91466	91876	GCA_965140065.1	Myxococcus xanthus	100	96	0.00449683
-	CP000113.1	CIRCULAR	7584835	7696428	9139763	FNOH01000019.1	1	111594	GCA_900106535.1	Myxococcus xanthus	100	96	1.22097
-	CP000113.1	CIRCULAR	7696429	7696573	9139763	CBCSLF010000054.1	45792	45936	GCA_965140065.1	Myxococcus xanthus	100	96	0.00158647
-	CP000113.1	CIRCULAR	7696574	7742338	9139763	FNOH01000027.1	1	45765	GCA_900106535.1	Myxococcus xanthus	100	96	0.500724
S	CP000113.1	CIRCULAR	7742339	7742536	9139763	FNAJ01000019.1	122496	122693	GCA_900101905.1	Myxococcus virescens	94.4444	96	0.00216636
T	CP000113.1	CIRCULAR	7742537	7743026	9139763	RAWG01000044.1	23841	24330	GCA_003611735.1	Corallococcus sicarius	90.835	96	0.00536119
-	CP000113.1	CIRCULAR	7743032	7763616	9139763	FNOH01000032.1	1	20585	GCA_900106535.1	Myxococcus xanthus	100	96	0.225225
-	CP000113.1	CIRCULAR	7766243	7769094	9139763	FNOH01000064.1	1	2852	GCA_900106535.1	Myxococcus xanthus	100	96	0.0312043
T	CP000113.1	CIRCULAR	7769095	7769328	9139763	CP022203.1	8623487	8623720	GCA_002305895.1	Corallococcus macrosporus	94.0206	96	0.00256024
T	CP000113.1	CIRCULAR	7769329	7769579	9139763	CP022203.1	1781466	1781716	GCA_002305895.1	Corallococcus macrosporus	94.0206	96	0.00274624
T	CP000113.1	CIRCULAR	7769580	7770176	9139763	CP071090.1	4428341	4428937	GCA_017301735.1	Pyxidicoccus parkwayensis	83.4171	96	0.0065319
T	CP000113.1	CIRCULAR	7770177	7770390	9139763	CP022203.1	1780655	1780868	GCA_002305895.1	Corallococcus macrosporus	88.3178	96	0.00234142
-	CP000113.1	CIRCULAR	7770391	8886767	9139763	FNOH01000001.1	74609	1190985	GCA_900106535.1	Myxococcus xanthus	99.9989	96	12.2145
-	CP000113.1	CIRCULAR	8886768	8961301	9139763	FNOH01000001.1	1	74534	GCA_900106535.1	Myxococcus xanthus	99.9989	96	0.815492
T	CP000113.1	CIRCULAR	8961302	8966775	9139763	CP143624.1	3240852	3246317	GCA_050038885.1	Pseudomyxococcus flavus	98.0478	96	0.0598921
S	CP000113.1	CIRCULAR	8966776	8966991	9139763	FNAJ01000006.1	503212	503429	GCA_900101905.1	Myxococcus virescens	93.1507	96	0.0023633
-	CP000113.1	CIRCULAR	8966992	8967153	9139763	CBCSLF010000129.1	1	162	GCA_965140065.1	Myxococcus xanthus	100	96	0.00177247
-	CP000113.1	CIRCULAR	8967154	9049859	9139763	FNOH01000022.1	1	82706	GCA_900106535.1	Myxococcus xanthus	100	96	0.904903
T	CP000113.1	CIRCULAR	9049860	9050217	9139763	RAWG01000008.1	2797	3154	GCA_003611735.1	Corallococcus sicarius	87.1508	96	0.00391695
T	CP000113.1	CIRCULAR	9050218	9050554	9139763	CP143624.1	1892895	1893231	GCA_050038885.1	Pseudomyxococcus flavus	91.0979	96	0.00368719
-	CP000113.1	CIRCULAR	9050555	9139763	9139763	FNOH01000007.1	373206	462414	GCA_900106535.1	Myxococcus xanthus	99.9978	96	0.976054
