# ANI ranges report for assembly: GCA_000167135.1
# Submitted organism: Listeria monocytogenes serotype 1/2a str. F6854 (taxid = 267409, rank = no rank, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria)
# Submitted Organism Has Type Assembly: Yes
# Best match: Listeria monocytogenes (taxid = 1639, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	AADQ01000001.1	CONTIG	123008	135621	135621	JPTX01000006.1	1150	13770	GCA_001466295.1	Listeria monocytogenes	94.6931	92.4	9.30092
-	AADQ01000002.1	CONTIG	1	22114	128499	JPTX01000005.1	282284	304398	GCA_001466295.1	Listeria monocytogenes	94.6176	92.4	17.2095
-	AADQ01000002.1	CONTIG	22115	25208	128499	JPTX01000004.1	439659	442752	GCA_001466295.1	Listeria monocytogenes	94.6176	92.4	2.4078
-	AADQ01000002.1	CONTIG	25209	72247	128499	JPTX01000004.1	391869	438893	GCA_001466295.1	Listeria monocytogenes	94.6176	92.4	36.6065
-	AADQ01000002.1	CONTIG	72248	72988	128499	JABXNF010000007.1	819707	820447	GCA_013625995.1	Listeria monocytogenes	95.8165	92.4	0.576658
-	AADQ01000002.1	CONTIG	72989	117474	128499	AODC01000010.1	89922	134419	GCA_000525815.1	Listeria monocytogenes	97.2364	92.4	34.6197
-	AADQ01000002.1	CONTIG	117475	117997	128499	JABXNK010000001.1	36531	37054	GCA_013625895.1	Listeria monocytogenes	98.2824	92.4	0.407007
S	AADQ01000002.1	CONTIG	118004	118378	128499	JAATOD010000001.1	553635	554009	GCA_014229645.1	Listeria swaminathanii	91.7333	96	0.291831
-	AADQ01000002.1	CONTIG	118379	118585	128499	JPTX01000066.1	1	207	GCA_001466295.1	Listeria monocytogenes	100	92.4	0.161091
-	AADQ01000002.1	CONTIG	118847	120577	128499	JABXNF010000007.1	1293692	1295422	GCA_013625995.1	Listeria monocytogenes	97.747	92.4	1.34709
-	AADQ01000002.1	CONTIG	120578	120779	128499	JABXNK010000007.1	399513	399714	GCA_013625895.1	Listeria monocytogenes	95.5665	92.4	0.1572
-	AADQ01000002.1	CONTIG	120780	128499	128499	JPTX01000004.1	337665	345384	GCA_001466295.1	Listeria monocytogenes	95.4928	92.4	6.00783
-	AADQ01000003.1	CONTIG	1	81395	127435	AODC01000007.1	329668	411076	GCA_000525815.1	Listeria monocytogenes	98.3517	92.4	63.8718
-	AADQ01000003.1	CONTIG	81398	90081	127435	AODC01000007.1	411444	420091	GCA_000525815.1	Listeria monocytogenes	98.7334	92.4	6.81445
S	AADQ01000003.1	CONTIG	90082	91252	127435	CP095726.1	397683	398849	GCA_017363615.2	Listeria innocua	98.2935	96	0.9189
-	AADQ01000003.1	CONTIG	91253	95146	127435	AODC01000007.1	420092	423988	GCA_000525815.1	Listeria monocytogenes	98.6916	92.4	3.05568
-	AADQ01000003.1	CONTIG	95218	95748	127435	JABXMY010000017.1	6138	6668	GCA_013626145.1	Listeria monocytogenes	98.6817	92.4	0.416683
S	AADQ01000003.1	CONTIG	95749	96318	127435	JAASUV010000001.1	541527	542096	GCA_014225985.1	Listeria cossartiae	88.2662	96	0.447287
-	AADQ01000003.1	CONTIG	96319	96796	127435	JABXNK010000019.1	16892	17369	GCA_013625895.1	Listeria monocytogenes	92.887	92.4	0.375093
-	AADQ01000003.1	CONTIG	96797	97247	127435	JABXNF010000007.1	578998	579448	GCA_013625995.1	Listeria monocytogenes	98.2262	92.4	0.353906
-	AADQ01000003.1	CONTIG	97248	99175	127435	AODC01000007.1	425263	427197	GCA_000525815.1	Listeria monocytogenes	95.0904	92.4	1.51293
-	AADQ01000003.1	CONTIG	102361	127435	127435	AODC01000007.1	429869	454960	GCA_000525815.1	Listeria monocytogenes	99.2029	92.4	19.6767
-	AADQ01000004.1	CONTIG	1	55379	124573	JPTX01000002.1	291643	347012	GCA_001466295.1	Listeria monocytogenes	96.6442	92.4	44.4551
S	AADQ01000004.1	CONTIG	55380	56511	124573	CM001047.1	90611	91745	GCA_000183865.1	Listeria marthii	97.5526	96	0.908704
S	AADQ01000004.1	CONTIG	56512	56729	124573	CM001047.1	2836509	2836726	GCA_000183865.1	Listeria marthii	97.5526	96	0.174998
S	AADQ01000004.1	CONTIG	56730	58277	124573	CM001047.1	91846	93393	GCA_000183865.1	Listeria marthii	97.5526	96	1.24264
S	AADQ01000004.1	CONTIG	58278	58579	124573	CP095730.1	1671407	1671708	GCA_017363655.2	Listeria innocua	96.6887	96	0.242428
S	AADQ01000004.1	CONTIG	58580	60890	124573	CM001047.1	93696	96041	GCA_000183865.1	Listeria marthii	95.5243	96	1.85514
S	AADQ01000004.1	CONTIG	60891	61382	124573	CP095730.1	1669003	1669495	GCA_017363655.2	Listeria innocua	92.0635	96	0.394949
-	AADQ01000004.1	CONTIG	61669	64668	124573	AODC01000001.1	353371	356377	GCA_000525815.1	Listeria monocytogenes	97.7076	92.4	2.40823
-	AADQ01000004.1	CONTIG	64669	64955	124573	JPTX01000002.1	355478	355763	GCA_001466295.1	Listeria monocytogenes	94.0972	92.4	0.230387
-	AADQ01000004.1	CONTIG	64956	66001	124573	AODC01000001.1	352042	353083	GCA_000525815.1	Listeria monocytogenes	87.2381	92.4	0.839668
-	AADQ01000004.1	CONTIG	66756	71776	124573	JPTX01000002.1	356956	361974	GCA_001466295.1	Listeria monocytogenes	95.6392	92.4	4.03057
S	AADQ01000004.1	CONTIG	71777	72580	124573	JAASUI010000002.1	135019	135822	GCA_014224155.1	Listeria cossartiae	98.3831	96	0.645405
-	AADQ01000004.1	CONTIG	72581	72726	124573	JPTX01000002.1	362432	362577	GCA_001466295.1	Listeria monocytogenes	92.4658	92.4	0.1172
S	AADQ01000004.1	CONTIG	72727	73002	124573	JAASUI010000002.1	134596	134873	GCA_014224155.1	Listeria cossartiae	92.0863	96	0.221557
-	AADQ01000004.1	CONTIG	73003	73440	124573	JABXNF010000001.1	146531	146971	GCA_013625995.1	Listeria monocytogenes	95.2489	92.4	0.351601
-	AADQ01000004.1	CONTIG	73441	124573	124573	JPTX01000002.1	363865	415021	GCA_001466295.1	Listeria monocytogenes	95.6503	92.4	41.0466
-	AADQ01000005.1	CONTIG	1	123258	123258	KN050647.1	2301868	2425159	GCA_000743465.1	Listeria monocytogenes	99.0017	92.4	100
-	AADQ01000006.1	CONTIG	1	105986	105986	AODC01000007.1	52352	158372	GCA_000525815.1	Listeria monocytogenes	98.3639	92.4	100
-	AADQ01000007.1	CONTIG	1	46420	100866	JPTX01000002.1	114770	161181	GCA_001466295.1	Listeria monocytogenes	95.3203	92.4	46.0215
-	AADQ01000007.1	CONTIG	46498	50650	100866	JPTX01000002.1	110617	114769	GCA_001466295.1	Listeria monocytogenes	96.2196	92.4	4.11734
-	AADQ01000007.1	CONTIG	50686	67601	100866	JPTX01000002.1	86141	103059	GCA_001466295.1	Listeria monocytogenes	96.2295	92.4	16.7708
-	AADQ01000007.1	CONTIG	67602	68716	100866	AODC01000006.1	166954	168074	GCA_000525815.1	Listeria monocytogenes	98.0375	92.4	1.10543
-	AADQ01000007.1	CONTIG	68717	95842	100866	JPTX01000002.1	58994	86140	GCA_001466295.1	Listeria monocytogenes	95.0425	92.4	26.8931
-	AADQ01000007.1	CONTIG	95911	97873	100866	JPTX01000002.1	55411	57374	GCA_001466295.1	Listeria monocytogenes	94.8574	92.4	1.94615
S	AADQ01000007.1	CONTIG	97874	99391	100866	CP095726.1	1940667	1942178	GCA_017363615.2	Listeria innocua	79.6875	96	1.50497
-	AADQ01000007.1	CONTIG	99392	100866	100866	JPTX01000002.1	53917	55391	GCA_001466295.1	Listeria monocytogenes	99.1186	92.4	1.46234
-	AADQ01000008.1	CONTIG	4	60219	85661	AODC01000006.1	41274	101543	GCA_000525815.1	Listeria monocytogenes	98.6231	92.4	70.2957
-	AADQ01000008.1	CONTIG	60220	60344	85661	AM263198.1	2777695	2777819	GCA_000060285.1	Listeria welshimeri	98.4	96	0.145924
-	AADQ01000008.1	CONTIG	60345	60490	85661	JPTX01000002.1	221616	221761	GCA_001466295.1	Listeria monocytogenes	91.7513	92.4	0.170439
-	AADQ01000008.1	CONTIG	60491	61131	85661	JPTX01000002.1	220852	221492	GCA_001466295.1	Listeria monocytogenes	91.7513	92.4	0.748299
-	AADQ01000008.1	CONTIG	61132	61800	85661	JABXNK010000011.1	199503	200132	GCA_013625895.1	Listeria monocytogenes	90.7324	92.4	0.780986
-	AADQ01000008.1	CONTIG	61801	85661	85661	AODC01000006.1	16105	39971	GCA_000525815.1	Listeria monocytogenes	97.9724	92.4	27.8551
-	AADQ01000009.1	CONTIG	1	72418	79863	KN050647.1	1301840	1374260	GCA_000743465.1	Listeria monocytogenes	98.2618	92.4	90.6778
-	AADQ01000009.1	CONTIG	72419	73779	79863	JPTX01000012.1	37855	39216	GCA_001466295.1	Listeria monocytogenes	97.21	92.4	1.70417
-	AADQ01000009.1	CONTIG	73780	75868	79863	JABXNK010000005.1	28310	30396	GCA_013625895.1	Listeria monocytogenes	91.6746	92.4	2.61573
-	AADQ01000009.1	CONTIG	75869	79863	79863	KN050647.1	1296342	1300323	GCA_000743465.1	Listeria monocytogenes	96.4724	92.4	5.00232
-	AADQ01000010.1	CONTIG	1	14454	77899	AODC01000001.1	245737	260193	GCA_000525815.1	Listeria monocytogenes	99.1739	92.4	18.5548
-	AADQ01000010.1	CONTIG	14455	77899	77899	AODC01000013.1	81299	144790	GCA_000525815.1	Listeria monocytogenes	99.1739	92.4	81.4452
-	AADQ01000011.1	CONTIG	1	65893	65893	AODC01000001.1	179629	245538	GCA_000525815.1	Listeria monocytogenes	98.9249	92.4	100
-	AADQ01000012.1	CONTIG	1	1095	64204	KN050647.1	529983	531075	GCA_000743465.1	Listeria monocytogenes	99.6347	92.4	1.7055
-	AADQ01000012.1	CONTIG	1096	22694	64204	JPTX01000008.1	1	21594	GCA_001466295.1	Listeria monocytogenes	95.3549	92.4	33.6412
-	AADQ01000012.1	CONTIG	22767	28340	64204	JPTX01000008.1	22418	27991	GCA_001466295.1	Listeria monocytogenes	93.7074	92.4	8.6817
-	AADQ01000012.1	CONTIG	28341	30514	64204	JABXNF010000005.1	204452	206625	GCA_013625995.1	Listeria monocytogenes	96.9157	92.4	3.38608
-	AADQ01000012.1	CONTIG	30515	30641	64204	JABXNF010000005.1	203917	204043	GCA_013625995.1	Listeria monocytogenes	96.9157	92.4	0.197807
-	AADQ01000012.1	CONTIG	30642	39387	64204	JPTX01000008.1	29852	38568	GCA_001466295.1	Listeria monocytogenes	93.2267	92.4	13.6222
-	AADQ01000012.1	CONTIG	39388	39875	64204	KN050647.1	568275	568762	GCA_000743465.1	Listeria monocytogenes	94.2857	92.4	0.760077
-	AADQ01000012.1	CONTIG	49467	49677	64204	JPTX01000062.1	1	211	GCA_001466295.1	Listeria monocytogenes	100	92.4	0.32864
-	AADQ01000012.1	CONTIG	51741	64204	64204	JPTX01000008.1	42922	55384	GCA_001466295.1	Listeria monocytogenes	96.2612	92.4	19.4131
-	AADQ01000013.1	CONTIG	1	64105	64105	AODC01000007.1	168548	232695	GCA_000525815.1	Listeria monocytogenes	99.4435	92.4	100
-	AADQ01000014.1	CONTIG	1	320	62669	JPTX01000014.1	25320	25640	GCA_001466295.1	Listeria monocytogenes	97.2136	92.4	0.510619
-	AADQ01000014.1	CONTIG	707	4309	62669	JPTX01000014.1	21453	25056	GCA_001466295.1	Listeria monocytogenes	98.0305	92.4	5.74925
-	AADQ01000014.1	CONTIG	4607	4859	62669	JPTX01000043.1	11	263	GCA_001466295.1	Listeria monocytogenes	90.5882	92.4	0.403708
S	AADQ01000014.1	CONTIG	5401	12036	62669	CP095726.1	1582231	1588869	GCA_017363615.2	Listeria innocua	83.6456	96	10.589
S	AADQ01000014.1	CONTIG	12179	22314	62669	CP095726.1	1589012	1599157	GCA_017363615.2	Listeria innocua	90.524	96	16.1739
-	AADQ01000014.1	CONTIG	24688	27136	62669	JPTX01000014.1	838	3276	GCA_001466295.1	Listeria monocytogenes	95.11	92.4	3.90783
-	AADQ01000014.1	CONTIG	27651	27861	62669	JPTX01000061.1	1	211	GCA_001466295.1	Listeria monocytogenes	99.5261	92.4	0.33669
-	AADQ01000014.1	CONTIG	28290	28519	62669	JPTX01000001.1	565	794	GCA_001466295.1	Listeria monocytogenes	92.1739	92.4	0.367008
S	AADQ01000014.1	CONTIG	28520	28975	62669	AM263198.1	1214992	1215447	GCA_000060285.1	Listeria welshimeri	94.9672	96	0.727632
S	AADQ01000014.1	CONTIG	29138	29381	62669	JAASUV010000006.1	154022	154265	GCA_014225985.1	Listeria cossartiae	96.7347	96	0.389347
-	AADQ01000014.1	CONTIG	29382	29754	62669	JPTX01000001.1	9	381	GCA_001466295.1	Listeria monocytogenes	95.9786	92.4	0.595191
-	AADQ01000014.1	CONTIG	31504	34760	62669	JPTX01000015.1	5979	9228	GCA_001466295.1	Listeria monocytogenes	92.6426	92.4	5.19715
S	AADQ01000014.1	CONTIG	34761	34935	62669	CP095726.1	1611562	1611736	GCA_017363615.2	Listeria innocua	89.1429	96	0.279245
-	AADQ01000014.1	CONTIG	34936	35213	62669	JPTX01000038.1	1	278	GCA_001466295.1	Listeria monocytogenes	98.5612	92.4	0.443601
S	AADQ01000014.1	CONTIG	35214	35529	62669	CP095726.1	1612015	1612333	GCA_017363615.2	Listeria innocua	80.2469	96	0.504237
-	AADQ01000014.1	CONTIG	35730	36033	62669	JPTX01000015.1	4315	4616	GCA_001466295.1	Listeria monocytogenes	96.3816	92.4	0.485088
-	AADQ01000014.1	CONTIG	37059	37766	62669	JPTX01000015.1	2277	2983	GCA_001466295.1	Listeria monocytogenes	89.1702	92.4	1.12975
S	AADQ01000014.1	CONTIG	37767	39171	62669	AM263198.1	1247489	1248884	GCA_000060285.1	Listeria welshimeri	96.1593	96	2.24194
-	AADQ01000014.1	CONTIG	39172	40591	62669	JPTX01000015.1	56	1476	GCA_001466295.1	Listeria monocytogenes	94.8632	92.4	2.26587
-	AADQ01000014.1	CONTIG	40592	62647	62669	JPTX01000013.1	12805	34864	GCA_001466295.1	Listeria monocytogenes	94.8632	92.4	35.1944
-	AADQ01000015.1	CONTIG	1	58871	58871	AODC01000017.1	69903	128785	GCA_000525815.1	Listeria monocytogenes	99.2273	92.4	100
-	AADQ01000016.1	CONTIG	1	46598	52818	AODC01000007.1	455063	501676	GCA_000525815.1	Listeria monocytogenes	99.3225	92.4	88.2237
-	AADQ01000016.1	CONTIG	46599	52818	52818	AODC01000015.1	18737	24960	GCA_000525815.1	Listeria monocytogenes	99.3225	92.4	11.7763
-	AADQ01000017.1	CONTIG	1	524	51589	AODC01000001.1	260637	261160	GCA_000525815.1	Listeria monocytogenes	98.458	92.4	1.01572
-	AADQ01000017.1	CONTIG	525	786	51589	AODC01000013.1	144831	145092	GCA_000525815.1	Listeria monocytogenes	98.458	92.4	0.50786
-	AADQ01000017.1	CONTIG	787	18172	51589	AODC01000023.1	1	17392	GCA_000525815.1	Listeria monocytogenes	98.458	92.4	33.701
-	AADQ01000017.1	CONTIG	18173	37152	51589	AODC01000019.1	242	19233	GCA_000525815.1	Listeria monocytogenes	98.458	92.4	36.7908
-	AADQ01000017.1	CONTIG	37153	51589	51589	AODC01000020.1	1	14431	GCA_000525815.1	Listeria monocytogenes	98.458	92.4	27.9846
-	AADQ01000018.1	CONTIG	1	12764	47778	AODC01000010.1	208435	221199	GCA_000525815.1	Listeria monocytogenes	98.7469	92.4	26.7152
-	AADQ01000018.1	CONTIG	12765	35545	47778	AODC01000010.1	222200	244989	GCA_000525815.1	Listeria monocytogenes	98.7469	92.4	47.6809
-	AADQ01000018.1	CONTIG	35546	47778	47778	AODC01000003.1	23879	36120	GCA_000525815.1	Listeria monocytogenes	98.7469	92.4	25.6038
-	AADQ01000019.1	CONTIG	1	41319	41319	AODC01000005.1	62945	104277	GCA_000525815.1	Listeria monocytogenes	99.1146	92.4	100
-	AADQ01000020.1	CONTIG	1	17065	40732	AODC01000015.1	1	17078	GCA_000525815.1	Listeria monocytogenes	98.6113	92.4	41.8958
-	AADQ01000020.1	CONTIG	17066	40732	40732	AODC01000003.1	177	23850	GCA_000525815.1	Listeria monocytogenes	98.6113	92.4	58.1042
-	AADQ01000021.1	CONTIG	1	26193	39654	JPTX01000006.1	160301	186506	GCA_001466295.1	Listeria monocytogenes	96.2877	92.4	66.0539
-	AADQ01000021.1	CONTIG	26348	39654	39654	JPTX01000006.1	186553	199850	GCA_001466295.1	Listeria monocytogenes	96.1223	92.4	33.5578
-	AADQ01000022.1	CONTIG	1	455	38130	JABXNF010000007.1	1358381	1358835	GCA_013625995.1	Listeria monocytogenes	95.3846	92.4	1.19329
-	AADQ01000022.1	CONTIG	456	17470	38130	JPTX01000006.1	135036	152125	GCA_001466295.1	Listeria monocytogenes	95.1298	92.4	44.6237
S	AADQ01000022.1	CONTIG	19332	20039	38130	JAARZJ010000016.1	61882	62600	GCA_014229245.1	Listeria farberi	91.1234	96	1.85681
-	AADQ01000022.1	CONTIG	25583	25806	38130	JPTX01000057.1	1	224	GCA_001466295.1	Listeria monocytogenes	100	92.4	0.587464
-	AADQ01000022.1	CONTIG	28864	29170	38130	JPTX01000036.1	1	307	GCA_001466295.1	Listeria monocytogenes	100	92.4	0.80514
S	AADQ01000022.1	CONTIG	31205	32734	38130	JAARZJ010000011.1	93274	94807	GCA_014229245.1	Listeria farberi	87.3616	96	4.01259
-	AADQ01000022.1	CONTIG	32735	33003	38130	JPTX01000040.1	1	269	GCA_001466295.1	Listeria monocytogenes	100	92.4	0.705481
S	AADQ01000022.1	CONTIG	33004	37202	38130	JAARZJ010000011.1	88807	93004	GCA_014229245.1	Listeria farberi	91.9343	96	11.0123
-	AADQ01000022.1	CONTIG	37287	38130	38130	KN050647.1	359857	360699	GCA_000743465.1	Listeria monocytogenes	99.4076	92.4	2.21348
-	AADQ01000023.1	CONTIG	906	1584	37729	JABXMY010000008.1	20313	20991	GCA_013626145.1	Listeria monocytogenes	98.5272	92.4	1.79968
-	AADQ01000023.1	CONTIG	1585	9374	37729	JABXNF010000007.1	1215073	1222859	GCA_013625995.1	Listeria monocytogenes	95.9723	92.4	20.6472
S	AADQ01000023.1	CONTIG	9375	9483	37729	JABXLC010000006.1	206793	206908	GCA_014527425.1	Listeria innocua	80.1724	96	0.288902
S	AADQ01000023.1	CONTIG	9605	10288	37729	JAARZJ010000014.1	5606	6313	GCA_014229245.1	Listeria farberi	88.0113	96	1.81293
-	AADQ01000023.1	CONTIG	10289	10557	37729	JPTX01000039.1	1	269	GCA_001466295.1	Listeria monocytogenes	100	92.4	0.712979
S	AADQ01000023.1	CONTIG	10558	15865	37729	JAARZJ010000014.1	17	5336	GCA_014229245.1	Listeria farberi	92.127	96	14.0688
-	AADQ01000023.1	CONTIG	15897	16064	37729	JABXNF010000007.1	1231831	1231999	GCA_013625995.1	Listeria monocytogenes	85.7988	92.4	0.445281
-	AADQ01000023.1	CONTIG	16067	16167	37729	JABXNF010000007.1	1223583	1223685	GCA_013625995.1	Listeria monocytogenes	91.2621	92.4	0.267699
-	AADQ01000023.1	CONTIG	16280	21301	37729	JABXNF010000007.1	1224044	1229067	GCA_013625995.1	Listeria monocytogenes	94.0509	92.4	13.3107
-	AADQ01000023.1	CONTIG	21302	37729	37729	AODC01000011.1	95931	112376	GCA_000525815.1	Listeria monocytogenes	97.726	92.4	43.5421
-	AADQ01000024.1	CONTIG	1	9651	34755	AODC01000009.1	31326	40979	GCA_000525815.1	Listeria monocytogenes	99.5054	92.4	27.7687
-	AADQ01000024.1	CONTIG	9652	34755	34755	AODC01000001.1	1	25123	GCA_000525815.1	Listeria monocytogenes	99.5054	92.4	72.2313
-	AADQ01000025.1	CONTIG	1	3540	34647	JABXNF010000007.1	1401869	1405408	GCA_013625995.1	Listeria monocytogenes	96.5839	92.4	10.2173
-	AADQ01000025.1	CONTIG	3541	10207	34647	KN050647.1	2812093	2818762	GCA_000743465.1	Listeria monocytogenes	97.3013	92.4	19.2426
-	AADQ01000025.1	CONTIG	10211	10442	34647	JABXNF010000007.1	1415265	1415502	GCA_013625995.1	Listeria monocytogenes	78.1513	92.4	0.669611
-	AADQ01000025.1	CONTIG	10443	30539	34647	JPTX01000006.1	214989	235082	GCA_001466295.1	Listeria monocytogenes	98.2487	92.4	58.005
-	AADQ01000025.1	CONTIG	30540	33449	34647	JABXNF010000007.1	1428285	1431211	GCA_013625995.1	Listeria monocytogenes	98.1209	92.4	8.399
-	AADQ01000025.1	CONTIG	33450	34647	34647	JPTX01000006.1	235133	236328	GCA_001466295.1	Listeria monocytogenes	98.4975	92.4	3.45773
-	AADQ01000026.1	CONTIG	1	33253	33253	AODC01000008.1	13330	46594	GCA_000525815.1	Listeria monocytogenes	98.7194	92.4	100
-	AADQ01000027.1	CONTIG	1	4181	32980	AODC01000011.1	90434	94628	GCA_000525815.1	Listeria monocytogenes	98.5231	92.4	12.6774
-	AADQ01000027.1	CONTIG	4204	32980	32980	AODC01000011.1	58976	87730	GCA_000525815.1	Listeria monocytogenes	97.8534	92.4	87.2559
-	AADQ01000028.1	CONTIG	1	32908	32908	AODC01000001.1	64436	97348	GCA_000525815.1	Listeria monocytogenes	98.6238	92.4	100
-	AADQ01000029.1	CONTIG	1	32336	32336	AODC01000001.1	99724	132066	GCA_000525815.1	Listeria monocytogenes	97.5393	92.4	100
-	AADQ01000030.1	CONTIG	1	1305	32254	JABXMY010000037.1	756	2060	GCA_013626145.1	Listeria monocytogenes	97.1648	92.4	4.04601
-	AADQ01000030.1	CONTIG	1358	1590	32254	JABXMY010000037.1	2113	2345	GCA_013626145.1	Listeria monocytogenes	99.5708	92.4	0.722391
-	AADQ01000030.1	CONTIG	1591	32254	32254	AODC01000011.1	28200	58871	GCA_000525815.1	Listeria monocytogenes	98.214	92.4	95.0704
-	AADQ01000031.1	CONTIG	1	5392	30861	AODC01000007.1	249	5643	GCA_000525815.1	Listeria monocytogenes	99.1611	92.4	17.4719
-	AADQ01000031.1	CONTIG	5393	30861	30861	AODC01000014.1	133440	158916	GCA_000525815.1	Listeria monocytogenes	99.1611	92.4	82.5281
