# ANI ranges report for assembly: GCA_003019855.1
# Submitted organism: Plesiomonas shigelloides (taxid = 703, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Plesiomonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Plesiomonas shigelloides (taxid = 703, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Plesiomonas)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP027852.1	CIRCULAR	745893	746145	3505422	LT575468.1	1595711	1595965	GCA_900087055.1	Plesiomonas shigelloides	95.2941	96	0.00721739
-	CP027852.1	CIRCULAR	746380	746494	3505422	LT575468.1	1568560	1568674	GCA_900087055.1	Plesiomonas shigelloides	93.0435	96	0.00328063
-	CP027852.1	CIRCULAR	747335	747434	3505422	LT575468.1	1587187	1587286	GCA_900087055.1	Plesiomonas shigelloides	86.1386	96	0.00285272
-	CP027852.1	CIRCULAR	749702	749808	3505422	LT575468.1	1577128	1577234	GCA_900087055.1	Plesiomonas shigelloides	92.5631	96	0.00305241
-	CP027852.1	CIRCULAR	749809	750453	3505422	LT575468.1	1600704	1601348	GCA_900087055.1	Plesiomonas shigelloides	92.5631	96	0.0184001
-	CP027852.1	CIRCULAR	751510	751664	3505422	LT575468.1	1599410	1599564	GCA_900087055.1	Plesiomonas shigelloides	96.945	96	0.00442172
-	CP027852.1	CIRCULAR	751665	751999	3505422	LT575468.1	1607978	1608313	GCA_900087055.1	Plesiomonas shigelloides	96.945	96	0.00955662
-	CP027852.1	CIRCULAR	752115	752217	3505422	LT575468.1	1600526	1600628	GCA_900087055.1	Plesiomonas shigelloides	96.1165	96	0.00293831
-	CP027852.1	CIRCULAR	753947	754062	3505422	LT575468.1	1595361	1595476	GCA_900087055.1	Plesiomonas shigelloides	96.5517	96	0.00330916
-	CP027852.1	CIRCULAR	757797	758410	3505422	LT575468.1	1620280	1620892	GCA_900087055.1	Plesiomonas shigelloides	92.9967	96	0.0175157
-	CP027852.1	CIRCULAR	761014	761116	3505422	LT575468.1	1594380	1594482	GCA_900087055.1	Plesiomonas shigelloides	98.0583	96	0.00293831
-	CP027852.1	CIRCULAR	761890	762321	3505422	LT575468.1	1616983	1617414	GCA_900087055.1	Plesiomonas shigelloides	88.4259	96	0.0123238
-	CP027852.1	CIRCULAR	762583	762697	3505422	LT575468.1	1605292	1605406	GCA_900087055.1	Plesiomonas shigelloides	93.7712	96	0.00328063
-	CP027852.1	CIRCULAR	762698	763383	3505422	LT575468.1	1629879	1630564	GCA_900087055.1	Plesiomonas shigelloides	93.7712	96	0.0195697
-	CP027852.1	CIRCULAR	763384	764936	3505422	LT575468.1	1560755	1562308	GCA_900087055.1	Plesiomonas shigelloides	93.7712	96	0.0443028
-	CP027852.1	CIRCULAR	766991	767656	3505422	LT575468.1	1550452	1551117	GCA_900087055.1	Plesiomonas shigelloides	97.335	96	0.0189991
-	CP027852.1	CIRCULAR	767657	767778	3505422	LT575468.1	1579847	1579968	GCA_900087055.1	Plesiomonas shigelloides	97.335	96	0.00348032
-	CP027852.1	CIRCULAR	773146	773245	3505422	LT575468.1	1596689	1596788	GCA_900087055.1	Plesiomonas shigelloides	99	96	0.00285272
-	CP027852.1	CIRCULAR	773274	773400	3505422	LT575468.1	1596534	1596660	GCA_900087055.1	Plesiomonas shigelloides	88.6194	96	0.00362296
-	CP027852.1	CIRCULAR	773401	773539	3505422	LT575468.1	1619004	1619142	GCA_900087055.1	Plesiomonas shigelloides	88.6194	96	0.00396529
-	CP027852.1	CIRCULAR	773540	773676	3505422	LT575468.1	1613791	1613927	GCA_900087055.1	Plesiomonas shigelloides	88.6194	96	0.00390823
-	CP027852.1	CIRCULAR	773677	773809	3505422	LT575468.1	1618734	1618866	GCA_900087055.1	Plesiomonas shigelloides	88.6194	96	0.00379412
-	CP027852.1	CIRCULAR	773850	774868	3505422	LT575468.1	1564879	1565898	GCA_900087055.1	Plesiomonas shigelloides	95.4902	96	0.0290693
-	CP027852.1	CIRCULAR	775885	776011	3505422	LT575468.1	1606844	1606971	GCA_900087055.1	Plesiomonas shigelloides	96.875	96	0.00362296
-	CP027852.1	CIRCULAR	777101	777760	3505422	LT575468.1	1580954	1581612	GCA_900087055.1	Plesiomonas shigelloides	94.6015	96	0.018828
-	CP027852.1	CIRCULAR	777761	777877	3505422	LT575468.1	1581617	1581733	GCA_900087055.1	Plesiomonas shigelloides	94.6015	96	0.00333769
-	CP027852.1	CIRCULAR	779314	779430	3505422	LT575468.1	1622167	1622283	GCA_900087055.1	Plesiomonas shigelloides	97.4359	96	0.00333769
-	CP027852.1	CIRCULAR	782377	782493	3505422	LT575468.1	1583508	1583624	GCA_900087055.1	Plesiomonas shigelloides	95.7265	96	0.00333769
-	CP027852.1	CIRCULAR	783587	783703	3505422	LT575468.1	1559515	1559631	GCA_900087055.1	Plesiomonas shigelloides	97.4359	96	0.00333769
-	CP027852.1	CIRCULAR	784829	784945	3505422	LT575468.1	1607760	1607876	GCA_900087055.1	Plesiomonas shigelloides	97.8118	96	0.00333769
-	CP027852.1	CIRCULAR	784946	785742	3505422	LT575468.1	1593584	1594379	GCA_900087055.1	Plesiomonas shigelloides	97.8118	96	0.0227362
-	CP027852.1	CIRCULAR	785757	785859	3505422	LT575468.1	1628635	1628737	GCA_900087055.1	Plesiomonas shigelloides	98.0583	96	0.00293831
-	CP027852.1	CIRCULAR	785874	786778	3505422	LT575468.1	1627716	1628620	GCA_900087055.1	Plesiomonas shigelloides	96.3536	96	0.0258171
-	CP027852.1	CIRCULAR	787827	787970	3505422	LT575468.1	1570717	1570860	GCA_900087055.1	Plesiomonas shigelloides	83.9196	96	0.00410792
-	CP027852.1	CIRCULAR	787971	788080	3505422	LT575468.1	1608934	1609041	GCA_900087055.1	Plesiomonas shigelloides	83.9196	96	0.003138
-	CP027852.1	CIRCULAR	788081	788221	3505422	LT575468.1	1570468	1570608	GCA_900087055.1	Plesiomonas shigelloides	83.9196	96	0.00402234
-	CP027852.1	CIRCULAR	788297	788427	3505422	LT575468.1	1608587	1608717	GCA_900087055.1	Plesiomonas shigelloides	90.8397	96	0.00373707
-	CP027852.1	CIRCULAR	788446	788545	3505422	LT575468.1	1608469	1608568	GCA_900087055.1	Plesiomonas shigelloides	88.0247	96	0.00285272
-	CP027852.1	CIRCULAR	788546	789251	3505422	LT575468.1	1569437	1570143	GCA_900087055.1	Plesiomonas shigelloides	88.0247	96	0.0201402
-	CP027852.1	CIRCULAR	791653	792240	3505422	LT575468.1	1598384	1598973	GCA_900087055.1	Plesiomonas shigelloides	85.956	96	0.016774
-	CP027852.1	CIRCULAR	792250	792386	3505422	LT575468.1	1598237	1598374	GCA_900087055.1	Plesiomonas shigelloides	96.3768	96	0.00390823
-	CP027852.1	CIRCULAR	793407	793562	3505422	LT575468.1	1585898	1586054	GCA_900087055.1	Plesiomonas shigelloides	94.2675	96	0.00445025
-	CP027852.1	CIRCULAR	794525	795471	3505422	LT575468.1	1562309	1563255	GCA_900087055.1	Plesiomonas shigelloides	99.8944	96	0.0270153
-	CP027852.1	CIRCULAR	795477	796418	3505422	LT575468.1	1548033	1548974	GCA_900087055.1	Plesiomonas shigelloides	96.9214	96	0.0268727
-	CP027852.1	CIRCULAR	797757	822743	3505422	LT575468.1	1523031	1548032	GCA_900087055.1	Plesiomonas shigelloides	96.5406	96	0.71281
T	CP027852.1	CIRCULAR	824540	825009	3505422	CBCSGY010000068.1	1414	1882	GCA_965138905.1	Serratia silvae	81.8565	96	0.0134078
T	CP027852.1	CIRCULAR	825787	828815	3505422	UFWJ01000004.1	1106191	1109222	GCA_900461075.1	Citrobacter koseri	96.6359	96	0.086409
T	CP027852.1	CIRCULAR	828867	835305	3505422	UFWJ01000004.1	1099670	1106109	GCA_900461075.1	Citrobacter koseri	96.5255	96	0.183687
-	CP027852.1	CIRCULAR	838256	990684	3505422	LT575468.1	1370800	1523030	GCA_900087055.1	Plesiomonas shigelloides	96.8852	96	4.34838
-	CP027852.1	CIRCULAR	990752	994218	3505422	LT575468.1	1367294	1370769	GCA_900087055.1	Plesiomonas shigelloides	96.5497	96	0.0989039
-	CP027852.1	CIRCULAR	994219	1007488	3505422	LT575468.1	1353943	1367193	GCA_900087055.1	Plesiomonas shigelloides	96.5497	96	0.378556
-	CP027852.1	CIRCULAR	1007489	1009025	3505422	LT575468.1	1352346	1353880	GCA_900087055.1	Plesiomonas shigelloides	96.5497	96	0.0438464
-	CP027852.1	CIRCULAR	1009131	1013129	3505422	LT575468.1	1346369	1350319	GCA_900087055.1	Plesiomonas shigelloides	96.325	96	0.11408
-	CP027852.1	CIRCULAR	1025549	1030630	3505422	LT575468.1	1341277	1346368	GCA_900087055.1	Plesiomonas shigelloides	95.6684	96	0.144975
-	CP027852.1	CIRCULAR	1044514	1092461	3505422	LT575468.1	1293308	1341240	GCA_900087055.1	Plesiomonas shigelloides	96.7289	96	1.36782
-	CP027852.1	CIRCULAR	1092681	1132570	3505422	LT575468.1	1253240	1293116	GCA_900087055.1	Plesiomonas shigelloides	97.9973	96	1.13795
-	CP027852.1	CIRCULAR	1132659	1141588	3505422	LT575468.1	1244275	1253239	GCA_900087055.1	Plesiomonas shigelloides	97.3955	96	0.254748
-	CP027852.1	CIRCULAR	1141589	1144371	3505422	LT575468.1	1241357	1244139	GCA_900087055.1	Plesiomonas shigelloides	97.3955	96	0.0793913
-	CP027852.1	CIRCULAR	1145710	1169076	3505422	LT575468.1	1218012	1241356	GCA_900087055.1	Plesiomonas shigelloides	96.8038	96	0.666596
-	CP027852.1	CIRCULAR	1169122	1181631	3505422	LT575468.1	1205369	1217885	GCA_900087055.1	Plesiomonas shigelloides	96.7108	96	0.356876
-	CP027852.1	CIRCULAR	1181698	1214422	3505422	LT575468.1	1172658	1205355	GCA_900087055.1	Plesiomonas shigelloides	96.8273	96	0.933554
-	CP027852.1	CIRCULAR	1216314	1218933	3505422	LT575468.1	1168270	1170889	GCA_900087055.1	Plesiomonas shigelloides	83.346	96	0.0747414
-	CP027852.1	CIRCULAR	1220460	1234272	3505422	LT575468.1	1154375	1168185	GCA_900087055.1	Plesiomonas shigelloides	96.7784	96	0.394047
-	CP027852.1	CIRCULAR	1234666	1259841	3505422	LT575468.1	1128730	1153893	GCA_900087055.1	Plesiomonas shigelloides	96.5714	96	0.718202
-	CP027852.1	CIRCULAR	1264596	1265910	3505422	LT575468.1	1114203	1115527	GCA_900087055.1	Plesiomonas shigelloides	95.2453	96	0.0375133
-	CP027852.1	CIRCULAR	1281819	1282538	3505422	LT575468.1	1578384	1579103	GCA_900087055.1	Plesiomonas shigelloides	96.8056	96	0.0205396
-	CP027852.1	CIRCULAR	1303053	1316179	3505422	LT575468.1	1101125	1114202	GCA_900087055.1	Plesiomonas shigelloides	96.4677	96	0.374477
-	CP027852.1	CIRCULAR	1316316	1350646	3505422	LT575468.1	1066873	1101114	GCA_900087055.1	Plesiomonas shigelloides	96.4283	96	0.979369
-	CP027852.1	CIRCULAR	1350717	1360748	3505422	LT575468.1	1056822	1066872	GCA_900087055.1	Plesiomonas shigelloides	96.8559	96	0.286185
-	CP027852.1	CIRCULAR	1360749	1477283	3505422	LT575468.1	940121	1056739	GCA_900087055.1	Plesiomonas shigelloides	96.8559	96	3.32442
-	CP027852.1	CIRCULAR	1478071	1503346	3505422	LT575468.1	914103	939419	GCA_900087055.1	Plesiomonas shigelloides	96.2173	96	0.721054
-	CP027852.1	CIRCULAR	1504595	1531349	3505422	LT575468.1	879743	906516	GCA_900087055.1	Plesiomonas shigelloides	96.1496	96	0.763246
-	CP027852.1	CIRCULAR	1531350	1551447	3505422	LT575468.1	859467	879528	GCA_900087055.1	Plesiomonas shigelloides	96.1496	96	0.57334
-	CP027852.1	CIRCULAR	1551448	1553098	3505422	LT575468.1	850020	851671	GCA_900087055.1	Plesiomonas shigelloides	96.1496	96	0.0470985
-	CP027852.1	CIRCULAR	1559349	1584327	3505422	LT575468.1	823429	848407	GCA_900087055.1	Plesiomonas shigelloides	96.8669	96	0.712582
-	CP027852.1	CIRCULAR	1584516	1588649	3505422	LT575468.1	819146	823279	GCA_900087055.1	Plesiomonas shigelloides	97.4359	96	0.117932
-	CP027852.1	CIRCULAR	1588656	1589713	3505422	LT575468.1	817991	819048	GCA_900087055.1	Plesiomonas shigelloides	93.6673	96	0.0301818
-	CP027852.1	CIRCULAR	1591359	1597942	3505422	LT575468.1	809658	816250	GCA_900087055.1	Plesiomonas shigelloides	96.4811	96	0.187823
-	CP027852.1	CIRCULAR	1599669	1614848	3505422	LT575468.1	794546	809641	GCA_900087055.1	Plesiomonas shigelloides	96.2419	96	0.433043
-	CP027852.1	CIRCULAR	1614977	1694806	3505422	LT575468.1	714568	794426	GCA_900087055.1	Plesiomonas shigelloides	97.1821	96	2.27733
-	CP027852.1	CIRCULAR	1694807	1728573	3505422	LT575468.1	639527	673295	GCA_900087055.1	Plesiomonas shigelloides	97.1821	96	0.963279
-	CP027852.1	CIRCULAR	1729541	1755537	3505422	LT575468.1	613419	639414	GCA_900087055.1	Plesiomonas shigelloides	97.9961	96	0.741623
-	CP027852.1	CIRCULAR	1755627	1802087	3505422	LT575468.1	566943	613418	GCA_900087055.1	Plesiomonas shigelloides	97.3267	96	1.3254
-	CP027852.1	CIRCULAR	1802145	1808404	3505422	LT575468.1	560720	566942	GCA_900087055.1	Plesiomonas shigelloides	96.6067	96	0.17858
-	CP027852.1	CIRCULAR	1831210	1858894	3505422	LT575468.1	533054	560719	GCA_900087055.1	Plesiomonas shigelloides	97.859	96	0.789777
-	CP027852.1	CIRCULAR	1860208	1894702	3505422	LT575468.1	498479	532962	GCA_900087055.1	Plesiomonas shigelloides	97.343	96	0.984047
-	CP027852.1	CIRCULAR	1894703	1915087	3505422	LT575468.1	478081	498410	GCA_900087055.1	Plesiomonas shigelloides	97.343	96	0.581528
-	CP027852.1	CIRCULAR	1917918	1939954	3505422	LT575468.1	455814	477830	GCA_900087055.1	Plesiomonas shigelloides	97.3748	96	0.628655
-	CP027852.1	CIRCULAR	1939955	1941424	3505422	LT575468.1	454272	455741	GCA_900087055.1	Plesiomonas shigelloides	97.3748	96	0.041935
-	CP027852.1	CIRCULAR	1941431	1967003	3505422	LT575468.1	428623	454120	GCA_900087055.1	Plesiomonas shigelloides	97.5992	96	0.729527
-	CP027852.1	CIRCULAR	1967006	1967129	3505422	LT575468.1	3252570	3252693	GCA_900087055.1	Plesiomonas shigelloides	94.8087	96	0.00353738
-	CP027852.1	CIRCULAR	1967130	1969993	3505422	LT575468.1	425744	428621	GCA_900087055.1	Plesiomonas shigelloides	94.8087	96	0.081702
-	CP027852.1	CIRCULAR	1973316	1977034	3505422	LT575468.1	418800	422501	GCA_900087055.1	Plesiomonas shigelloides	94.5714	96	0.106093
-	CP027852.1	CIRCULAR	1977047	1977170	3505422	LT575468.1	454137	454260	GCA_900087055.1	Plesiomonas shigelloides	97.9466	96	0.00353738
-	CP027852.1	CIRCULAR	1977171	2113257	3505422	LT575468.1	282693	418779	GCA_900087055.1	Plesiomonas shigelloides	97.9466	96	3.88219
-	CP027852.1	CIRCULAR	2113258	2187355	3505422	LT575468.1	191042	265137	GCA_900087055.1	Plesiomonas shigelloides	97.9466	96	2.11381
-	CP027852.1	CIRCULAR	2187479	2235494	3505422	LT575468.1	142967	190960	GCA_900087055.1	Plesiomonas shigelloides	96.7606	96	1.36976
-	CP027852.1	CIRCULAR	2235563	2235962	3505422	LT575468.1	142557	142956	GCA_900087055.1	Plesiomonas shigelloides	96.2281	96	0.0114109
-	CP027852.1	CIRCULAR	2235963	2247805	3505422	LT575468.1	130638	142492	GCA_900087055.1	Plesiomonas shigelloides	96.2281	96	0.337848
-	CP027852.1	CIRCULAR	2267640	2279412	3505422	LT575468.1	109333	121119	GCA_900087055.1	Plesiomonas shigelloides	94.6812	96	0.335851
-	CP027852.1	CIRCULAR	2279542	2306740	3505422	LT575468.1	82009	109205	GCA_900087055.1	Plesiomonas shigelloides	96.2238	96	0.775912
-	CP027852.1	CIRCULAR	2306759	2314177	3505422	LT575468.1	74476	81879	GCA_900087055.1	Plesiomonas shigelloides	95.6118	96	0.211644
-	CP027852.1	CIRCULAR	2314322	2388571	3505422	LT575468.1	1	74253	GCA_900087055.1	Plesiomonas shigelloides	97.4237	96	2.11815
-	CP027852.1	CIRCULAR	2388572	2393129	3505422	LT575468.1	3401422	3405979	GCA_900087055.1	Plesiomonas shigelloides	97.4237	96	0.130027
-	CP027852.1	CIRCULAR	2393130	2492177	3505422	LT575468.1	3288938	3388033	GCA_900087055.1	Plesiomonas shigelloides	97.4237	96	2.82557
T	CP027852.1	CIRCULAR	2497418	2497518	3505422	CBCSGY010000021.1	20	120	GCA_965138905.1	Serratia silvae	98.0198	96	0.00288125
T	CP027852.1	CIRCULAR	2497552	2497765	3505422	UFWJ01000004.1	452881	453116	GCA_900461075.1	Citrobacter koseri	85.4167	96	0.00610483
-	CP027852.1	CIRCULAR	2497804	2503439	3505422	LT575468.1	3283296	3288937	GCA_900087055.1	Plesiomonas shigelloides	98.5487	96	0.16078
-	CP027852.1	CIRCULAR	2503855	2531740	3505422	LT575468.1	3255169	3283048	GCA_900087055.1	Plesiomonas shigelloides	97.534	96	0.79551
-	CP027852.1	CIRCULAR	2531920	2532356	3505422	LT575468.1	3253249	3253685	GCA_900087055.1	Plesiomonas shigelloides	96.1098	96	0.0124664
-	CP027852.1	CIRCULAR	2532447	2532999	3505422	LT575468.1	3252696	3253248	GCA_900087055.1	Plesiomonas shigelloides	97.3535	96	0.0157756
-	CP027852.1	CIRCULAR	2533000	2597978	3505422	LT575468.1	3187698	3252569	GCA_900087055.1	Plesiomonas shigelloides	97.3535	96	1.85367
-	CP027852.1	CIRCULAR	2598004	2600445	3505422	LT575468.1	3184503	3186931	GCA_900087055.1	Plesiomonas shigelloides	97.0119	96	0.0696635
-	CP027852.1	CIRCULAR	2608319	2679642	3505422	LT575468.1	3101763	3173078	GCA_900087055.1	Plesiomonas shigelloides	97.5501	96	2.03468
-	CP027852.1	CIRCULAR	2679643	2690274	3505422	LT575468.1	3073670	3084260	GCA_900087055.1	Plesiomonas shigelloides	97.5501	96	0.303302
-	CP027852.1	CIRCULAR	2690349	2707659	3505422	LT575468.1	3084276	3101587	GCA_900087055.1	Plesiomonas shigelloides	97.8369	96	0.493835
-	CP027852.1	CIRCULAR	2707660	2763709	3505422	LT575468.1	3017753	3073669	GCA_900087055.1	Plesiomonas shigelloides	97.8369	96	1.59895
-	CP027852.1	CIRCULAR	2763710	2784223	3505422	LT575468.1	2996883	3017411	GCA_900087055.1	Plesiomonas shigelloides	97.8369	96	0.585208
-	CP027852.1	CIRCULAR	2784350	2843781	3505422	LT575468.1	2937418	2996882	GCA_900087055.1	Plesiomonas shigelloides	97.2104	96	1.69543
-	CP027852.1	CIRCULAR	2843840	2922104	3505422	LT575468.1	2859136	2937417	GCA_900087055.1	Plesiomonas shigelloides	97.4203	96	2.23268
T	CP027852.1	CIRCULAR	2954630	2955508	3505422	CBCSGY010000003.1	194891	195762	GCA_965138905.1	Serratia silvae	80.1587	96	0.0250754
-	CP027852.1	CIRCULAR	2958813	2960812	3505422	LT575468.1	2857130	2859135	GCA_900087055.1	Plesiomonas shigelloides	96.7115	96	0.0570545
-	CP027852.1	CIRCULAR	2960952	3122577	3505422	LT575468.1	2688773	2850501	GCA_900087055.1	Plesiomonas shigelloides	97.8484	96	4.61074
-	CP027852.1	CIRCULAR	3134476	3136288	3505422	LT575468.1	912212	914023	GCA_900087055.1	Plesiomonas shigelloides	95.427	96	0.0517199
-	CP027852.1	CIRCULAR	3143161	3153448	3505422	LT575468.1	2678509	2688772	GCA_900087055.1	Plesiomonas shigelloides	96.7027	96	0.293488
-	CP027852.1	CIRCULAR	3153449	3156266	3505422	LT575468.1	2675580	2678408	GCA_900087055.1	Plesiomonas shigelloides	96.7027	96	0.0803898
-	CP027852.1	CIRCULAR	3159333	3184840	3505422	LT575468.1	2646995	2672518	GCA_900087055.1	Plesiomonas shigelloides	96.9578	96	0.727673
-	CP027852.1	CIRCULAR	3184843	3312417	3505422	LT575468.1	2519281	2646866	GCA_900087055.1	Plesiomonas shigelloides	97.2315	96	3.63936
-	CP027852.1	CIRCULAR	3314515	3335439	3505422	LT575468.1	2498307	2519258	GCA_900087055.1	Plesiomonas shigelloides	97.2981	96	0.596932
-	CP027852.1	CIRCULAR	3335555	3505422	3505422	LT575468.1	2328369	2498237	GCA_900087055.1	Plesiomonas shigelloides	97.6362	96	4.84586
T	CP027853.1	CIRCULAR|PLASMID	79179	80507	395858	UFWJ01000004.1	101117	102447	GCA_900461075.1	Citrobacter koseri	98.8042	96	0.335726
T	CP027853.1	CIRCULAR|PLASMID	181021	182352	395858	UFWJ01000003.1	64070	65401	GCA_900461075.1	Citrobacter koseri	98.7237	96	0.336484
-	CP027853.1	CIRCULAR|PLASMID	202200	204000	395858	LT575468.1	2000475	2002287	GCA_900087055.1	Plesiomonas shigelloides	84.59	96	0.454961
-	CP027853.1	CIRCULAR|PLASMID	204266	207406	395858	LT575468.1	1996706	1999806	GCA_900087055.1	Plesiomonas shigelloides	94.6551	96	0.793466
