# Assembly name:  freshwater MAG --- I-3_bin-033
# Organism name:  uncultured Verrucomicrobium sp. (verrucomicrobia)
# Isolate:  I-3_bin-033
# Taxid:          114704
# BioSample:      SAMEA6945196
# BioProject:     PRJEB38681
# Submitter:      BILS
# Date:           2020-07-17
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    CAIZXV01
# Assembly method: megahit
# Genome coverage: 1x
# Sequencing technology: Illumina NovaSeq 6000
# Excluded from RefSeq: derived from metagenome; fragmented assembly
# GenBank assembly accession: GCA_903937045.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_903937044.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig124	unplaced-scaffold	na	na	CAIZXV010000124.1	<>	na	Primary Assembly	1748	na
contig125	unplaced-scaffold	na	na	CAIZXV010000125.1	<>	na	Primary Assembly	7809	na
contig126	unplaced-scaffold	na	na	CAIZXV010000126.1	<>	na	Primary Assembly	5959	na
contig127	unplaced-scaffold	na	na	CAIZXV010000127.1	<>	na	Primary Assembly	2162	na
contig128	unplaced-scaffold	na	na	CAIZXV010000128.1	<>	na	Primary Assembly	5368	na
contig129	unplaced-scaffold	na	na	CAIZXV010000129.1	<>	na	Primary Assembly	1907	na
contig130	unplaced-scaffold	na	na	CAIZXV010000130.1	<>	na	Primary Assembly	6447	na
contig131	unplaced-scaffold	na	na	CAIZXV010000131.1	<>	na	Primary Assembly	2786	na
contig132	unplaced-scaffold	na	na	CAIZXV010000132.1	<>	na	Primary Assembly	3842	na
contig133	unplaced-scaffold	na	na	CAIZXV010000133.1	<>	na	Primary Assembly	2503	na
contig134	unplaced-scaffold	na	na	CAIZXV010000134.1	<>	na	Primary Assembly	3407	na
contig135	unplaced-scaffold	na	na	CAIZXV010000135.1	<>	na	Primary Assembly	1693	na
contig136	unplaced-scaffold	na	na	CAIZXV010000136.1	<>	na	Primary Assembly	7001	na
contig137	unplaced-scaffold	na	na	CAIZXV010000137.1	<>	na	Primary Assembly	2014	na
contig138	unplaced-scaffold	na	na	CAIZXV010000138.1	<>	na	Primary Assembly	3062	na
contig139	unplaced-scaffold	na	na	CAIZXV010000139.1	<>	na	Primary Assembly	2415	na
contig140	unplaced-scaffold	na	na	CAIZXV010000140.1	<>	na	Primary Assembly	3570	na
contig141	unplaced-scaffold	na	na	CAIZXV010000141.1	<>	na	Primary Assembly	3776	na
contig142	unplaced-scaffold	na	na	CAIZXV010000142.1	<>	na	Primary Assembly	2136	na
contig143	unplaced-scaffold	na	na	CAIZXV010000143.1	<>	na	Primary Assembly	1721	na
contig144	unplaced-scaffold	na	na	CAIZXV010000144.1	<>	na	Primary Assembly	4692	na
contig145	unplaced-scaffold	na	na	CAIZXV010000145.1	<>	na	Primary Assembly	2894	na
contig146	unplaced-scaffold	na	na	CAIZXV010000146.1	<>	na	Primary Assembly	2027	na
contig147	unplaced-scaffold	na	na	CAIZXV010000147.1	<>	na	Primary Assembly	2263	na
contig148	unplaced-scaffold	na	na	CAIZXV010000148.1	<>	na	Primary Assembly	2654	na
contig149	unplaced-scaffold	na	na	CAIZXV010000149.1	<>	na	Primary Assembly	2670	na
contig150	unplaced-scaffold	na	na	CAIZXV010000150.1	<>	na	Primary Assembly	1702	na
contig151	unplaced-scaffold	na	na	CAIZXV010000151.1	<>	na	Primary Assembly	2221	na
contig152	unplaced-scaffold	na	na	CAIZXV010000152.1	<>	na	Primary Assembly	3847	na
contig153	unplaced-scaffold	na	na	CAIZXV010000153.1	<>	na	Primary Assembly	3636	na
contig154	unplaced-scaffold	na	na	CAIZXV010000154.1	<>	na	Primary Assembly	1639	na
contig155	unplaced-scaffold	na	na	CAIZXV010000155.1	<>	na	Primary Assembly	2695	na
contig156	unplaced-scaffold	na	na	CAIZXV010000156.1	<>	na	Primary Assembly	2889	na
contig157	unplaced-scaffold	na	na	CAIZXV010000157.1	<>	na	Primary Assembly	1667	na
contig158	unplaced-scaffold	na	na	CAIZXV010000158.1	<>	na	Primary Assembly	1861	na
contig159	unplaced-scaffold	na	na	CAIZXV010000159.1	<>	na	Primary Assembly	2585	na
contig160	unplaced-scaffold	na	na	CAIZXV010000160.1	<>	na	Primary Assembly	4315	na
contig161	unplaced-scaffold	na	na	CAIZXV010000161.1	<>	na	Primary Assembly	1622	na
contig162	unplaced-scaffold	na	na	CAIZXV010000162.1	<>	na	Primary Assembly	1910	na
contig163	unplaced-scaffold	na	na	CAIZXV010000163.1	<>	na	Primary Assembly	3057	na
contig164	unplaced-scaffold	na	na	CAIZXV010000164.1	<>	na	Primary Assembly	2568	na
contig165	unplaced-scaffold	na	na	CAIZXV010000165.1	<>	na	Primary Assembly	2514	na
contig166	unplaced-scaffold	na	na	CAIZXV010000166.1	<>	na	Primary Assembly	1641	na
contig167	unplaced-scaffold	na	na	CAIZXV010000167.1	<>	na	Primary Assembly	4026	na
contig168	unplaced-scaffold	na	na	CAIZXV010000168.1	<>	na	Primary Assembly	4690	na
contig169	unplaced-scaffold	na	na	CAIZXV010000169.1	<>	na	Primary Assembly	3184	na
contig170	unplaced-scaffold	na	na	CAIZXV010000170.1	<>	na	Primary Assembly	4657	na
contig171	unplaced-scaffold	na	na	CAIZXV010000171.1	<>	na	Primary Assembly	2328	na
contig172	unplaced-scaffold	na	na	CAIZXV010000172.1	<>	na	Primary Assembly	5651	na
contig173	unplaced-scaffold	na	na	CAIZXV010000173.1	<>	na	Primary Assembly	1972	na
contig174	unplaced-scaffold	na	na	CAIZXV010000174.1	<>	na	Primary Assembly	2530	na
contig175	unplaced-scaffold	na	na	CAIZXV010000175.1	<>	na	Primary Assembly	1684	na
contig176	unplaced-scaffold	na	na	CAIZXV010000176.1	<>	na	Primary Assembly	1970	na
contig177	unplaced-scaffold	na	na	CAIZXV010000177.1	<>	na	Primary Assembly	2493	na
contig178	unplaced-scaffold	na	na	CAIZXV010000178.1	<>	na	Primary Assembly	2633	na
contig179	unplaced-scaffold	na	na	CAIZXV010000179.1	<>	na	Primary Assembly	4111	na
contig180	unplaced-scaffold	na	na	CAIZXV010000180.1	<>	na	Primary Assembly	2244	na
contig181	unplaced-scaffold	na	na	CAIZXV010000181.1	<>	na	Primary Assembly	3296	na
contig182	unplaced-scaffold	na	na	CAIZXV010000182.1	<>	na	Primary Assembly	3550	na
contig183	unplaced-scaffold	na	na	CAIZXV010000183.1	<>	na	Primary Assembly	1658	na
contig184	unplaced-scaffold	na	na	CAIZXV010000184.1	<>	na	Primary Assembly	2865	na
contig185	unplaced-scaffold	na	na	CAIZXV010000185.1	<>	na	Primary Assembly	1818	na
contig186	unplaced-scaffold	na	na	CAIZXV010000186.1	<>	na	Primary Assembly	2730	na
contig187	unplaced-scaffold	na	na	CAIZXV010000187.1	<>	na	Primary Assembly	2831	na
contig188	unplaced-scaffold	na	na	CAIZXV010000188.1	<>	na	Primary Assembly	3603	na
contig189	unplaced-scaffold	na	na	CAIZXV010000189.1	<>	na	Primary Assembly	1893	na
contig190	unplaced-scaffold	na	na	CAIZXV010000190.1	<>	na	Primary Assembly	1584	na
contig191	unplaced-scaffold	na	na	CAIZXV010000191.1	<>	na	Primary Assembly	1592	na
contig192	unplaced-scaffold	na	na	CAIZXV010000192.1	<>	na	Primary Assembly	1671	na
contig193	unplaced-scaffold	na	na	CAIZXV010000193.1	<>	na	Primary Assembly	1676	na
contig194	unplaced-scaffold	na	na	CAIZXV010000194.1	<>	na	Primary Assembly	2009	na
contig195	unplaced-scaffold	na	na	CAIZXV010000195.1	<>	na	Primary Assembly	2184	na
contig196	unplaced-scaffold	na	na	CAIZXV010000196.1	<>	na	Primary Assembly	2478	na
contig197	unplaced-scaffold	na	na	CAIZXV010000197.1	<>	na	Primary Assembly	2270	na
contig198	unplaced-scaffold	na	na	CAIZXV010000198.1	<>	na	Primary Assembly	4007	na
contig199	unplaced-scaffold	na	na	CAIZXV010000199.1	<>	na	Primary Assembly	3704	na
contig200	unplaced-scaffold	na	na	CAIZXV010000200.1	<>	na	Primary Assembly	1864	na
contig201	unplaced-scaffold	na	na	CAIZXV010000201.1	<>	na	Primary Assembly	3234	na
contig202	unplaced-scaffold	na	na	CAIZXV010000202.1	<>	na	Primary Assembly	3920	na
contig203	unplaced-scaffold	na	na	CAIZXV010000203.1	<>	na	Primary Assembly	1722	na
contig204	unplaced-scaffold	na	na	CAIZXV010000204.1	<>	na	Primary Assembly	4916	na
contig205	unplaced-scaffold	na	na	CAIZXV010000205.1	<>	na	Primary Assembly	1983	na
contig206	unplaced-scaffold	na	na	CAIZXV010000206.1	<>	na	Primary Assembly	1730	na
contig207	unplaced-scaffold	na	na	CAIZXV010000207.1	<>	na	Primary Assembly	1828	na
contig208	unplaced-scaffold	na	na	CAIZXV010000208.1	<>	na	Primary Assembly	1820	na
contig209	unplaced-scaffold	na	na	CAIZXV010000209.1	<>	na	Primary Assembly	5288	na
contig210	unplaced-scaffold	na	na	CAIZXV010000210.1	<>	na	Primary Assembly	2975	na
contig211	unplaced-scaffold	na	na	CAIZXV010000211.1	<>	na	Primary Assembly	1518	na
contig212	unplaced-scaffold	na	na	CAIZXV010000212.1	<>	na	Primary Assembly	1544	na
contig213	unplaced-scaffold	na	na	CAIZXV010000213.1	<>	na	Primary Assembly	1713	na
contig214	unplaced-scaffold	na	na	CAIZXV010000214.1	<>	na	Primary Assembly	2877	na
contig215	unplaced-scaffold	na	na	CAIZXV010000215.1	<>	na	Primary Assembly	2119	na
contig216	unplaced-scaffold	na	na	CAIZXV010000216.1	<>	na	Primary Assembly	1843	na
contig217	unplaced-scaffold	na	na	CAIZXV010000217.1	<>	na	Primary Assembly	1648	na
contig218	unplaced-scaffold	na	na	CAIZXV010000218.1	<>	na	Primary Assembly	1862	na
contig219	unplaced-scaffold	na	na	CAIZXV010000219.1	<>	na	Primary Assembly	2953	na
contig220	unplaced-scaffold	na	na	CAIZXV010000220.1	<>	na	Primary Assembly	2762	na
contig221	unplaced-scaffold	na	na	CAIZXV010000221.1	<>	na	Primary Assembly	2006	na
contig222	unplaced-scaffold	na	na	CAIZXV010000222.1	<>	na	Primary Assembly	1539	na
contig223	unplaced-scaffold	na	na	CAIZXV010000223.1	<>	na	Primary Assembly	1938	na
contig224	unplaced-scaffold	na	na	CAIZXV010000224.1	<>	na	Primary Assembly	2418	na
contig225	unplaced-scaffold	na	na	CAIZXV010000225.1	<>	na	Primary Assembly	2481	na
contig226	unplaced-scaffold	na	na	CAIZXV010000226.1	<>	na	Primary Assembly	1909	na
contig227	unplaced-scaffold	na	na	CAIZXV010000227.1	<>	na	Primary Assembly	1789	na
contig228	unplaced-scaffold	na	na	CAIZXV010000228.1	<>	na	Primary Assembly	2162	na
contig229	unplaced-scaffold	na	na	CAIZXV010000229.1	<>	na	Primary Assembly	4488	na
contig230	unplaced-scaffold	na	na	CAIZXV010000230.1	<>	na	Primary Assembly	4453	na
contig231	unplaced-scaffold	na	na	CAIZXV010000231.1	<>	na	Primary Assembly	2296	na
contig232	unplaced-scaffold	na	na	CAIZXV010000232.1	<>	na	Primary Assembly	1842	na
contig233	unplaced-scaffold	na	na	CAIZXV010000233.1	<>	na	Primary Assembly	2377	na
contig234	unplaced-scaffold	na	na	CAIZXV010000234.1	<>	na	Primary Assembly	1537	na
contig235	unplaced-scaffold	na	na	CAIZXV010000235.1	<>	na	Primary Assembly	2949	na
contig236	unplaced-scaffold	na	na	CAIZXV010000236.1	<>	na	Primary Assembly	2220	na
contig237	unplaced-scaffold	na	na	CAIZXV010000237.1	<>	na	Primary Assembly	2836	na
contig238	unplaced-scaffold	na	na	CAIZXV010000238.1	<>	na	Primary Assembly	1990	na
contig239	unplaced-scaffold	na	na	CAIZXV010000239.1	<>	na	Primary Assembly	2246	na
contig240	unplaced-scaffold	na	na	CAIZXV010000240.1	<>	na	Primary Assembly	3149	na
contig241	unplaced-scaffold	na	na	CAIZXV010000241.1	<>	na	Primary Assembly	1897	na
contig242	unplaced-scaffold	na	na	CAIZXV010000242.1	<>	na	Primary Assembly	1792	na
contig243	unplaced-scaffold	na	na	CAIZXV010000243.1	<>	na	Primary Assembly	3036	na
contig244	unplaced-scaffold	na	na	CAIZXV010000244.1	<>	na	Primary Assembly	2274	na
contig245	unplaced-scaffold	na	na	CAIZXV010000245.1	<>	na	Primary Assembly	2044	na
contig246	unplaced-scaffold	na	na	CAIZXV010000246.1	<>	na	Primary Assembly	1942	na
contig247	unplaced-scaffold	na	na	CAIZXV010000247.1	<>	na	Primary Assembly	2724	na
contig248	unplaced-scaffold	na	na	CAIZXV010000248.1	<>	na	Primary Assembly	1563	na
contig249	unplaced-scaffold	na	na	CAIZXV010000249.1	<>	na	Primary Assembly	2122	na
contig250	unplaced-scaffold	na	na	CAIZXV010000250.1	<>	na	Primary Assembly	2196	na
contig251	unplaced-scaffold	na	na	CAIZXV010000251.1	<>	na	Primary Assembly	1625	na
contig252	unplaced-scaffold	na	na	CAIZXV010000252.1	<>	na	Primary Assembly	2399	na
contig253	unplaced-scaffold	na	na	CAIZXV010000253.1	<>	na	Primary Assembly	2670	na
contig254	unplaced-scaffold	na	na	CAIZXV010000254.1	<>	na	Primary Assembly	2572	na
contig255	unplaced-scaffold	na	na	CAIZXV010000255.1	<>	na	Primary Assembly	2172	na
contig256	unplaced-scaffold	na	na	CAIZXV010000256.1	<>	na	Primary Assembly	4511	na
contig257	unplaced-scaffold	na	na	CAIZXV010000257.1	<>	na	Primary Assembly	2485	na
contig258	unplaced-scaffold	na	na	CAIZXV010000258.1	<>	na	Primary Assembly	1733	na
contig259	unplaced-scaffold	na	na	CAIZXV010000259.1	<>	na	Primary Assembly	7217	na
contig260	unplaced-scaffold	na	na	CAIZXV010000260.1	<>	na	Primary Assembly	1618	na
contig261	unplaced-scaffold	na	na	CAIZXV010000261.1	<>	na	Primary Assembly	2329	na
contig262	unplaced-scaffold	na	na	CAIZXV010000262.1	<>	na	Primary Assembly	2031	na
contig263	unplaced-scaffold	na	na	CAIZXV010000263.1	<>	na	Primary Assembly	4341	na
contig264	unplaced-scaffold	na	na	CAIZXV010000264.1	<>	na	Primary Assembly	3315	na
contig265	unplaced-scaffold	na	na	CAIZXV010000265.1	<>	na	Primary Assembly	2329	na
contig266	unplaced-scaffold	na	na	CAIZXV010000266.1	<>	na	Primary Assembly	2662	na
contig267	unplaced-scaffold	na	na	CAIZXV010000267.1	<>	na	Primary Assembly	2929	na
contig268	unplaced-scaffold	na	na	CAIZXV010000268.1	<>	na	Primary Assembly	1933	na
contig269	unplaced-scaffold	na	na	CAIZXV010000269.1	<>	na	Primary Assembly	1500	na
