# ANI ranges report for assembly: GCA_001171065.1
# Submitted organism: Yersinia frederiksenii (taxid = 29484, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia)
# Submitted Organism Has Type Assembly: Yes
# Best match: Yersinia alsatica (taxid = 2890317, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia)
# Status: MISASSIGNED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	CQDT01000002.1	CONTIG	156085	171842	307220	CABHWW010000011.1	172354	188111	GCA_902170305.1	Yersinia alsatica	98.9656	96	5.12922
S	CQDT01000002.1	CONTIG	171937	172446	307220	CP170755.1	2712787	2713293	GCA_043099325.1	Yersinia fenwicki	77.3879	96	0.166005
S	CQDT01000002.1	CONTIG	172447	176521	307220	CABHWW010000011.1	188713	192787	GCA_902170305.1	Yersinia alsatica	96.8589	96	1.32641
S	CQDT01000002.1	CONTIG	177789	187521	307220	CABHWW010000011.1	221561	231294	GCA_902170305.1	Yersinia alsatica	97.1058	96	3.16809
S	CQDT01000002.1	CONTIG	187522	189569	307220	CABHWW010000011.1	219513	221560	GCA_902170305.1	Yersinia alsatica	97.1058	96	0.666623
-	CQDT01000002.1	CONTIG	190452	192555	307220	KN150731.1	4719931	4722034	GCA_000754805.1	Yersinia frederiksenii	96.3878	96	0.684851
S	CQDT01000002.1	CONTIG	192556	200224	307220	CABHWW010000011.1	233958	241626	GCA_902170305.1	Yersinia alsatica	98.8395	96	2.49626
S	CQDT01000002.1	CONTIG	202373	204098	307220	CABHWW010000011.1	244580	246306	GCA_902170305.1	Yersinia alsatica	98.8419	96	0.561812
S	CQDT01000002.1	CONTIG	204160	206388	307220	CP170755.1	1961126	1963354	GCA_043099325.1	Yersinia fenwicki	90.175	96	0.725539
S	CQDT01000002.1	CONTIG	206427	233182	307220	CABHWW010000011.1	251058	277802	GCA_902170305.1	Yersinia alsatica	98.1836	96	8.70907
S	CQDT01000002.1	CONTIG	233308	306677	307220	CABHWW010000011.1	277803	351172	GCA_902170305.1	Yersinia alsatica	98.5487	96	23.8819
-	CQDT01000002.1	CONTIG	306678	307162	307220	KN150731.1	4553945	4554429	GCA_000754805.1	Yersinia frederiksenii	89.9177	96	0.157867
S	CQDT01000003.1	CONTIG	1	38687	256034	CABHWW010000026.1	78282	116951	GCA_902170305.1	Yersinia alsatica	98.4599	96	15.1101
-	CQDT01000003.1	CONTIG	38688	45328	256034	KN150731.1	1180357	1186992	GCA_000754805.1	Yersinia frederiksenii	83.9676	96	2.5938
S	CQDT01000003.1	CONTIG	45329	84973	256034	CABHWW010000026.1	117104	156742	GCA_902170305.1	Yersinia alsatica	98.4892	96	15.4843
S	CQDT01000003.1	CONTIG	96835	160377	256034	CABHWW010000026.1	172872	236432	GCA_902170305.1	Yersinia alsatica	98.2557	96	24.8182
S	CQDT01000003.1	CONTIG	160378	161306	256034	UHIY01000001.1	4384425	4385353	GCA_900460525.1	Yersinia kristensenii	79.2473	96	0.362842
-	CQDT01000003.1	CONTIG	161400	161552	256034	KN150731.1	1283379	1283531	GCA_000754805.1	Yersinia frederiksenii	81.1688	96	0.0597577
S	CQDT01000003.1	CONTIG	161553	167418	256034	CABHWW010000026.1	237806	243670	GCA_902170305.1	Yersinia alsatica	98.0225	96	2.2911
-	CQDT01000003.1	CONTIG	169189	169950	256034	KN150731.1	1291095	1291856	GCA_000754805.1	Yersinia frederiksenii	89.2388	96	0.297617
S	CQDT01000003.1	CONTIG	169951	178100	256034	CABHWW010000026.1	245136	253284	GCA_902170305.1	Yersinia alsatica	98.9746	96	3.18317
S	CQDT01000003.1	CONTIG	178101	211493	256034	CABHWW010000026.1	253411	286802	GCA_902170305.1	Yersinia alsatica	98.9746	96	13.0424
S	CQDT01000003.1	CONTIG	212232	216572	256034	CABHWW010000026.1	287506	291863	GCA_902170305.1	Yersinia alsatica	96.5888	96	1.69548
S	CQDT01000003.1	CONTIG	216621	226094	256034	CABHWW010000026.1	292801	302295	GCA_902170305.1	Yersinia alsatica	97.6519	96	3.70029
S	CQDT01000003.1	CONTIG	226115	244489	256034	CABHWW010000026.1	302386	320774	GCA_902170305.1	Yersinia alsatica	98.116	96	7.17678
S	CQDT01000003.1	CONTIG	244490	256033	256034	CABHWW010000026.1	326176	337685	GCA_902170305.1	Yersinia alsatica	98.116	96	4.50878
S	CQDT01000004.1	CONTIG	267	423	241416	CABHYG010000016.1	462519	462675	GCA_902170785.1	Yersinia proxima	93.6306	96	0.065033
S	CQDT01000004.1	CONTIG	424	827	241416	CABHWW010000026.1	6038	6435	GCA_902170305.1	Yersinia alsatica	90.6173	96	0.167346
S	CQDT01000004.1	CONTIG	1025	1588	241416	CACVAF010000008.1	175365	175928	GCA_902726565.1	Yersinia vastinensis	80.4538	96	0.233622
S	CQDT01000004.1	CONTIG	1589	1688	241416	CP011975.1	3280903	3281001	GCA_001047675.1	Yersinia aleksiciae	85.1485	96	0.0414223
S	CQDT01000004.1	CONTIG	1783	2006	241416	CP032487.1	2808580	2808803	GCA_004124235.1	Yersinia hibernica	91.9643	96	0.0927859
S	CQDT01000004.1	CONTIG	2014	2369	241416	HE997649.1	2922	3277	GCA_000312485.1	Yersinia massiliensis	90.6377	96	0.147463
S	CQDT01000004.1	CONTIG	2370	2750	241416	HE997649.1	3688	4068	GCA_000312485.1	Yersinia massiliensis	90.6377	96	0.157819
S	CQDT01000004.1	CONTIG	2751	2949	241416	CP011975.1	3228663	3228861	GCA_001047675.1	Yersinia aleksiciae	94.4724	96	0.0824303
S	CQDT01000004.1	CONTIG	2950	3295	241416	FR729477.2	1971881	1972226	GCA_000253175.1	Yersinia enterocolitica	91.9075	96	0.143321
S	CQDT01000004.1	CONTIG	3296	3437	241416	CACVAF010000006.1	218445	218586	GCA_902726565.1	Yersinia vastinensis	87.5	96	0.0588196
S	CQDT01000004.1	CONTIG	3438	28724	241416	CABHWW010000010.1	20184	45470	GCA_902170305.1	Yersinia alsatica	98.7622	96	10.4745
-	CQDT01000004.1	CONTIG	28725	37175	241416	KN150731.1	4159796	4168243	GCA_000754805.1	Yersinia frederiksenii	89.6641	96	3.5006
-	CQDT01000004.1	CONTIG	37228	38858	241416	KN150731.1	4157203	4158830	GCA_000754805.1	Yersinia frederiksenii	76.4848	96	0.675597
S	CQDT01000004.1	CONTIG	38859	68408	241416	CABHWW010000024.1	6817	36363	GCA_902170305.1	Yersinia alsatica	98.6363	96	12.2403
S	CQDT01000004.1	CONTIG	73554	153884	241416	CABHWW010000024.1	36475	116805	GCA_902170305.1	Yersinia alsatica	98.4582	96	33.2749
S	CQDT01000004.1	CONTIG	153885	201046	241416	CABHWW010000024.1	116935	164095	GCA_902170305.1	Yersinia alsatica	98.4582	96	19.5356
S	CQDT01000004.1	CONTIG	201485	233654	241416	CABHWW010000024.1	164096	196302	GCA_902170305.1	Yersinia alsatica	97.6746	96	13.3255
S	CQDT01000004.1	CONTIG	233774	241416	241416	CABHWW010000024.1	196322	203964	GCA_902170305.1	Yersinia alsatica	97.9984	96	3.1659
S	CQDT01000005.1	CONTIG	12	33717	240618	CABHWW010000005.1	1	33727	GCA_902170305.1	Yersinia alsatica	98.4257	96	14.0081
-	CQDT01000005.1	CONTIG	33718	34264	240618	UHJA01000001.1	3143658	3144206	GCA_900460425.1	Yersinia frederiksenii	96.3636	96	0.227331
S	CQDT01000005.1	CONTIG	34265	57787	240618	CABHWW010000005.1	34275	57752	GCA_902170305.1	Yersinia alsatica	99.1413	96	9.77608
S	CQDT01000005.1	CONTIG	57788	64064	240618	FR729477.2	2916829	2923080	GCA_000253175.1	Yersinia enterocolitica	82.7543	96	2.6087
S	CQDT01000005.1	CONTIG	64312	64595	240618	CABHWW010000029.1	15447	15729	GCA_902170305.1	Yersinia alsatica	79.9308	96	0.118029
S	CQDT01000005.1	CONTIG	64802	65417	240618	CABHYG010000017.1	387451	388067	GCA_902170785.1	Yersinia proxima	96.2723	96	0.256007
S	CQDT01000005.1	CONTIG	65418	65647	240618	CACVAD010000033.1	27129	27357	GCA_902726545.1	Yersinia artesiana	91.7391	96	0.0955872
S	CQDT01000005.1	CONTIG	65648	66552	240618	CABHWW010000029.1	17226	18177	GCA_902170305.1	Yersinia alsatica	85.8333	96	0.376115
S	CQDT01000005.1	CONTIG	66553	66817	240618	LR134116.1	2695983	2696247	GCA_900635455.1	Yersinia intermedia	79.6226	96	0.110133
S	CQDT01000005.1	CONTIG	66818	67387	240618	CABHWW010000029.1	18443	19012	GCA_902170305.1	Yersinia alsatica	98.2456	96	0.23689
S	CQDT01000005.1	CONTIG	68187	68483	240618	CP007230.1	3794577	3794875	GCA_000582515.1	Yersinia similis	86.3787	96	0.123432
S	CQDT01000005.1	CONTIG	73781	75327	240618	CABHWW010000029.1	1195	2741	GCA_902170305.1	Yersinia alsatica	95.1613	96	0.642928
S	CQDT01000005.1	CONTIG	75389	76209	240618	CABHXS010000140.1	12139	12960	GCA_902170605.1	Yersinia rochesterensis	86.3913	96	0.341205
S	CQDT01000005.1	CONTIG	78061	78725	240618	CABHWW010000026.1	673077	673741	GCA_902170305.1	Yersinia alsatica	92.4925	96	0.276372
S	CQDT01000005.1	CONTIG	79782	80149	240618	CABHXS010000140.1	5213	5580	GCA_902170605.1	Yersinia rochesterensis	88.8587	96	0.15294
S	CQDT01000005.1	CONTIG	80150	81037	240618	CABHWW010000026.1	671269	672159	GCA_902170305.1	Yersinia alsatica	92.1437	96	0.36905
S	CQDT01000005.1	CONTIG	81038	81470	240618	CABHXS010000140.1	3888	4320	GCA_902170605.1	Yersinia rochesterensis	94.9309	96	0.179953
S	CQDT01000005.1	CONTIG	81471	81652	240618	CABHWW010000026.1	670645	670827	GCA_902170305.1	Yersinia alsatica	90.1639	96	0.0756386
S	CQDT01000005.1	CONTIG	81653	82019	240618	CABHXS010000140.1	3339	3705	GCA_902170605.1	Yersinia rochesterensis	92.0981	96	0.152524
S	CQDT01000005.1	CONTIG	82020	82126	240618	CABHWW010000026.1	670045	670151	GCA_902170305.1	Yersinia alsatica	94.3925	96	0.0444688
S	CQDT01000005.1	CONTIG	82127	83189	240618	CABHXS010000140.1	2168	3231	GCA_902170605.1	Yersinia rochesterensis	86.1972	96	0.441779
S	CQDT01000005.1	CONTIG	83916	84216	240618	CABHWW010000026.1	666271	666571	GCA_902170305.1	Yersinia alsatica	91.6944	96	0.125095
S	CQDT01000005.1	CONTIG	84240	84713	240618	CABHWW010000026.1	665077	665550	GCA_902170305.1	Yersinia alsatica	94.2656	96	0.196993
S	CQDT01000005.1	CONTIG	84714	85232	240618	CABHWW010000026.1	662252	662770	GCA_902170305.1	Yersinia alsatica	94.2656	96	0.215695
-	CQDT01000005.1	CONTIG	85553	87959	240618	UHJA01000001.1	957705	960110	GCA_900460425.1	Yersinia frederiksenii	98.172	96	1.00034
-	CQDT01000005.1	CONTIG	88053	88231	240618	UHJA01000001.1	962045	962223	GCA_900460425.1	Yersinia frederiksenii	93.8547	96	0.0743918
S	CQDT01000005.1	CONTIG	88232	88987	240618	CABHXX010000022.1	27479	28234	GCA_902170565.1	Yersinia thracica	91.9525	96	0.314191
-	CQDT01000005.1	CONTIG	88988	89317	240618	UHJA01000001.1	972176	972505	GCA_900460425.1	Yersinia frederiksenii	89.1239	96	0.137147
-	CQDT01000005.1	CONTIG	89319	89545	240618	AALE02000051.1	12053	12279	GCA_000168015.1	Yersinia frederiksenii	99.5595	96	0.0943404
-	CQDT01000005.1	CONTIG	89546	89669	240618	UHJA01000001.1	990916	991039	GCA_900460425.1	Yersinia frederiksenii	92.7419	96	0.051534
S	CQDT01000005.1	CONTIG	89670	106063	240618	CABHWW010000026.1	642087	658479	GCA_902170305.1	Yersinia alsatica	98.7315	96	6.81329
S	CQDT01000005.1	CONTIG	106086	106193	240618	LR590469.1	3187761	3187868	GCA_901472495.1	Yersinia enterocolitica	92.5926	96	0.0448844
S	CQDT01000005.1	CONTIG	106215	140481	240618	CABHWW010000026.1	607814	642086	GCA_902170305.1	Yersinia alsatica	98.1963	96	14.2412
S	CQDT01000005.1	CONTIG	140482	184656	240618	CABHWW010000026.1	555888	600042	GCA_902170305.1	Yersinia alsatica	98.1963	96	18.359
S	CQDT01000005.1	CONTIG	184657	190843	240618	CACVAF010000002.1	58030	64221	GCA_902726565.1	Yersinia vastinensis	92.1749	96	2.5713
S	CQDT01000005.1	CONTIG	190844	216757	240618	CABHWW010000026.1	529974	555886	GCA_902170305.1	Yersinia alsatica	98.9704	96	10.7698
S	CQDT01000005.1	CONTIG	216758	216935	240618	CABHWW010000026.1	529284	529461	GCA_902170305.1	Yersinia alsatica	98.9704	96	0.0739762
S	CQDT01000005.1	CONTIG	216936	229887	240618	CABHWW010000026.1	516063	529014	GCA_902170305.1	Yersinia alsatica	98.9704	96	5.38281
S	CQDT01000005.1	CONTIG	229888	230009	240618	ACCD01000001.1	387723	387831	GCA_000173775.1	Yersinia rohdei	69.9187	96	0.0507028
S	CQDT01000005.1	CONTIG	230044	240579	240618	CABHWW010000026.1	505048	515586	GCA_902170305.1	Yersinia alsatica	98.4913	96	4.37872
S	CQDT01000006.1	CONTIG	12	14389	199190	CP032487.1	852737	867123	GCA_004124235.1	Yersinia hibernica	87.232	96	7.21823
S	CQDT01000006.1	CONTIG	14390	14494	199190	CP054044.1	26419	26523	GCA_013282745.1	Yersinia bercovieri	87.619	96	0.0527135
S	CQDT01000006.1	CONTIG	14495	19587	199190	CP032487.1	868038	873130	GCA_004124235.1	Yersinia hibernica	93.247	96	2.55686
S	CQDT01000006.1	CONTIG	19588	19710	199190	CP054044.1	31617	31739	GCA_013282745.1	Yersinia bercovieri	93.4959	96	0.0617501
S	CQDT01000006.1	CONTIG	19711	24294	199190	CP032487.1	873251	877822	GCA_004124235.1	Yersinia hibernica	89.8257	96	2.30132
S	CQDT01000006.1	CONTIG	24338	25971	199190	CP032487.1	878204	879837	GCA_004124235.1	Yersinia hibernica	93.0403	96	0.820322
S	CQDT01000006.1	CONTIG	25972	26631	199190	CP054044.1	38211	38870	GCA_013282745.1	Yersinia bercovieri	95.303	96	0.331342
S	CQDT01000006.1	CONTIG	26632	27622	199190	CP032487.1	880495	881485	GCA_004124235.1	Yersinia hibernica	94.9546	96	0.497515
S	CQDT01000006.1	CONTIG	27765	32246	199190	CP032487.1	881628	886109	GCA_004124235.1	Yersinia hibernica	94.603	96	2.25011
S	CQDT01000006.1	CONTIG	51968	60415	199190	CABHWW010000009.1	176465	184915	GCA_902170305.1	Yersinia alsatica	98.2489	96	4.24118
S	CQDT01000006.1	CONTIG	60416	60636	199190	CACVAF010000007.1	168941	169135	GCA_902726565.1	Yersinia vastinensis	85.1351	96	0.110949
S	CQDT01000006.1	CONTIG	60637	70945	199190	CABHWW010000009.1	184936	195244	GCA_902170305.1	Yersinia alsatica	99.0688	96	5.17546
S	CQDT01000006.1	CONTIG	70946	72492	199190	CABHYG010000004.1	718533	720076	GCA_902170785.1	Yersinia proxima	82.6143	96	0.776645
S	CQDT01000006.1	CONTIG	72493	72759	199190	CACVAF010000007.1	158153	158417	GCA_902726565.1	Yersinia vastinensis	82.7715	96	0.134043
S	CQDT01000006.1	CONTIG	72760	84767	199190	CABHWW010000009.1	195286	207294	GCA_902170305.1	Yersinia alsatica	98.0931	96	6.02842
S	CQDT01000006.1	CONTIG	84768	84868	199190	CABHXX010000125.1	19553	19653	GCA_902170565.1	Yersinia thracica	93.0693	96	0.0507054
S	CQDT01000006.1	CONTIG	84881	85010	199190	CP054044.1	4066426	4066555	GCA_013282745.1	Yersinia bercovieri	96.9231	96	0.0652643
S	CQDT01000006.1	CONTIG	85168	85345	199190	CP032482.1	3876793	3876970	GCA_003600645.1	Yersinia rochesterensis	88.3333	96	0.0893619
S	CQDT01000006.1	CONTIG	85394	93214	199190	CABHWW010000009.1	236604	244446	GCA_902170305.1	Yersinia alsatica	98.0507	96	3.9264
S	CQDT01000006.1	CONTIG	93216	93540	199190	CABHWW010000009.1	244721	245045	GCA_902170305.1	Yersinia alsatica	96.319	96	0.163161
S	CQDT01000006.1	CONTIG	93604	93737	199190	FR729477.2	230558	230686	GCA_000253175.1	Yersinia enterocolitica	88.0597	96	0.0672725
S	CQDT01000006.1	CONTIG	93808	100835	199190	CABHWW010000009.1	207856	214890	GCA_902170305.1	Yersinia alsatica	97.5249	96	3.52829
S	CQDT01000006.1	CONTIG	100836	113896	199190	CABHWW010000009.1	215064	228171	GCA_902170305.1	Yersinia alsatica	97.5249	96	6.55706
S	CQDT01000006.1	CONTIG	113897	121989	199190	CABHWW010000009.1	228412	236503	GCA_902170305.1	Yersinia alsatica	97.5249	96	4.06295
S	CQDT01000006.1	CONTIG	122005	122271	199190	CP054044.1	892975	893239	GCA_013282745.1	Yersinia bercovieri	89.8876	96	0.134043
S	CQDT01000006.1	CONTIG	122272	122458	199190	CABHYG010000004.1	698538	698723	GCA_902170785.1	Yersinia proxima	87.234	96	0.0938802
S	CQDT01000006.1	CONTIG	122459	122602	199190	CABHWW010000009.1	244448	244591	GCA_902170305.1	Yersinia alsatica	98.4892	96	0.0722928
S	CQDT01000006.1	CONTIG	122603	126958	199190	CABHWW010000009.1	245046	249401	GCA_902170305.1	Yersinia alsatica	98.4892	96	2.18686
S	CQDT01000006.1	CONTIG	126959	127081	199190	LR134373.1	245590	245712	GCA_900637475.1	Yersinia pseudotuberculosis	77.2358	96	0.0617501
S	CQDT01000006.1	CONTIG	127082	136574	199190	CABHWW010000009.1	249402	258894	GCA_902170305.1	Yersinia alsatica	98.0198	96	4.7658
-	CQDT01000006.1	CONTIG	136575	136688	199190	KN150731.1	1004037	1004150	GCA_000754805.1	Yersinia frederiksenii	96.4912	96	0.0572318
S	CQDT01000006.1	CONTIG	136689	141715	199190	CABHWW010000009.1	259373	264399	GCA_902170305.1	Yersinia alsatica	98.7468	96	2.52372
S	CQDT01000006.1	CONTIG	141716	141899	199190	CACVAF010000007.1	90701	90884	GCA_902726565.1	Yersinia vastinensis	89.1304	96	0.0923741
S	CQDT01000006.1	CONTIG	141900	143266	199190	CABHXX010000065.1	42742	44108	GCA_902170565.1	Yersinia thracica	95.4645	96	0.686279
S	CQDT01000006.1	CONTIG	143267	147422	199190	CQEJ01000001.1	193728	197883	GCA_001091225.1	Yersinia aldovae	98.436	96	2.08645
S	CQDT01000006.1	CONTIG	147423	148642	199190	CP043727.1	1344468	1345687	GCA_009831415.1	Yersinia canariae	98.8525	96	0.612481
S	CQDT01000006.1	CONTIG	148643	155427	199190	CABHYG010000004.1	628581	635377	GCA_902170785.1	Yersinia proxima	96.1934	96	3.4063
S	CQDT01000006.1	CONTIG	155428	169799	199190	CABHWW010000009.1	264400	278763	GCA_902170305.1	Yersinia alsatica	98.1288	96	7.21522
S	CQDT01000006.1	CONTIG	169904	176904	199190	LR134116.1	1338124	1345124	GCA_900635455.1	Yersinia intermedia	88.7338	96	3.51473
S	CQDT01000006.1	CONTIG	181505	183365	199190	LR134116.1	1351397	1353257	GCA_900635455.1	Yersinia intermedia	87.6139	96	0.934284
S	CQDT01000006.1	CONTIG	183374	183722	199190	UAVH01000006.1	841076	841423	GCA_900460465.1	Yersinia pestis	94.5714	98	0.17521
S	CQDT01000006.1	CONTIG	183723	183874	199190	LR134373.1	884180	884331	GCA_900637475.1	Yersinia pseudotuberculosis	94.0789	96	0.0763091
S	CQDT01000006.1	CONTIG	183899	199182	199190	CABHWW010000009.1	281513	296804	GCA_902170305.1	Yersinia alsatica	98.003	96	7.67308
S	CQDT01000007.1	CONTIG	59	56855	192225	CABHWW010000028.1	109800	166632	GCA_902170305.1	Yersinia alsatica	98.6138	96	29.5471
-	CQDT01000007.1	CONTIG	56856	57114	192225	KN150731.1	1791707	1791969	GCA_000754805.1	Yersinia frederiksenii	88.2576	96	0.134738
S	CQDT01000007.1	CONTIG	57115	79247	192225	CABHWW010000028.1	168936	191117	GCA_902170305.1	Yersinia alsatica	98.0007	96	11.5141
