# ANI ranges report for assembly: GCA_000010665.1
# Submitted organism: Solidesulfovibrio magneticus RS-1 (taxid = 573370, rank = no rank, lineage = Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Solidesulfovibrio)
# Submitted Organism Has Type Assembly: Yes
# Best match: Solidesulfovibrio carbinolicus (taxid = 296842, rank = species, lineage = Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Solidesulfovibrio)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	AP010904.1	CIRCULAR	103470	106059	5248049	WVUD01000007.1	129250	131845	GCA_009856865.1	Solidesulfovibrio aerotolerans	81.3195	96	0.0493517
S	AP010904.1	CIRCULAR	106375	106951	5248049	WVUD01000045.1	25237	25812	GCA_009856865.1	Solidesulfovibrio aerotolerans	88.5615	96	0.0109946
S	AP010904.1	CIRCULAR	115325	115758	5248049	WVUD01000007.1	141415	141848	GCA_009856865.1	Solidesulfovibrio aerotolerans	88.7097	96	0.00826974
S	AP010904.1	CIRCULAR	115766	116244	5248049	WVUD01000112.1	1230	1715	GCA_009856865.1	Solidesulfovibrio aerotolerans	87.3211	96	0.0091272
S	AP010904.1	CIRCULAR	120973	121175	5248049	CP026538.1	68015	68216	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.4527	96	0.0038681
S	AP010904.1	CIRCULAR	121176	121564	5248049	CP026538.1	3840976	3841364	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.4527	96	0.00741228
S	AP010904.1	CIRCULAR	126404	126974	5248049	WVUD01000120.1	126	695	GCA_009856865.1	Solidesulfovibrio aerotolerans	87.0855	96	0.0108802
S	AP010904.1	CIRCULAR	129509	129770	5248049	JNJA01000008.1	59578	59849	GCA_000702665.1	Solidesulfovibrio alcoholivorans	85.4545	96	0.00499233
S	AP010904.1	CIRCULAR	133448	133924	5248049	WVUD01000088.1	128	604	GCA_009856865.1	Solidesulfovibrio aerotolerans	92.8721	96	0.00908909
S	AP010904.1	CIRCULAR	135284	135400	5248049	WVUD01000061.1	389	505	GCA_009856865.1	Solidesulfovibrio aerotolerans	91.1227	96	0.0022294
S	AP010904.1	CIRCULAR	135401	135665	5248049	WVUD01000007.1	122316	122578	GCA_009856865.1	Solidesulfovibrio aerotolerans	91.1227	96	0.0050495
T	AP010904.1	CIRCULAR	135910	136472	5248049	CP045508.1	1465802	1466364	GCA_013376475.1	Desulfolutivibrio sulfoxidireducens	89.5204	96	0.0107278
S	AP010904.1	CIRCULAR	139213	139924	5248049	WVUD01000018.1	77104	77815	GCA_009856865.1	Solidesulfovibrio aerotolerans	85.6546	96	0.0135669
S	AP010904.1	CIRCULAR	139925	140083	5248049	CP026538.1	60779	60937	GCA_004135975.1	Solidesulfovibrio carbinolicus	79.375	96	0.0030297
T	AP010904.1	CIRCULAR	154088	158884	5248049	BAAHXA010000001.1	2275301	2280086	GCA_054657235.1	Fundidesulfovibrio butyratiphilus	89.4802	96	0.0914054
S	AP010904.1	CIRCULAR	159031	159255	5248049	AECZ01000003.1	115711	115935	GCA_000179555.1	Solidesulfovibrio fructosivorans	88.5965	96	0.00428731
S	AP010904.1	CIRCULAR	159256	159494	5248049	WVUD01000061.1	147	388	GCA_009856865.1	Solidesulfovibrio aerotolerans	90.9465	96	0.00455407
S	AP010904.1	CIRCULAR	159495	159763	5248049	CP026538.1	67606	67875	GCA_004135975.1	Solidesulfovibrio carbinolicus	89.2989	96	0.00512571
S	AP010904.1	CIRCULAR	159810	159915	5248049	CP026538.1	62741	62846	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.4528	96	0.0020198
S	AP010904.1	CIRCULAR	170004	171865	5248049	CP026538.1	63353	65218	GCA_004135975.1	Solidesulfovibrio carbinolicus	83.0037	96	0.0354799
S	AP010904.1	CIRCULAR	174335	175135	5248049	CP026538.1	59606	60402	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.1642	96	0.0152628
S	AP010904.1	CIRCULAR	176581	176888	5248049	CP026538.1	60473	60778	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.8052	96	0.00586885
S	AP010904.1	CIRCULAR	176978	180483	5248049	CP026538.1	100533	104037	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.8625	96	0.0668058
S	AP010904.1	CIRCULAR	180499	193981	5248049	CP026538.1	105233	118690	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.6653	96	0.256915
S	AP010904.1	CIRCULAR	194287	194795	5248049	CP026538.1	118980	119487	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.9216	96	0.00969884
S	AP010904.1	CIRCULAR	194984	195519	5248049	CP026538.1	119504	120039	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.9627	96	0.0102133
S	AP010904.1	CIRCULAR	195578	211210	5248049	CP026538.1	122763	138406	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.7615	96	0.297882
S	AP010904.1	CIRCULAR	211211	215427	5248049	CP026538.1	139199	143415	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.7615	96	0.0803537
S	AP010904.1	CIRCULAR	217130	227740	5248049	CP026538.1	143463	154052	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.252	96	0.202189
S	AP010904.1	CIRCULAR	228452	230276	5248049	CP026538.1	154098	155925	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.4978	96	0.0347748
S	AP010904.1	CIRCULAR	230277	231891	5248049	CP026538.1	155990	157603	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.4978	96	0.0307733
S	AP010904.1	CIRCULAR	232071	240610	5248049	CP026538.1	158437	166946	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.9876	96	0.162727
S	AP010904.1	CIRCULAR	240761	247916	5248049	CP026538.1	167050	174197	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.2156	96	0.136355
S	AP010904.1	CIRCULAR	247994	257010	5248049	CP026538.1	174198	183246	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.0983	96	0.171816
S	AP010904.1	CIRCULAR	258277	260726	5248049	CP026538.1	183573	186010	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.7028	96	0.046684
S	AP010904.1	CIRCULAR	262122	267050	5248049	CP026538.1	186228	191157	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.1951	96	0.0939206
S	AP010904.1	CIRCULAR	267125	267228	5248049	CP026538.1	191205	191309	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.1905	96	0.00198169
S	AP010904.1	CIRCULAR	267261	267361	5248049	CP026538.1	191343	191455	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.4436	96	0.00192452
S	AP010904.1	CIRCULAR	267362	268876	5248049	CP026538.1	191518	193033	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.4436	96	0.0288679
S	AP010904.1	CIRCULAR	268977	277228	5248049	CP026538.1	4347084	4355344	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.711	96	0.157239
S	AP010904.1	CIRCULAR	277229	277776	5248049	CP026538.1	4346411	4346957	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.711	96	0.010442
S	AP010904.1	CIRCULAR	277881	278066	5248049	CP026538.1	3850155	3850340	GCA_004135975.1	Solidesulfovibrio carbinolicus	83.1579	96	0.00354417
S	AP010904.1	CIRCULAR	278146	295811	5248049	CP026538.1	4327436	4345088	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.5467	96	0.33662
S	AP010904.1	CIRCULAR	295900	321044	5248049	CP026538.1	4300946	4326018	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.0783	96	0.47913
S	AP010904.1	CIRCULAR	321123	332666	5248049	CP026538.1	4289365	4300906	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.8337	96	0.219967
S	AP010904.1	CIRCULAR	332718	336384	5248049	CP026538.1	4283871	4287537	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.6155	96	0.0698736
S	AP010904.1	CIRCULAR	336385	344376	5248049	CP026538.1	4274730	4282714	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.6155	96	0.152285
S	AP010904.1	CIRCULAR	359289	370081	5248049	CP026538.1	4261054	4271841	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.2065	96	0.205657
S	AP010904.1	CIRCULAR	370091	372971	5248049	CP026538.1	4258120	4260999	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.3287	96	0.0548966
S	AP010904.1	CIRCULAR	373251	389864	5248049	CP026538.1	4241524	4258105	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.7169	96	0.316575
S	AP010904.1	CIRCULAR	389982	390615	5248049	CP026538.1	4240736	4241369	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.3754	96	0.0120807
S	AP010904.1	CIRCULAR	390624	396186	5248049	CP026538.1	4235166	4240727	GCA_004135975.1	Solidesulfovibrio carbinolicus	99.1917	96	0.106001
S	AP010904.1	CIRCULAR	397810	408298	5248049	CP026538.1	4224493	4234986	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.1639	96	0.199865
S	AP010904.1	CIRCULAR	408378	414541	5248049	CP026538.1	4218293	4224474	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.7377	96	0.117453
S	AP010904.1	CIRCULAR	414555	422779	5248049	CP026538.1	4209962	4218182	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.4759	96	0.156725
S	AP010904.1	CIRCULAR	422870	435285	5248049	CP026538.1	4197408	4209840	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.9351	96	0.236583
S	AP010904.1	CIRCULAR	437286	437904	5248049	CP026538.1	4196280	4196901	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.2692	96	0.0117949
S	AP010904.1	CIRCULAR	437975	439585	5248049	CP026538.1	4194644	4196250	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.0298	96	0.0306971
S	AP010904.1	CIRCULAR	439596	441245	5248049	CP026538.1	4192947	4194579	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.5521	96	0.0314403
S	AP010904.1	CIRCULAR	441387	444553	5248049	CP026538.1	4189818	4192946	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.8245	96	0.0603462
S	AP010904.1	CIRCULAR	445564	452867	5248049	CP026538.1	4181727	4189031	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.513	96	0.139176
S	AP010904.1	CIRCULAR	453263	453912	5248049	CP026538.1	4189032	4189681	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.5385	96	0.0123856
S	AP010904.1	CIRCULAR	454421	463949	5248049	CP026538.1	4171996	4181512	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.6061	96	0.181572
S	AP010904.1	CIRCULAR	464025	469446	5248049	CP026538.1	4166571	4171995	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.6476	96	0.103315
S	AP010904.1	CIRCULAR	469447	472076	5248049	CP026538.1	4163843	4166468	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.6476	96	0.0501139
S	AP010904.1	CIRCULAR	472834	494713	5248049	CP026538.1	4141218	4163104	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.3948	96	0.416917
S	AP010904.1	CIRCULAR	494960	500571	5248049	CP026538.1	4135529	4141127	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.2908	96	0.106935
S	AP010904.1	CIRCULAR	500572	501261	5248049	CP026538.1	4134736	4135425	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.2908	96	0.0131477
S	AP010904.1	CIRCULAR	501262	506773	5248049	CP026538.1	4129091	4134602	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.2908	96	0.10503
S	AP010904.1	CIRCULAR	509822	515493	5248049	CP026538.1	4121530	4127173	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.1119	96	0.108078
S	AP010904.1	CIRCULAR	515614	521771	5248049	CP026538.1	4115236	4121407	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.7367	96	0.117339
S	AP010904.1	CIRCULAR	522035	525148	5248049	CP026538.1	4111256	4114364	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.9615	96	0.0593363
S	AP010904.1	CIRCULAR	525149	525528	5248049	WVUD01000004.1	147139	147518	GCA_009856865.1	Solidesulfovibrio aerotolerans	72.6562	96	0.00724079
S	AP010904.1	CIRCULAR	525529	526372	5248049	CP026538.1	4110385	4111228	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.1361	96	0.0160822
S	AP010904.1	CIRCULAR	526479	528412	5248049	CP026538.1	4108451	4110384	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.9194	96	0.0368518
S	AP010904.1	CIRCULAR	528807	529376	5248049	CP026538.1	4107575	4108144	GCA_004135975.1	Solidesulfovibrio carbinolicus	90.8772	96	0.0108612
S	AP010904.1	CIRCULAR	529497	530425	5248049	CP026538.1	4106618	4107552	GCA_004135975.1	Solidesulfovibrio carbinolicus	89.8613	96	0.0177018
S	AP010904.1	CIRCULAR	530437	532694	5248049	CP026538.1	4103806	4106049	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.2629	96	0.0430255
S	AP010904.1	CIRCULAR	533774	547034	5248049	CP026538.1	4090446	4103699	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.4956	96	0.252684
S	AP010904.1	CIRCULAR	547209	567896	5248049	CP026538.1	4069548	4090204	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.3546	96	0.394204
S	AP010904.1	CIRCULAR	568039	570148	5248049	CP026538.1	4067402	4069500	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.6311	96	0.0402054
S	AP010904.1	CIRCULAR	570631	576461	5248049	CP026538.1	4061265	4067148	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.6354	96	0.111108
S	AP010904.1	CIRCULAR	576502	578367	5248049	CP026538.1	4059028	4060893	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.6792	96	0.0355561
S	AP010904.1	CIRCULAR	578450	581444	5248049	CP026538.1	4053798	4056792	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.4286	96	0.0570688
S	AP010904.1	CIRCULAR	582242	592109	5248049	CP026538.1	4043855	4053717	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.5088	96	0.188032
S	AP010904.1	CIRCULAR	592162	600287	5248049	CP026538.1	4034014	4042149	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.4885	96	0.154838
S	AP010904.1	CIRCULAR	602436	611133	5248049	CP026538.1	4022433	4031133	GCA_004135975.1	Solidesulfovibrio carbinolicus	98.1384	96	0.165738
S	AP010904.1	CIRCULAR	611461	614886	5248049	CP026538.1	4018861	4022299	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.5603	96	0.0652814
S	AP010904.1	CIRCULAR	615076	616834	5248049	CP026538.1	4016949	4018707	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.1109	96	0.0335172
S	AP010904.1	CIRCULAR	617023	617319	5248049	WVUD01000017.1	11992	12288	GCA_009856865.1	Solidesulfovibrio aerotolerans	73	96	0.00565925
T	AP010904.1	CIRCULAR	617349	617534	5248049	CP045508.1	290598	290783	GCA_013376475.1	Desulfolutivibrio sulfoxidireducens	86.5591	96	0.00354417
S	AP010904.1	CIRCULAR	617565	617729	5248049	CM001368.1	776073	776237	GCA_000177215.2	Solidesulfovibrio carbinoliphilus	72.2892	96	0.00314403
S	AP010904.1	CIRCULAR	617737	617882	5248049	WVUD01000017.1	11429	11574	GCA_009856865.1	Solidesulfovibrio aerotolerans	67.5676	96	0.00278199
T	AP010904.1	CIRCULAR	617883	618015	5248049	JAKZKX010000006.1	144958	145090	GCA_022808715.1	Fundidesulfovibrio agrisoli	68.6567	96	0.00253428
S	AP010904.1	CIRCULAR	619098	619747	5248049	CP026538.1	4016299	4016948	GCA_004135975.1	Solidesulfovibrio carbinolicus	97.8462	96	0.0123856
S	AP010904.1	CIRCULAR	620905	621106	5248049	CP026538.1	4016098	4016298	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.0495	96	0.00384905
S	AP010904.1	CIRCULAR	622376	627683	5248049	CP026538.1	4010774	4016081	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.6342	96	0.101142
S	AP010904.1	CIRCULAR	627824	631166	5248049	CP026538.1	4007450	4010773	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.0559	96	0.0636999
S	AP010904.1	CIRCULAR	631190	635463	5248049	CP026538.1	4001274	4005543	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.0711	96	0.0814398
S	AP010904.1	CIRCULAR	635543	636358	5248049	CP026538.1	4000424	4001239	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.8529	96	0.0155486
S	AP010904.1	CIRCULAR	636555	642281	5248049	CP026538.1	3990797	3996499	GCA_004135975.1	Solidesulfovibrio carbinolicus	90.0992	96	0.109126
S	AP010904.1	CIRCULAR	642676	644331	5248049	WVUD01000020.1	34691	36348	GCA_009856865.1	Solidesulfovibrio aerotolerans	86.8421	96	0.0315546
S	AP010904.1	CIRCULAR	644345	645746	5248049	JNJA01000001.1	647613	649012	GCA_000702665.1	Solidesulfovibrio alcoholivorans	83.0269	96	0.0267147
S	AP010904.1	CIRCULAR	645777	647026	5248049	JNJA01000001.1	649130	650379	GCA_000702665.1	Solidesulfovibrio alcoholivorans	83.4796	96	0.0238184
T	AP010904.1	CIRCULAR	647218	647350	5248049	AP042411.1	3229327	3229459	GCA_055390965.1	Desulfocurvus thunnarius	79.6992	96	0.00253428
T	AP010904.1	CIRCULAR	647351	647466	5248049	BAAHXA010000002.1	630888	631003	GCA_054657235.1	Fundidesulfovibrio butyratiphilus	70.339	96	0.00221035
T	AP010904.1	CIRCULAR	647467	649642	5248049	AP042411.1	3229576	3231750	GCA_055390965.1	Desulfocurvus thunnarius	77.4807	96	0.041463
T	AP010904.1	CIRCULAR	649795	650501	5248049	CP045504.1	530201	530908	GCA_013376455.1	Desulfolutivibrio sulfodismutans	83.3568	96	0.0134717
S	AP010904.1	CIRCULAR	650787	655563	5248049	CP026538.1	3984025	3988801	GCA_004135975.1	Solidesulfovibrio carbinolicus	97.2164	96	0.0910243
S	AP010904.1	CIRCULAR	656263	662431	5248049	CP026538.1	3977292	3983460	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.6288	96	0.117548
S	AP010904.1	CIRCULAR	662551	663843	5248049	CP026538.1	3975986	3977279	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.2906	96	0.0246377
S	AP010904.1	CIRCULAR	664675	665406	5248049	CP026538.1	3975234	3975967	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.2925	96	0.013948
S	AP010904.1	CIRCULAR	666214	683301	5248049	CP026538.1	3957518	3974599	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.7474	96	0.325607
S	AP010904.1	CIRCULAR	683674	686757	5248049	CP026538.1	3952072	3955162	GCA_004135975.1	Solidesulfovibrio carbinolicus	90.1028	96	0.0587647
S	AP010904.1	CIRCULAR	687498	689717	5248049	CP026538.1	3949122	3951338	GCA_004135975.1	Solidesulfovibrio carbinolicus	87.7515	96	0.0423014
S	AP010904.1	CIRCULAR	689835	692786	5248049	CP026538.1	3943554	3946506	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.022	96	0.0562495
T	AP010904.1	CIRCULAR	692787	692886	5248049	VRYY01000310.1	2450	2550	GCA_015731765.1	Nitratidesulfovibrio oxamicus	96.0396	96	0.00190547
S	AP010904.1	CIRCULAR	695911	697718	5248049	CP026538.1	3935456	3937263	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.2737	96	0.0344509
S	AP010904.1	CIRCULAR	697731	710282	5248049	CP026538.1	3922739	3935306	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.4118	96	0.239175
S	AP010904.1	CIRCULAR	710337	710777	5248049	CP026538.1	3922287	3922726	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.8552	96	0.00840312
S	AP010904.1	CIRCULAR	711681	711990	5248049	CP026538.1	3921977	3922286	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.6129	96	0.00590696
S	AP010904.1	CIRCULAR	712118	712442	5248049	CP026538.1	3921381	3921705	GCA_004135975.1	Solidesulfovibrio carbinolicus	89.8773	96	0.00619278
S	AP010904.1	CIRCULAR	712570	718086	5248049	CP026538.1	3915591	3921109	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.5846	96	0.105125
S	AP010904.1	CIRCULAR	718217	721782	5248049	CP026538.1	3910717	3914283	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.6087	96	0.0679491
S	AP010904.1	CIRCULAR	722413	722919	5248049	CP026538.1	3909383	3909891	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.7266	96	0.00966073
S	AP010904.1	CIRCULAR	723073	733208	5248049	CP026538.1	3899082	3909224	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.254	96	0.193138
S	AP010904.1	CIRCULAR	733374	736214	5248049	CP026538.1	3896093	3898937	GCA_004135975.1	Solidesulfovibrio carbinolicus	96.4851	96	0.0541344
S	AP010904.1	CIRCULAR	738773	745097	5248049	CP026538.1	3889053	3895366	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.0071	96	0.120521
S	AP010904.1	CIRCULAR	745296	749932	5248049	CP026538.1	3884431	3889052	GCA_004135975.1	Solidesulfovibrio carbinolicus	95.3203	96	0.0883566
S	AP010904.1	CIRCULAR	750215	756152	5248049	CP026538.1	3878237	3884172	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.1776	96	0.113147
S	AP010904.1	CIRCULAR	763928	766982	5248049	CP026538.1	3865616	3868680	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.9465	96	0.0582121
S	AP010904.1	CIRCULAR	767069	770286	5248049	CP026538.1	3862314	3865527	GCA_004135975.1	Solidesulfovibrio carbinolicus	93.9244	96	0.061318
S	AP010904.1	CIRCULAR	770342	770487	5248049	CP026538.1	3862155	3862298	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.3332	96	0.00278199
S	AP010904.1	CIRCULAR	770488	771634	5248049	CP026538.1	4282719	4283865	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.3332	96	0.0218557
S	AP010904.1	CIRCULAR	771635	777909	5248049	CP026538.1	3854718	3861002	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.3332	96	0.119568
S	AP010904.1	CIRCULAR	777959	782223	5248049	CP026538.1	3850341	3854604	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.1411	96	0.0812683
S	AP010904.1	CIRCULAR	782226	782385	5248049	CP026538.1	3849996	3850154	GCA_004135975.1	Solidesulfovibrio carbinolicus	92.5	96	0.00304875
S	AP010904.1	CIRCULAR	782387	783786	5248049	CP026538.1	3848509	3849910	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.5769	96	0.0266766
S	AP010904.1	CIRCULAR	783787	788497	5248049	CP026538.1	3843696	3848405	GCA_004135975.1	Solidesulfovibrio carbinolicus	94.5769	96	0.0897667
S	AP010904.1	CIRCULAR	790047	791531	5248049	CP026538.1	3842180	3843664	GCA_004135975.1	Solidesulfovibrio carbinolicus	91.9571	96	0.0282962
