# Assembly name:  ASM199706v1
# Organism name:  Escherichia coli ATCC 8739 (E. coli)
# Infraspecific name:  strain=ATCC 8739
# Taxid:          481805
# BioSample:      SAMN05721769
# BioProject:     PRJNA341407
# Submitter:      California Department of Public Health
# Date:           2017-02-13
# Assembly type:  na
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    MTFT01
# Assembly method: CLCbio Genomic Workbench v. 8.0.2
# Genome coverage: 86x
# Sequencing technology: Illumina MiSeq
# GenBank assembly accession: GCA_001997065.1
# RefSeq assembly accession: GCF_001997065.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_001997085.1	GCF_001997085.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig67	unplaced-scaffold	na	na	MTFT01000067.1	=	NZ_MTFT01000067.1	Primary Assembly	236	na
contig68	unplaced-scaffold	na	na	MTFT01000068.1	=	NZ_MTFT01000068.1	Primary Assembly	27949	na
contig69	unplaced-scaffold	na	na	MTFT01000069.1	=	NZ_MTFT01000069.1	Primary Assembly	1895	na
contig70	unplaced-scaffold	na	na	MTFT01000070.1	=	NZ_MTFT01000070.1	Primary Assembly	5093	na
contig71	unplaced-scaffold	na	na	MTFT01000071.1	=	NZ_MTFT01000071.1	Primary Assembly	2360	na
contig72	unplaced-scaffold	na	na	MTFT01000072.1	=	NZ_MTFT01000072.1	Primary Assembly	1603	na
contig73	unplaced-scaffold	na	na	MTFT01000073.1	=	NZ_MTFT01000073.1	Primary Assembly	2273	na
contig74	unplaced-scaffold	na	na	MTFT01000074.1	=	NZ_MTFT01000074.1	Primary Assembly	7012	na
contig75	unplaced-scaffold	na	na	MTFT01000075.1	=	NZ_MTFT01000075.1	Primary Assembly	365	na
contig76	unplaced-scaffold	na	na	MTFT01000076.1	=	NZ_MTFT01000076.1	Primary Assembly	884	na
contig77	unplaced-scaffold	na	na	MTFT01000077.1	=	NZ_MTFT01000077.1	Primary Assembly	4182	na
contig78	unplaced-scaffold	na	na	MTFT01000078.1	=	NZ_MTFT01000078.1	Primary Assembly	200	na
contig79	unplaced-scaffold	na	na	MTFT01000079.1	=	NZ_MTFT01000079.1	Primary Assembly	3046	na
contig80	unplaced-scaffold	na	na	MTFT01000080.1	=	NZ_MTFT01000080.1	Primary Assembly	257	na
contig81	unplaced-scaffold	na	na	MTFT01000081.1	=	NZ_MTFT01000081.1	Primary Assembly	882	na
contig82	unplaced-scaffold	na	na	MTFT01000082.1	=	NZ_MTFT01000082.1	Primary Assembly	295	na
contig83	unplaced-scaffold	na	na	MTFT01000083.1	=	NZ_MTFT01000083.1	Primary Assembly	1221	na
contig84	unplaced-scaffold	na	na	MTFT01000084.1	=	NZ_MTFT01000084.1	Primary Assembly	818	na
contig85	unplaced-scaffold	na	na	MTFT01000085.1	=	NZ_MTFT01000085.1	Primary Assembly	1236	na
contig86	unplaced-scaffold	na	na	MTFT01000086.1	=	NZ_MTFT01000086.1	Primary Assembly	219	na
contig87	unplaced-scaffold	na	na	MTFT01000087.1	=	NZ_MTFT01000087.1	Primary Assembly	1857	na
contig88	unplaced-scaffold	na	na	MTFT01000088.1	=	NZ_MTFT01000088.1	Primary Assembly	220	na
contig89	unplaced-scaffold	na	na	MTFT01000089.1	=	NZ_MTFT01000089.1	Primary Assembly	386	na
contig90	unplaced-scaffold	na	na	MTFT01000090.1	=	NZ_MTFT01000090.1	Primary Assembly	526	na
contig91	unplaced-scaffold	na	na	MTFT01000091.1	=	NZ_MTFT01000091.1	Primary Assembly	381	na
contig92	unplaced-scaffold	na	na	MTFT01000092.1	=	NZ_MTFT01000092.1	Primary Assembly	317	na
contig93	unplaced-scaffold	na	na	MTFT01000093.1	=	NZ_MTFT01000093.1	Primary Assembly	332	na
contig94	unplaced-scaffold	na	na	MTFT01000094.1	=	NZ_MTFT01000094.1	Primary Assembly	227	na
contig95	unplaced-scaffold	na	na	MTFT01000095.1	=	NZ_MTFT01000095.1	Primary Assembly	325	na
contig96	unplaced-scaffold	na	na	MTFT01000096.1	=	NZ_MTFT01000096.1	Primary Assembly	368	na
contig97	unplaced-scaffold	na	na	MTFT01000097.1	=	NZ_MTFT01000097.1	Primary Assembly	220	na
contig98	unplaced-scaffold	na	na	MTFT01000098.1	=	NZ_MTFT01000098.1	Primary Assembly	215	na
contig99	unplaced-scaffold	na	na	MTFT01000099.1	=	NZ_MTFT01000099.1	Primary Assembly	668	na
