# ANI ranges report for assembly: GCA_000009825.1
# Submitted organism: Shouchella clausii KSM-K16 (taxid = 66692, rank = no rank, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Shouchella)
# Submitted Organism Has Type Assembly: Yes
# Best match: Shouchella clausii (taxid = 79880, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillaceae; Shouchella)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
S	AP006627.1	CIRCULAR	148295	148401	4303871	JAODPB010000012.1	557	663	GCA_025770735.1	Shouchella tritolerans	79.0909	96	0.00248613
-	AP006627.1	CIRCULAR	148402	148590	4303871	CP140150.1	95837	96020	GCA_034479305.1	Shouchella clausii	87.0712	95.5	0.0043914
-	AP006627.1	CIRCULAR	148591	148779	4303871	CP140150.1	4462195	4462382	GCA_034479305.1	Shouchella clausii	87.0712	95.5	0.0043914
-	AP006627.1	CIRCULAR	148838	173599	4303871	CP140150.1	96219	121004	GCA_034479305.1	Shouchella clausii	97.4933	95.5	0.575343
-	AP006627.1	CIRCULAR	173600	202795	4303871	CP140150.1	121059	150261	GCA_034479305.1	Shouchella clausii	97.4933	95.5	0.678366
-	AP006627.1	CIRCULAR	205525	211178	4303871	CP140150.1	151248	156894	GCA_034479305.1	Shouchella clausii	93.6738	95.5	0.13137
-	AP006627.1	CIRCULAR	215364	219682	4303871	CP140150.1	165345	169662	GCA_034479305.1	Shouchella clausii	96.8959	95.5	0.100352
-	AP006627.1	CIRCULAR	219683	219836	4303871	CP140150.1	1726	1881	GCA_034479305.1	Shouchella clausii	96.8959	95.5	0.00357817
-	AP006627.1	CIRCULAR	219972	223088	4303871	CP140150.1	169826	172943	GCA_034479305.1	Shouchella clausii	98.5684	95.5	0.0724232
-	AP006627.1	CIRCULAR	223089	223248	4303871	CP140150.1	5137	5296	GCA_034479305.1	Shouchella clausii	98.5684	95.5	0.00371758
S	AP006627.1	CIRCULAR	223249	223353	4303871	JAODPB010000016.1	345	451	GCA_025770735.1	Shouchella tritolerans	96.2617	96	0.00243966
-	AP006627.1	CIRCULAR	223354	223672	4303871	CP140150.1	173151	173470	GCA_034479305.1	Shouchella clausii	98.4375	95.5	0.00741193
-	AP006627.1	CIRCULAR	224083	225299	4303871	CP140150.1	173979	175195	GCA_034479305.1	Shouchella clausii	95.5738	95.5	0.0282769
-	AP006627.1	CIRCULAR	226673	227247	4303871	CP140150.1	175294	175867	GCA_034479305.1	Shouchella clausii	96	95.5	0.0133601
S	AP006627.1	CIRCULAR	227343	227453	4303871	JAODPB010000003.1	3809	3919	GCA_025770735.1	Shouchella tritolerans	97.2973	96	0.00257907
-	AP006627.1	CIRCULAR	227454	231984	4303871	CP140150.1	175868	180408	GCA_034479305.1	Shouchella clausii	96.897	95.5	0.105277
-	AP006627.1	CIRCULAR	232317	235045	4303871	CP140150.1	185798	188526	GCA_034479305.1	Shouchella clausii	97.2884	95.5	0.063408
S	AP006627.1	CIRCULAR	235046	243506	4303871	JAODPB010000003.1	14153	22638	GCA_025770735.1	Shouchella tritolerans	92.0691	96	0.19659
S	AP006627.1	CIRCULAR	258541	258716	4303871	JAODPB010000003.1	23476	23655	GCA_025770735.1	Shouchella tritolerans	83.3333	96	0.00408934
-	AP006627.1	CIRCULAR	258717	263402	4303871	CP140150.1	189187	193837	GCA_034479305.1	Shouchella clausii	95.3077	95.5	0.108879
-	AP006627.1	CIRCULAR	263403	269157	4303871	CP140150.1	193905	199643	GCA_034479305.1	Shouchella clausii	95.3077	95.5	0.133717
-	AP006627.1	CIRCULAR	269168	270388	4303871	CP140150.1	753019	754240	GCA_034479305.1	Shouchella clausii	93.8921	95.5	0.0283698
-	AP006627.1	CIRCULAR	270389	270703	4303871	CP140150.1	4061805	4062119	GCA_034479305.1	Shouchella clausii	93.8921	95.5	0.00731899
-	AP006627.1	CIRCULAR	270720	273031	4303871	CP140150.1	199645	201954	GCA_034479305.1	Shouchella clausii	97.7509	95.5	0.0537191
-	AP006627.1	CIRCULAR	273086	292647	4303871	CP140150.1	213855	233451	GCA_034479305.1	Shouchella clausii	96.3505	95.5	0.454521
-	AP006627.1	CIRCULAR	292659	293860	4303871	CP140150.1	233557	234758	GCA_034479305.1	Shouchella clausii	95.8437	95.5	0.0279283
-	AP006627.1	CIRCULAR	293947	309549	4303871	CP140150.1	234839	250455	GCA_034479305.1	Shouchella clausii	94.5389	95.5	0.362534
-	AP006627.1	CIRCULAR	309615	311505	4303871	CP140150.1	250484	252372	GCA_034479305.1	Shouchella clausii	94.6089	95.5	0.0439372
-	AP006627.1	CIRCULAR	311526	321477	4303871	CP140150.1	256178	266070	GCA_034479305.1	Shouchella clausii	94.7712	95.5	0.231234
S	AP006627.1	CIRCULAR	321546	321829	4303871	JAODPB010000003.1	109343	109633	GCA_025770735.1	Shouchella tritolerans	75	96	0.00659871
-	AP006627.1	CIRCULAR	321830	322597	4303871	CP140150.1	266105	266869	GCA_034479305.1	Shouchella clausii	95.4427	95.5	0.0178444
-	AP006627.1	CIRCULAR	325054	349289	4303871	CP140150.1	267045	291273	GCA_034479305.1	Shouchella clausii	93.9149	95.5	0.563121
-	AP006627.1	CIRCULAR	349409	351745	4303871	CP140150.1	291377	293712	GCA_034479305.1	Shouchella clausii	90.466	95.5	0.0543
-	AP006627.1	CIRCULAR	351746	353125	4303871	CP140150.1	293776	295149	GCA_034479305.1	Shouchella clausii	90.466	95.5	0.0320642
-	AP006627.1	CIRCULAR	353210	358857	4303871	CP140150.1	297195	302844	GCA_034479305.1	Shouchella clausii	93.7202	95.5	0.131231
-	AP006627.1	CIRCULAR	358909	362723	4303871	CP140150.1	302936	306750	GCA_034479305.1	Shouchella clausii	95.2319	95.5	0.0886411
-	AP006627.1	CIRCULAR	362801	372736	4303871	CP140150.1	306887	316813	GCA_034479305.1	Shouchella clausii	95.6002	95.5	0.230862
-	AP006627.1	CIRCULAR	373468	377989	4303871	CP140150.1	322740	327259	GCA_034479305.1	Shouchella clausii	95.3128	95.5	0.105068
-	AP006627.1	CIRCULAR	378332	380540	4303871	CP140150.1	327614	329830	GCA_034479305.1	Shouchella clausii	94.3294	95.5	0.0513259
-	AP006627.1	CIRCULAR	382213	394861	4303871	CP140150.1	330656	343300	GCA_034479305.1	Shouchella clausii	94.756	95.5	0.293898
-	AP006627.1	CIRCULAR	394867	424066	4303871	CP140150.1	343441	372610	GCA_034479305.1	Shouchella clausii	94.655	95.5	0.678459
-	AP006627.1	CIRCULAR	424156	433918	4303871	CP140150.1	372617	382370	GCA_034479305.1	Shouchella clausii	96.2428	95.5	0.226842
-	AP006627.1	CIRCULAR	435090	435912	4303871	CP140150.1	382871	383693	GCA_034479305.1	Shouchella clausii	98.0559	95.5	0.0191223
-	AP006627.1	CIRCULAR	436083	436200	4303871	CP140150.1	382374	382493	GCA_034479305.1	Shouchella clausii	95.8333	95.5	0.00274172
-	AP006627.1	CIRCULAR	436362	461648	4303871	CP140150.1	383695	409020	GCA_034479305.1	Shouchella clausii	95.205	95.5	0.587541
S	AP006627.1	CIRCULAR	461727	462764	4303871	KV917377.1	579761	580793	GCA_002019705.1	Shouchella patagoniensis	84.9328	96	0.0241178
-	AP006627.1	CIRCULAR	463234	465740	4303871	CP140150.1	411192	413695	GCA_034479305.1	Shouchella clausii	95.0937	95.5	0.0582499
-	AP006627.1	CIRCULAR	465757	477283	4303871	CP140150.1	413772	425311	GCA_034479305.1	Shouchella clausii	97.042	95.5	0.267829
-	AP006627.1	CIRCULAR	477296	480995	4303871	CP140150.1	426003	429700	GCA_034479305.1	Shouchella clausii	90.9213	95.5	0.0859691
-	AP006627.1	CIRCULAR	481947	483380	4303871	CP140150.1	429861	431297	GCA_034479305.1	Shouchella clausii	93.8108	95.5	0.0333188
-	AP006627.1	CIRCULAR	483474	495927	4303871	CP140150.1	431380	443868	GCA_034479305.1	Shouchella clausii	96.5506	95.5	0.289367
-	AP006627.1	CIRCULAR	495958	513488	4303871	CP140150.1	443976	461492	GCA_034479305.1	Shouchella clausii	95.8175	95.5	0.407331
S	AP006627.1	CIRCULAR	513548	513763	4303871	JAODPB010000003.1	303267	303484	GCA_025770735.1	Shouchella tritolerans	96.3303	96	0.00501874
-	AP006627.1	CIRCULAR	513944	515654	4303871	CP140150.1	461840	463550	GCA_034479305.1	Shouchella clausii	96.091	95.5	0.0397549
S	AP006627.1	CIRCULAR	515655	515936	4303871	JAODPB010000003.1	305216	305497	GCA_025770735.1	Shouchella tritolerans	95.3901	96	0.00655224
-	AP006627.1	CIRCULAR	515940	517910	4303871	CP140150.1	3861873	3863843	GCA_034479305.1	Shouchella clausii	95.7849	95.5	0.045796
-	AP006627.1	CIRCULAR	517911	525989	4303871	CP140150.1	466711	474782	GCA_034479305.1	Shouchella clausii	95.7849	95.5	0.187715
-	AP006627.1	CIRCULAR	530404	532412	4303871	CP140150.1	474881	476888	GCA_034479305.1	Shouchella clausii	92.9886	95.5	0.0466789
-	AP006627.1	CIRCULAR	532598	533081	4303871	CP140150.1	477152	477632	GCA_034479305.1	Shouchella clausii	90.2893	95.5	0.0112457
-	AP006627.1	CIRCULAR	533085	540471	4303871	CP140150.1	478633	486020	GCA_034479305.1	Shouchella clausii	93.7661	95.5	0.171636
-	AP006627.1	CIRCULAR	540598	541155	4303871	CP140150.1	487959	488521	GCA_034479305.1	Shouchella clausii	91.1504	95.5	0.0129651
-	AP006627.1	CIRCULAR	541235	541804	4303871	CP140150.1	488536	489104	GCA_034479305.1	Shouchella clausii	95.0963	95.5	0.0132439
-	AP006627.1	CIRCULAR	541955	542550	4303871	CP140150.1	507901	508497	GCA_034479305.1	Shouchella clausii	95.8124	95.5	0.013848
-	AP006627.1	CIRCULAR	542552	551565	4303871	CP140150.1	510383	519414	GCA_034479305.1	Shouchella clausii	95.2476	95.5	0.209439
-	AP006627.1	CIRCULAR	551566	552193	4303871	CP140150.1	520950	521615	GCA_034479305.1	Shouchella clausii	95.2476	95.5	0.0145915
-	AP006627.1	CIRCULAR	552194	563900	4303871	CP140150.1	521794	533521	GCA_034479305.1	Shouchella clausii	95.2476	95.5	0.272011
-	AP006627.1	CIRCULAR	564010	566162	4303871	CP140150.1	533547	535699	GCA_034479305.1	Shouchella clausii	90.2597	95.5	0.0500247
S	AP006627.1	CIRCULAR	566293	566608	4303871	JAODPB010000003.1	394822	395125	GCA_025770735.1	Shouchella tritolerans	85.443	96	0.00734223
-	AP006627.1	CIRCULAR	566609	571153	4303871	CP140150.1	535890	540475	GCA_034479305.1	Shouchella clausii	89.5023	95.5	0.105603
-	AP006627.1	CIRCULAR	571174	574919	4303871	CP140150.1	540532	544278	GCA_034479305.1	Shouchella clausii	93.28	95.5	0.0870379
-	AP006627.1	CIRCULAR	574951	591230	4303871	CP140150.1	545649	561876	GCA_034479305.1	Shouchella clausii	93.4176	95.5	0.378264
S	AP006627.1	CIRCULAR	591231	591623	4303871	JAODPB010000003.1	443035	443432	GCA_025770735.1	Shouchella tritolerans	82.8358	96	0.00913131
-	AP006627.1	CIRCULAR	591624	598196	4303871	CP140150.1	562151	568727	GCA_034479305.1	Shouchella clausii	96.0061	95.5	0.152723
-	AP006627.1	CIRCULAR	599960	615153	4303871	CP140150.1	573996	589215	GCA_034479305.1	Shouchella clausii	96.3026	95.5	0.353031
-	AP006627.1	CIRCULAR	615157	615427	4303871	CP140150.1	589343	589611	GCA_034479305.1	Shouchella clausii	94.8339	95.5	0.00629666
-	AP006627.1	CIRCULAR	615512	645160	4303871	CP140150.1	589612	619297	GCA_034479305.1	Shouchella clausii	94.9598	95.5	0.688891
S	AP006627.1	CIRCULAR	645161	645304	4303871	JAODPB010000003.1	499538	499696	GCA_025770735.1	Shouchella tritolerans	69.375	96	0.00334583
-	AP006627.1	CIRCULAR	645305	659273	4303871	CP140150.1	619301	633354	GCA_034479305.1	Shouchella clausii	93.0558	95.5	0.324568
-	AP006627.1	CIRCULAR	659333	660879	4303871	CP140150.1	633480	635025	GCA_034479305.1	Shouchella clausii	94.3798	95.5	0.0359444
-	AP006627.1	CIRCULAR	668036	688483	4303871	CP140150.1	635169	655625	GCA_034479305.1	Shouchella clausii	95.2946	95.5	0.475107
-	AP006627.1	CIRCULAR	688654	696203	4303871	CP140150.1	655891	663438	GCA_034479305.1	Shouchella clausii	94.2201	95.5	0.175423
-	AP006627.1	CIRCULAR	696370	697784	4303871	CP140150.1	663593	665028	GCA_034479305.1	Shouchella clausii	94.0485	95.5	0.0328774
-	AP006627.1	CIRCULAR	697785	698486	4303871	CP140150.1	1851852	1852553	GCA_034479305.1	Shouchella clausii	94.0485	95.5	0.0163109
-	AP006627.1	CIRCULAR	698487	705696	4303871	CP140150.1	665030	672237	GCA_034479305.1	Shouchella clausii	94.0485	95.5	0.167524
S	AP006627.1	CIRCULAR	705697	706277	4303871	JAODPB010000003.1	554319	554905	GCA_025770735.1	Shouchella tritolerans	86.2712	96	0.0134995
-	AP006627.1	CIRCULAR	706384	707138	4303871	CP140150.1	672759	673517	GCA_034479305.1	Shouchella clausii	87.156	95.5	0.0175423
-	AP006627.1	CIRCULAR	707356	710000	4303871	CP140150.1	673718	676364	GCA_034479305.1	Shouchella clausii	94.0844	95.5	0.0614563
-	AP006627.1	CIRCULAR	710087	712958	4303871	CP140150.1	676441	679313	GCA_034479305.1	Shouchella clausii	92.5887	95.5	0.0667306
-	AP006627.1	CIRCULAR	713722	726590	4303871	CP140150.1	679320	692211	GCA_034479305.1	Shouchella clausii	94.1692	95.5	0.29901
-	AP006627.1	CIRCULAR	730576	732737	4303871	CP140150.1	693313	695474	GCA_034479305.1	Shouchella clausii	95.3747	95.5	0.0502338
-	AP006627.1	CIRCULAR	732912	745890	4303871	CP140150.1	695475	708450	GCA_034479305.1	Shouchella clausii	96.4272	95.5	0.301566
S	AP006627.1	CIRCULAR	745891	746536	4303871	JAODPB010000003.1	606211	606857	GCA_025770735.1	Shouchella tritolerans	96.4506	96	0.0150097
-	AP006627.1	CIRCULAR	746537	751226	4303871	CP140150.1	708458	713149	GCA_034479305.1	Shouchella clausii	96.7527	95.5	0.108972
-	AP006627.1	CIRCULAR	751227	765980	4303871	CP140150.1	713264	728054	GCA_034479305.1	Shouchella clausii	96.7527	95.5	0.342808
S	AP006627.1	CIRCULAR	768207	768833	4303871	JAODPB010000003.1	627898	628507	GCA_025770735.1	Shouchella tritolerans	84.466	96	0.0145683
S	AP006627.1	CIRCULAR	768834	768993	4303871	JAODPB010000003.1	626386	626545	GCA_025770735.1	Shouchella tritolerans	84.466	96	0.00371758
S	AP006627.1	CIRCULAR	768994	769120	4303871	JAODPB010000003.1	630040	630166	GCA_025770735.1	Shouchella tritolerans	84.466	96	0.00295083
-	AP006627.1	CIRCULAR	769121	770566	4303871	CP140150.1	730379	731823	GCA_034479305.1	Shouchella clausii	95.6492	95.5	0.0335977
S	AP006627.1	CIRCULAR	770567	770708	4303871	JAODPB010000003.1	631612	631765	GCA_025770735.1	Shouchella tritolerans	77.2727	96	0.00329936
-	AP006627.1	CIRCULAR	773608	773828	4303871	CP140150.1	732392	732612	GCA_034479305.1	Shouchella clausii	91.0314	95.5	0.00513491
S	AP006627.1	CIRCULAR	773829	773936	4303871	JAODPB010000003.1	636775	636884	GCA_025770735.1	Shouchella tritolerans	60.6838	96	0.00250937
-	AP006627.1	CIRCULAR	773937	778186	4303871	CP140150.1	733914	738169	GCA_034479305.1	Shouchella clausii	92.2264	95.5	0.0987483
-	AP006627.1	CIRCULAR	778841	782164	4303871	CP140150.1	738267	741589	GCA_034479305.1	Shouchella clausii	97.5045	95.5	0.0772328
-	AP006627.1	CIRCULAR	782244	783654	4303871	CP140150.1	741753	743162	GCA_034479305.1	Shouchella clausii	95.7477	95.5	0.0327844
-	AP006627.1	CIRCULAR	783659	792748	4303871	CP140150.1	743928	753016	GCA_034479305.1	Shouchella clausii	95.7985	95.5	0.211205
-	AP006627.1	CIRCULAR	792770	794436	4303871	CP140150.1	754587	756253	GCA_034479305.1	Shouchella clausii	93.2254	95.5	0.0387326
-	AP006627.1	CIRCULAR	794503	795252	4303871	CP140150.1	756362	757109	GCA_034479305.1	Shouchella clausii	96.9178	95.5	0.0174262
-	AP006627.1	CIRCULAR	795253	815741	4303871	CP140150.1	757208	777674	GCA_034479305.1	Shouchella clausii	96.9178	95.5	0.47606
-	AP006627.1	CIRCULAR	815801	824100	4303871	CP140150.1	777756	786054	GCA_034479305.1	Shouchella clausii	95.3939	95.5	0.19285
-	AP006627.1	CIRCULAR	824108	828160	4303871	CP140150.1	786242	790294	GCA_034479305.1	Shouchella clausii	97.7054	95.5	0.094171
-	AP006627.1	CIRCULAR	828314	847279	4303871	CP140150.1	790295	809292	GCA_034479305.1	Shouchella clausii	95.888	95.5	0.440673
-	AP006627.1	CIRCULAR	847280	871780	4303871	CP140150.1	809465	833966	GCA_034479305.1	Shouchella clausii	95.888	95.5	0.569278
-	AP006627.1	CIRCULAR	871781	891022	4303871	CP140150.1	834146	853460	GCA_034479305.1	Shouchella clausii	95.888	95.5	0.447086
-	AP006627.1	CIRCULAR	891023	891809	4303871	CP140150.1	853585	854368	GCA_034479305.1	Shouchella clausii	95.888	95.5	0.0182859
-	AP006627.1	CIRCULAR	896427	897492	4303871	CP140150.1	854405	855472	GCA_034479305.1	Shouchella clausii	97.933	95.5	0.0247684
-	AP006627.1	CIRCULAR	897493	897827	4303871	CP140150.1	855757	856091	GCA_034479305.1	Shouchella clausii	97.933	95.5	0.00778369
-	AP006627.1	CIRCULAR	897916	898612	4303871	CP140150.1	856160	856856	GCA_034479305.1	Shouchella clausii	96.5567	95.5	0.0161947
-	AP006627.1	CIRCULAR	899887	900578	4303871	CP140150.1	857085	857776	GCA_034479305.1	Shouchella clausii	93.3032	95.5	0.0160785
-	AP006627.1	CIRCULAR	900579	909477	4303871	CP140150.1	861506	870474	GCA_034479305.1	Shouchella clausii	93.3032	95.5	0.206767
-	AP006627.1	CIRCULAR	909537	910270	4303871	CP140150.1	870787	871523	GCA_034479305.1	Shouchella clausii	94.9796	95.5	0.0170544
-	AP006627.1	CIRCULAR	910337	912125	4303871	CP140150.1	871524	873313	GCA_034479305.1	Shouchella clausii	98.5475	95.5	0.0415672
S	AP006627.1	CIRCULAR	912126	914542	4303871	JAODPB010000003.1	762776	765193	GCA_025770735.1	Shouchella tritolerans	94.2514	96	0.0561587
S	AP006627.1	CIRCULAR	914644	914752	4303871	JAODPB010000003.1	765703	765816	GCA_025770735.1	Shouchella tritolerans	84.2105	96	0.0025326
-	AP006627.1	CIRCULAR	914753	921732	4303871	CP140150.1	873491	880416	GCA_034479305.1	Shouchella clausii	96.3217	95.5	0.16218
-	AP006627.1	CIRCULAR	921849	923274	4303871	CP140150.1	881315	882740	GCA_034479305.1	Shouchella clausii	93.9818	95.5	0.033133
-	AP006627.1	CIRCULAR	923362	924932	4303871	CP140150.1	882886	884458	GCA_034479305.1	Shouchella clausii	95.1497	95.5	0.036502
-	AP006627.1	CIRCULAR	924933	931914	4303871	CP140150.1	886263	893227	GCA_034479305.1	Shouchella clausii	95.1497	95.5	0.162226
-	AP006627.1	CIRCULAR	931915	933098	4303871	CP140150.1	893343	894523	GCA_034479305.1	Shouchella clausii	95.1497	95.5	0.0275101
S	AP006627.1	CIRCULAR	933099	933258	4303871	JAODPB010000003.1	784772	784925	GCA_025770735.1	Shouchella tritolerans	82.6087	96	0.00371758
-	AP006627.1	CIRCULAR	933259	935812	4303871	CP140150.1	894524	897089	GCA_034479305.1	Shouchella clausii	98.1029	95.5	0.0593419
-	AP006627.1	CIRCULAR	935813	938929	4303871	CP140150.1	2017	5136	GCA_034479305.1	Shouchella clausii	98.1029	95.5	0.0724232
S	AP006627.1	CIRCULAR	938930	939092	4303871	CP117834.1	2616045	2616184	GCA_028735875.1	Shouchella hunanensis	66.6667	96	0.00378729
-	AP006627.1	CIRCULAR	939093	939213	4303871	CP019985.1	1311590	1311713	GCA_002250115.1	Shouchella clausii	95.1613	95.5	0.00281142
-	AP006627.1	CIRCULAR	939544	940057	4303871	CP140150.1	900469	900977	GCA_034479305.1	Shouchella clausii	85.8779	95.5	0.0119427
-	AP006627.1	CIRCULAR	940394	943543	4303871	CP140150.1	904098	907252	GCA_034479305.1	Shouchella clausii	95.6209	95.5	0.0731899
-	AP006627.1	CIRCULAR	943544	958598	4303871	CP140150.1	907503	922582	GCA_034479305.1	Shouchella clausii	95.6209	95.5	0.349801
-	AP006627.1	CIRCULAR	958599	993917	4303871	CP140150.1	922769	958075	GCA_034479305.1	Shouchella clausii	95.6209	95.5	0.820633
-	AP006627.1	CIRCULAR	994705	996029	4303871	CP140150.1	958898	960222	GCA_034479305.1	Shouchella clausii	96.3801	95.5	0.0307862
-	AP006627.1	CIRCULAR	996304	1005020	4303871	CP140150.1	960521	969244	GCA_034479305.1	Shouchella clausii	94.1574	95.5	0.202539
S	AP006627.1	CIRCULAR	1005021	1005135	4303871	JAODPB010000006.1	140882	140990	GCA_025770735.1	Shouchella tritolerans	78.4483	96	0.00267201
-	AP006627.1	CIRCULAR	1005149	1007634	4303871	CP140150.1	970153	972640	GCA_034479305.1	Shouchella clausii	93.0868	95.5	0.057762
-	AP006627.1	CIRCULAR	1007638	1015772	4303871	CP140150.1	973165	981296	GCA_034479305.1	Shouchella clausii	94.1661	95.5	0.189016
-	AP006627.1	CIRCULAR	1016158	1021831	4303871	CP140150.1	1012585	1018206	GCA_034479305.1	Shouchella clausii	95.988	95.5	0.131835
-	AP006627.1	CIRCULAR	1022684	1025143	4303871	CP140150.1	1023166	1025651	GCA_034479305.1	Shouchella clausii	94.3305	95.5	0.0571578
-	AP006627.1	CIRCULAR	1031104	1040902	4303871	CP140150.1	1032647	1042446	GCA_034479305.1	Shouchella clausii	96.84	95.5	0.227679
-	AP006627.1	CIRCULAR	1041000	1051081	4303871	CP140150.1	1042497	1052556	GCA_034479305.1	Shouchella clausii	93.2496	95.5	0.234254
-	AP006627.1	CIRCULAR	1051082	1051229	4303871	CP140150.1	786072	786225	GCA_034479305.1	Shouchella clausii	93.2496	95.5	0.00343876
-	AP006627.1	CIRCULAR	1051257	1062781	4303871	CP140150.1	1052557	1064087	GCA_034479305.1	Shouchella clausii	95.9872	95.5	0.267782
-	AP006627.1	CIRCULAR	1062835	1062959	4303871	CP140150.1	2704741	2704865	GCA_034479305.1	Shouchella clausii	95.6565	95.5	0.00290436
-	AP006627.1	CIRCULAR	1062960	1063847	4303871	CP140150.1	1064088	1064974	GCA_034479305.1	Shouchella clausii	95.6565	95.5	0.0206326
-	AP006627.1	CIRCULAR	1063851	1068455	4303871	CP140150.1	1065155	1069773	GCA_034479305.1	Shouchella clausii	97.1657	95.5	0.106997
-	AP006627.1	CIRCULAR	1068507	1070720	4303871	CP140150.1	1069925	1072101	GCA_034479305.1	Shouchella clausii	91.6216	95.5	0.0514421
-	AP006627.1	CIRCULAR	1070793	1090869	4303871	CP140150.1	1072102	1092192	GCA_034479305.1	Shouchella clausii	94.885	95.5	0.466487
-	AP006627.1	CIRCULAR	1092295	1092775	4303871	CP140150.1	3749720	3750219	GCA_034479305.1	Shouchella clausii	89.6208	95.5	0.011176
-	AP006627.1	CIRCULAR	1093143	1101379	4303871	CP140150.1	1092354	1100524	GCA_034479305.1	Shouchella clausii	95.6482	95.5	0.191386
-	AP006627.1	CIRCULAR	1101380	1111575	4303871	CP140150.1	1101889	1112075	GCA_034479305.1	Shouchella clausii	95.6482	95.5	0.236903
