# ANI ranges report for assembly: GCA_002918555.1
# Submitted organism: Citrobacter amalonaticus (taxid = 35703, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter)
# Submitted Organism Has Type Assembly: Yes
# Best match: Citrobacter koseri (taxid = 545, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter)
# Status: MISASSIGNED
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	PQMB01000001.1	CONTIG	71331	73930	1082631	AP024585.1	2581405	2584007	GCA_018323885.1	Citrobacter amalonaticus	80.7444	96	0.240156
S	PQMB01000001.1	CONTIG	73931	74808	1082631	CP077405.1	1931867	1932743	GCA_019048805.1	Citrobacter braakii	88.5097	96	0.0810987
-	PQMB01000001.1	CONTIG	75014	82374	1082631	AP024585.1	2584892	2592242	GCA_018323885.1	Citrobacter amalonaticus	86.5293	96	0.679918
-	PQMB01000001.1	CONTIG	82533	84303	1082631	AP024585.1	2592291	2594062	GCA_018323885.1	Citrobacter amalonaticus	84.0858	96	0.163583
-	PQMB01000001.1	CONTIG	84588	87062	1082631	AP024585.1	2601270	2603744	GCA_018323885.1	Citrobacter amalonaticus	87.0423	96	0.22861
S	PQMB01000001.1	CONTIG	87063	87204	1082631	UFWJ01000004.1	2082273	2082426	GCA_900461075.1	Citrobacter koseri	85.7143	96	0.0131162
S	PQMB01000001.1	CONTIG	88413	100184	1082631	CP077405.1	819413	831187	GCA_019048805.1	Citrobacter braakii	96.0781	96	1.08735
S	PQMB01000001.1	CONTIG	107130	108250	1082631	UFWJ01000004.1	2068313	2069443	GCA_900461075.1	Citrobacter koseri	84.0809	96	0.103544
S	PQMB01000001.1	CONTIG	120625	122298	1082631	CP037864.1	2946101	2947772	GCA_004353845.1	Citrobacter arsenatis	78.4024	96	0.154623
-	PQMB01000001.1	CONTIG	122628	124101	1082631	AP024585.1	2627524	2629003	GCA_018323885.1	Citrobacter amalonaticus	78.533	96	0.13615
S	PQMB01000001.1	CONTIG	124213	126996	1082631	JAJJVQ010000001.1	68867	71649	GCA_024023655.1	Citrobacter meridianamericanus	80.9387	96	0.257151
-	PQMB01000001.1	CONTIG	127013	134479	1082631	AP024585.1	2631968	2639436	GCA_018323885.1	Citrobacter amalonaticus	83.8581	96	0.689709
-	PQMB01000001.1	CONTIG	134710	138272	1082631	AP024585.1	2639631	2643191	GCA_018323885.1	Citrobacter amalonaticus	85.6025	96	0.329106
S	PQMB01000001.1	CONTIG	138273	140447	1082631	CP082833.1	3634471	3636628	GCA_021278985.1	Citrobacter rodentium	79.2677	96	0.200899
S	PQMB01000001.1	CONTIG	140448	140549	1082631	UAVY01000004.1	865448	865537	GCA_900446925.1	Citrobacter koseri	63.1068	96	0.00942149
S	PQMB01000001.1	CONTIG	140550	141712	1082631	CP077291.1	1973708	1974857	GCA_019048065.1	Citrobacter farmeri	83.6192	96	0.107423
-	PQMB01000001.1	CONTIG	141713	147588	1082631	AP024585.1	2660232	2666129	GCA_018323885.1	Citrobacter amalonaticus	84.0717	96	0.542752
S	PQMB01000001.1	CONTIG	148066	149748	1082631	CP038469.1	1352024	1353718	GCA_004684345.1	Citrobacter tructae	78.4751	96	0.155455
-	PQMB01000001.1	CONTIG	149749	151297	1082631	AP024585.1	2668117	2669666	GCA_018323885.1	Citrobacter amalonaticus	87.4194	96	0.143077
-	PQMB01000001.1	CONTIG	151541	155244	1082631	AP024585.1	2669696	2673377	GCA_018323885.1	Citrobacter amalonaticus	80.1285	96	0.342129
-	PQMB01000001.1	CONTIG	155364	162947	1082631	AP024585.1	2673378	2680956	GCA_018323885.1	Citrobacter amalonaticus	83.9318	96	0.700516
S	PQMB01000001.1	CONTIG	162948	163055	1082631	CP077405.1	1787746	1787852	GCA_019048805.1	Citrobacter braakii	74.7748	96	0.0099757
S	PQMB01000001.1	CONTIG	163056	163290	1082631	UAVY01000004.1	843165	843410	GCA_900446925.1	Citrobacter koseri	77.9116	96	0.0217064
S	PQMB01000001.1	CONTIG	163553	164385	1082631	CP082833.1	3610703	3611538	GCA_021278985.1	Citrobacter rodentium	78.9286	96	0.0769422
-	PQMB01000001.1	CONTIG	164711	175578	1082631	AP024585.1	2682495	2693356	GCA_018323885.1	Citrobacter amalonaticus	83.3547	96	1.00385
-	PQMB01000001.1	CONTIG	175769	177857	1082631	AP024585.1	2693417	2695501	GCA_018323885.1	Citrobacter amalonaticus	80.3247	96	0.192956
-	PQMB01000001.1	CONTIG	179491	188081	1082631	AP024585.1	2696289	2704901	GCA_018323885.1	Citrobacter amalonaticus	80.1153	96	0.79353
-	PQMB01000001.1	CONTIG	188164	188837	1082631	AP024585.1	2705015	2705688	GCA_018323885.1	Citrobacter amalonaticus	89.3175	96	0.0622557
-	PQMB01000001.1	CONTIG	189052	192684	1082631	AP024585.1	2705693	2709324	GCA_018323885.1	Citrobacter amalonaticus	85.7535	96	0.335571
S	PQMB01000001.1	CONTIG	192685	193855	1082631	UAVY01000004.1	810392	811563	GCA_900446925.1	Citrobacter koseri	85.2891	96	0.108162
-	PQMB01000001.1	CONTIG	193856	200412	1082631	AP024585.1	2710594	2717155	GCA_018323885.1	Citrobacter amalonaticus	85.4122	96	0.605654
S	PQMB01000001.1	CONTIG	200448	202143	1082631	CP077405.1	1751081	1752776	GCA_019048805.1	Citrobacter braakii	84.5021	96	0.156655
-	PQMB01000001.1	CONTIG	202617	204314	1082631	AP024585.1	2718950	2720648	GCA_018323885.1	Citrobacter amalonaticus	85.6975	96	0.15684
S	PQMB01000001.1	CONTIG	204315	207831	1082631	CP077405.1	1745840	1749357	GCA_019048805.1	Citrobacter braakii	85.2041	96	0.324857
-	PQMB01000001.1	CONTIG	207983	210140	1082631	AP024585.1	2724292	2726448	GCA_018323885.1	Citrobacter amalonaticus	86.6543	96	0.199329
S	PQMB01000001.1	CONTIG	210141	213589	1082631	UAVY01000004.1	791118	794608	GCA_900446925.1	Citrobacter koseri	84.5167	96	0.318576
S	PQMB01000001.1	CONTIG	213590	215603	1082631	CP077405.1	1738211	1740225	GCA_019048805.1	Citrobacter braakii	81.0302	96	0.186028
S	PQMB01000001.1	CONTIG	223791	226750	1082631	CP077291.1	1901283	1904249	GCA_019048065.1	Citrobacter farmeri	83.7983	96	0.273408
S	PQMB01000001.1	CONTIG	226935	230534	1082631	CP077405.1	1731564	1735163	GCA_019048805.1	Citrobacter braakii	83.0513	96	0.332523
S	PQMB01000001.1	CONTIG	230535	230648	1082631	CP082833.1	3551790	3551903	GCA_021278985.1	Citrobacter rodentium	82.6087	96	0.0105299
-	PQMB01000001.1	CONTIG	230707	233761	1082631	AP024585.1	2742302	2745356	GCA_018323885.1	Citrobacter amalonaticus	85.7377	96	0.282183
-	PQMB01000001.1	CONTIG	233965	235627	1082631	AP024585.1	2747033	2748694	GCA_018323885.1	Citrobacter amalonaticus	82.9838	96	0.153607
S	PQMB01000001.1	CONTIG	235628	241130	1082631	CP077291.1	1880114	1885619	GCA_019048065.1	Citrobacter farmeri	75.2872	96	0.508299
-	PQMB01000001.1	CONTIG	241384	247165	1082631	AP024585.1	2750282	2756056	GCA_018323885.1	Citrobacter amalonaticus	84.8777	96	0.534069
-	PQMB01000001.1	CONTIG	247749	255075	1082631	AP024585.1	2756434	2763785	GCA_018323885.1	Citrobacter amalonaticus	80.8347	96	0.676777
S	PQMB01000001.1	CONTIG	256333	258525	1082631	CP077291.1	1861873	1864055	GCA_019048065.1	Citrobacter farmeri	78.1349	96	0.202562
-	PQMB01000001.1	CONTIG	258526	262884	1082631	AP024585.1	2765879	2770235	GCA_018323885.1	Citrobacter amalonaticus	81.3082	96	0.40263
S	PQMB01000001.1	CONTIG	262942	263114	1082631	NAEW01000002.1	88305	88477	GCA_002075345.1	Citrobacter braakii	97.6879	96	0.0159796
S	PQMB01000001.1	CONTIG	263115	263214	1082631	VOSQ01000002.1	827289	827388	GCA_008802955.1	Citrobacter cronae	85.4369	96	0.00923676
S	PQMB01000001.1	CONTIG	263250	266300	1082631	VOSQ01000002.1	822444	825495	GCA_008802955.1	Citrobacter cronae	97.2477	96	0.281813
S	PQMB01000001.1	CONTIG	266301	270317	1082631	CP077405.1	1681600	1685616	GCA_019048805.1	Citrobacter braakii	93.5275	96	0.371041
S	PQMB01000001.1	CONTIG	270406	270537	1082631	CP077405.1	1678862	1678993	GCA_019048805.1	Citrobacter braakii	92.4242	96	0.0121925
S	PQMB01000001.1	CONTIG	271006	273117	1082631	CP077405.1	1676318	1678429	GCA_019048805.1	Citrobacter braakii	92.2822	96	0.19508
S	PQMB01000001.1	CONTIG	273118	293543	1082631	UAVY01000004.1	715951	736344	GCA_900446925.1	Citrobacter koseri	92.9531	96	1.8867
S	PQMB01000001.1	CONTIG	293544	293660	1082631	JAJJVQ010000001.1	221325	221448	GCA_024023655.1	Citrobacter meridianamericanus	59.8485	96	0.010807
S	PQMB01000001.1	CONTIG	293661	297035	1082631	CP082833.1	3502970	3506342	GCA_021278985.1	Citrobacter rodentium	82.8402	96	0.311741
-	PQMB01000001.1	CONTIG	297151	298583	1082631	AP024585.1	2788444	2789879	GCA_018323885.1	Citrobacter amalonaticus	87.7169	96	0.132363
S	PQMB01000001.1	CONTIG	298584	299987	1082631	CP082833.1	3500097	3501498	GCA_021278985.1	Citrobacter rodentium	80.6472	96	0.129684
S	PQMB01000001.1	CONTIG	299988	300179	1082631	CP082833.1	3480905	3481096	GCA_021278985.1	Citrobacter rodentium	80.6472	96	0.0177346
S	PQMB01000001.1	CONTIG	300180	300398	1082631	BBNB01000001.1	610827	611045	GCA_000759835.1	Citrobacter sedlakii	80	96	0.0202285
T	PQMB01000001.1	CONTIG	300399	300960	1082631	CP060507.1	2913682	2914243	GCA_014334155.1	Salmonella enterica	76.3345	96	0.0519106
S	PQMB01000001.1	CONTIG	300981	301961	1082631	CP037864.1	3149638	3150617	GCA_004353845.1	Citrobacter arsenatis	85.4379	96	0.0906126
S	PQMB01000001.1	CONTIG	301962	302418	1082631	CP077405.1	1663502	1663955	GCA_019048805.1	Citrobacter braakii	69.4444	96	0.042212
-	PQMB01000001.1	CONTIG	302419	305578	1082631	AP024585.1	2792453	2795614	GCA_018323885.1	Citrobacter amalonaticus	79.5719	96	0.291882
S	PQMB01000001.1	CONTIG	305579	307572	1082631	UAVY01000004.1	694936	696931	GCA_900446925.1	Citrobacter koseri	85.5644	96	0.184181
-	PQMB01000001.1	CONTIG	307766	313723	1082631	AP024585.1	2797694	2803639	GCA_018323885.1	Citrobacter amalonaticus	84.3692	96	0.550326
S	PQMB01000001.1	CONTIG	313724	313971	1082631	CP077405.1	1652118	1652365	GCA_019048805.1	Citrobacter braakii	68.6275	96	0.0229072
-	PQMB01000001.1	CONTIG	314282	320611	1082631	AP024585.1	2804183	2810510	GCA_018323885.1	Citrobacter amalonaticus	83.871	96	0.584687
S	PQMB01000001.1	CONTIG	320738	327759	1082631	BBNB01000001.1	632009	639051	GCA_000759835.1	Citrobacter sedlakii	77.1268	96	0.648605
S	PQMB01000001.1	CONTIG	328464	329340	1082631	VOSQ01000003.1	241596	242454	GCA_008802955.1	Citrobacter cronae	80.1347	96	0.0810064
S	PQMB01000001.1	CONTIG	329341	329509	1082631	JAJJVQ010000001.1	253239	253407	GCA_024023655.1	Citrobacter meridianamericanus	84.2105	96	0.0156101
S	PQMB01000001.1	CONTIG	336671	337877	1082631	CP082833.1	3430835	3432040	GCA_021278985.1	Citrobacter rodentium	85.1485	96	0.111488
-	PQMB01000001.1	CONTIG	337878	340089	1082631	AP024585.1	2870211	2872393	GCA_018323885.1	Citrobacter amalonaticus	76.8435	96	0.204317
S	PQMB01000001.1	CONTIG	340090	340281	1082631	JAJJVQ010000003.1	70841	71032	GCA_024023655.1	Citrobacter meridianamericanus	92.1875	96	0.0177346
S	PQMB01000001.1	CONTIG	340283	340472	1082631	CP077405.1	1619524	1619729	GCA_019048805.1	Citrobacter braakii	73.0769	96	0.0175498
S	PQMB01000001.1	CONTIG	341163	345878	1082631	CP077405.1	2695307	2700019	GCA_019048805.1	Citrobacter braakii	80.1945	96	0.435605
-	PQMB01000001.1	CONTIG	348171	350150	1082631	AP024585.1	2875687	2877668	GCA_018323885.1	Citrobacter amalonaticus	83.2998	96	0.182888
-	PQMB01000001.1	CONTIG	390669	407195	1082631	AP024585.1	2878748	2895271	GCA_018323885.1	Citrobacter amalonaticus	83.3716	96	1.52656
S	PQMB01000001.1	CONTIG	407360	407559	1082631	CP082833.1	3375203	3375402	GCA_021278985.1	Citrobacter rodentium	95.5	96	0.0184735
-	PQMB01000001.1	CONTIG	407560	407662	1082631	AP024585.1	2895495	2895612	GCA_018323885.1	Citrobacter amalonaticus	59.8361	96	0.00951386
S	PQMB01000001.1	CONTIG	407663	407858	1082631	CP077405.1	1585943	1586137	GCA_019048805.1	Citrobacter braakii	85.9296	96	0.018104
-	PQMB01000001.1	CONTIG	408055	410442	1082631	AP024585.1	2895804	2898188	GCA_018323885.1	Citrobacter amalonaticus	78.8318	96	0.220574
S	PQMB01000001.1	CONTIG	410443	414500	1082631	CP082833.1	3368437	3372497	GCA_021278985.1	Citrobacter rodentium	87.8199	96	0.374828
-	PQMB01000001.1	CONTIG	414555	417310	1082631	AP024585.1	2902259	2905014	GCA_018323885.1	Citrobacter amalonaticus	85.0779	96	0.254565
-	PQMB01000001.1	CONTIG	417338	427714	1082631	AP024585.1	2905079	2915453	GCA_018323885.1	Citrobacter amalonaticus	80.6142	96	0.958498
-	PQMB01000001.1	CONTIG	429202	445237	1082631	AP024585.1	2916776	2932784	GCA_018323885.1	Citrobacter amalonaticus	83.1367	96	1.48121
S	PQMB01000001.1	CONTIG	445238	446031	1082631	CP077405.1	1545705	1546499	GCA_019048805.1	Citrobacter braakii	74.1573	96	0.0733399
S	PQMB01000001.1	CONTIG	446032	446199	1082631	CP082833.1	3336175	3336348	GCA_021278985.1	Citrobacter rodentium	65.3631	96	0.0155178
S	PQMB01000001.1	CONTIG	446200	447598	1082631	CP077291.1	1721573	1722970	GCA_019048065.1	Citrobacter farmeri	78.5511	96	0.129222
S	PQMB01000001.1	CONTIG	447599	449078	1082631	CP077405.1	1541380	1542858	GCA_019048805.1	Citrobacter braakii	85.4153	96	0.136704
-	PQMB01000001.1	CONTIG	462013	467047	1082631	AP024585.1	2946032	2951074	GCA_018323885.1	Citrobacter amalonaticus	80.8856	96	0.465071
S	PQMB01000001.1	CONTIG	467048	471372	1082631	CP077291.1	1696697	1701019	GCA_019048065.1	Citrobacter farmeri	85.8231	96	0.39949
-	PQMB01000001.1	CONTIG	471373	474194	1082631	AP024585.1	2955398	2958222	GCA_018323885.1	Citrobacter amalonaticus	83.9915	96	0.260661
S	PQMB01000001.1	CONTIG	474195	474349	1082631	UFWJ01000004.1	1675548	1675663	GCA_900461075.1	Citrobacter koseri	68.3871	96	0.014317
-	PQMB01000001.1	CONTIG	474350	476901	1082631	AP024585.1	2958255	2960806	GCA_018323885.1	Citrobacter amalonaticus	86.1948	96	0.235722
S	PQMB01000001.1	CONTIG	476902	477475	1082631	CP077291.1	1690761	1691334	GCA_019048065.1	Citrobacter farmeri	86.6087	96	0.053019
S	PQMB01000001.1	CONTIG	477476	478268	1082631	CP119862.1	1763950	1764723	GCA_029338175.1	Citrobacter enshiensis	80.1508	96	0.0732475
S	PQMB01000001.1	CONTIG	478331	485970	1082631	UAVY01000004.1	526015	533698	GCA_900446925.1	Citrobacter koseri	85.0403	96	0.705688
-	PQMB01000001.1	CONTIG	486088	486677	1082631	AP024585.1	2969875	2970458	GCA_018323885.1	Citrobacter amalonaticus	76.8595	96	0.0544969
S	PQMB01000001.1	CONTIG	486811	488426	1082631	CP077291.1	1680101	1681718	GCA_019048065.1	Citrobacter farmeri	84.5584	96	0.149266
-	PQMB01000001.1	CONTIG	488478	489964	1082631	AP024585.1	2972166	2973653	GCA_018323885.1	Citrobacter amalonaticus	77.1906	96	0.137351
T	PQMB01000001.1	CONTIG	489965	491747	1082631	BAKU01000008.1	6132	7928	GCA_000614485.1	Salmonella enterica	85.7301	96	0.164691
-	PQMB01000001.1	CONTIG	491748	496173	1082631	AP024585.1	2975436	2979873	GCA_018323885.1	Citrobacter amalonaticus	77.845	96	0.408819
-	PQMB01000001.1	CONTIG	496273	509138	1082631	AP024585.1	2979912	2992820	GCA_018323885.1	Citrobacter amalonaticus	82.704	96	1.1884
S	PQMB01000001.1	CONTIG	509139	510782	1082631	CP077291.1	1657706	1659350	GCA_019048065.1	Citrobacter farmeri	87.371	96	0.151852
-	PQMB01000001.1	CONTIG	520650	525178	1082631	AP024585.1	2995478	2999999	GCA_018323885.1	Citrobacter amalonaticus	83.8888	96	0.418333
S	PQMB01000001.1	CONTIG	525179	526059	1082631	BBNB01000001.1	774940	775804	GCA_000759835.1	Citrobacter sedlakii	77.8531	96	0.0813758
-	PQMB01000001.1	CONTIG	526182	527890	1082631	AP024585.1	3000774	3002482	GCA_018323885.1	Citrobacter amalonaticus	76.1185	96	0.157856
S	PQMB01000001.1	CONTIG	529511	530690	1082631	CP084372.1	1408365	1409543	GCA_020341495.1	Citrobacter werkmanii	85.5207	96	0.108994
-	PQMB01000001.1	CONTIG	530804	532965	1082631	AP024585.1	3005645	3007806	GCA_018323885.1	Citrobacter amalonaticus	87.6212	96	0.199699
-	PQMB01000001.1	CONTIG	533207	541600	1082631	AP024585.1	3007928	3016310	GCA_018323885.1	Citrobacter amalonaticus	79.6636	96	0.775333
S	PQMB01000001.1	CONTIG	541601	544471	1082631	CP082833.1	3238432	3241302	GCA_021278985.1	Citrobacter rodentium	82.4714	96	0.265187
S	PQMB01000001.1	CONTIG	544569	545907	1082631	CP082833.1	3236912	3238250	GCA_021278985.1	Citrobacter rodentium	76.4749	96	0.12368
-	PQMB01000001.1	CONTIG	546175	550395	1082631	AP024585.1	3016386	3020606	GCA_018323885.1	Citrobacter amalonaticus	84.4187	96	0.389884
S	PQMB01000001.1	CONTIG	550506	555519	1082631	CP077405.1	1412170	1417190	GCA_019048805.1	Citrobacter braakii	80.5341	96	0.463131
S	PQMB01000001.1	CONTIG	555520	563746	1082631	CP084372.1	1379187	1387411	GCA_020341495.1	Citrobacter werkmanii	86.165	96	0.759908
S	PQMB01000001.1	CONTIG	563902	564951	1082631	CP082833.1	3211548	3212593	GCA_021278985.1	Citrobacter rodentium	81.2854	96	0.096986
S	PQMB01000001.1	CONTIG	564952	565764	1082631	CP077291.1	1616384	1617196	GCA_019048065.1	Citrobacter farmeri	83.0258	96	0.0750948
-	PQMB01000001.1	CONTIG	565821	568678	1082631	AP024585.1	3036338	3039203	GCA_018323885.1	Citrobacter amalonaticus	85.7541	96	0.263987
-	PQMB01000001.1	CONTIG	568775	569833	1082631	AP024585.1	3039251	3040309	GCA_018323885.1	Citrobacter amalonaticus	85.8357	96	0.0978173
-	PQMB01000001.1	CONTIG	570055	574438	1082631	AP024585.1	3040338	3044707	GCA_018323885.1	Citrobacter amalonaticus	83.2233	96	0.404939
S	PQMB01000001.1	CONTIG	574439	576751	1082631	UAVY01000004.1	419164	421475	GCA_900446925.1	Citrobacter koseri	87.9793	96	0.213646
-	PQMB01000001.1	CONTIG	577545	581274	1082631	AP024585.1	3047043	3050770	GCA_018323885.1	Citrobacter amalonaticus	85.1109	96	0.344531
S	PQMB01000001.1	CONTIG	586581	590019	1082631	UAVY01000004.1	409532	412967	GCA_900446925.1	Citrobacter koseri	87.5326	96	0.317652
S	PQMB01000001.1	CONTIG	590020	602392	1082631	CP077405.1	1363321	1375705	GCA_019048805.1	Citrobacter braakii	86.8008	96	1.14286
-	PQMB01000001.1	CONTIG	602495	619243	1082631	AP024585.1	3063946	3080705	GCA_018323885.1	Citrobacter amalonaticus	80.6367	96	1.54706
-	PQMB01000001.1	CONTIG	619339	622720	1082631	AP024585.1	3080710	3084111	GCA_018323885.1	Citrobacter amalonaticus	86.7038	96	0.312387
S	PQMB01000001.1	CONTIG	625600	626346	1082631	CP082833.1	3154868	3155613	GCA_021278985.1	Citrobacter rodentium	81.0414	96	0.0689986
S	PQMB01000001.1	CONTIG	626347	626457	1082631	UAVY01000004.1	380606	380708	GCA_900446925.1	Citrobacter koseri	59.1667	96	0.0102528
-	PQMB01000001.1	CONTIG	626458	631441	1082631	AP024585.1	3084969	3089956	GCA_018323885.1	Citrobacter amalonaticus	83.33	96	0.46036
-	PQMB01000001.1	CONTIG	631462	633366	1082631	AP024585.1	3090058	3091965	GCA_018323885.1	Citrobacter amalonaticus	85.0707	96	0.17596
S	PQMB01000001.1	CONTIG	633367	633513	1082631	CP077262.1	1986863	1987009	GCA_019047765.1	Citrobacter pasteurii	88.4354	96	0.013578
-	PQMB01000001.1	CONTIG	633514	638968	1082631	AP024585.1	3091966	3097427	GCA_018323885.1	Citrobacter amalonaticus	86.0304	96	0.503865
S	PQMB01000001.1	CONTIG	638969	639643	1082631	CP077291.1	1551730	1552405	GCA_019048065.1	Citrobacter farmeri	78.3942	96	0.0623481
-	PQMB01000001.1	CONTIG	639735	641576	1082631	AP024585.1	3098150	3099985	GCA_018323885.1	Citrobacter amalonaticus	85.1491	96	0.170141
S	PQMB01000001.1	CONTIG	641666	643178	1082631	CP077291.1	1547031	1548543	GCA_019048065.1	Citrobacter farmeri	85.4029	96	0.139752
-	PQMB01000001.1	CONTIG	643179	649489	1082631	AP024585.1	3102798	3109127	GCA_018323885.1	Citrobacter amalonaticus	80.9748	96	0.582932
S	PQMB01000001.1	CONTIG	649490	649712	1082631	CP082833.1	3130561	3130784	GCA_021278985.1	Citrobacter rodentium	61.7647	96	0.020598
S	PQMB01000001.1	CONTIG	649713	663508	1082631	UAVY01000004.1	343596	357336	GCA_900446925.1	Citrobacter koseri	85.359	96	1.2743
-	PQMB01000001.1	CONTIG	663768	664651	1082631	AP024585.1	3123239	3124120	GCA_018323885.1	Citrobacter amalonaticus	84.1037	96	0.0816529
-	PQMB01000001.1	CONTIG	664808	667868	1082631	AP024585.1	3124148	3127211	GCA_018323885.1	Citrobacter amalonaticus	85.5422	96	0.282737
-	PQMB01000001.1	CONTIG	668025	671709	1082631	AP024585.1	3127247	3130943	GCA_018323885.1	Citrobacter amalonaticus	87.591	96	0.340375
-	PQMB01000001.1	CONTIG	671771	676473	1082631	AP024585.1	3131073	3135774	GCA_018323885.1	Citrobacter amalonaticus	87.1838	96	0.434405
S	PQMB01000001.1	CONTIG	676474	676590	1082631	CP119862.1	1576996	1577111	GCA_029338175.1	Citrobacter enshiensis	72.8814	96	0.010807
