# ANI ranges report for assembly: GCA_000009085.1
# Submitted organism: Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819 (taxid = 192222, rank = no rank, lineage = Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter)
# Submitted Organism Has Type Assembly: Yes
# Best match: Campylobacter jejuni (taxid = 197, rank = species, lineage = Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	AL111168.1	CIRCULAR	1236708	1238295	1641481	LN831025.1	1346759	1348349	GCA_001457695.1	Campylobacter jejuni	87.5	96	0.0967419
-	AL111168.1	CIRCULAR	1238332	1238542	1641481	LR134359.1	253207	253418	GCA_900637255.1	Campylobacter jejuni	96.2441	96	0.0128542
S	AL111168.1	CIRCULAR	1238543	1239670	1641481	UIGM01000003.1	472955	474081	GCA_900446355.1	Campylobacter coli	98.0514	96	0.0687184
S	AL111168.1	CIRCULAR	1239691	1240643	1641481	UIGM01000003.1	470566	471518	GCA_900446355.1	Campylobacter coli	88.0753	96	0.0580573
-	AL111168.1	CIRCULAR	1240644	1245462	1641481	LN831025.1	1351005	1355833	GCA_001457695.1	Campylobacter jejuni	95.2411	96	0.293576
-	AL111168.1	CIRCULAR	1245463	1245600	1641481	AIOL01000205.1	1094	1231	GCA_000254515.2	Campylobacter jejuni	95.6522	96	0.00840704
-	AL111168.1	CIRCULAR	1245601	1246668	1641481	CAJQFQ010000030.1	1	1068	GCA_905410075.1	Campylobacter jejuni	96.2582	96	0.0650632
-	AL111168.1	CIRCULAR	1246669	1248402	1641481	LN831025.1	1357040	1358769	GCA_001457695.1	Campylobacter jejuni	91.422	96	0.105636
-	AL111168.1	CIRCULAR	1248403	1248607	1641481	AIOL01000182.1	23	227	GCA_000254515.2	Campylobacter jejuni	100	96	0.0124887
-	AL111168.1	CIRCULAR	1248608	1250733	1641481	LN831025.1	1358976	1361099	GCA_001457695.1	Campylobacter jejuni	95.4374	96	0.129517
-	AL111168.1	CIRCULAR	1252277	1261616	1641481	LN831025.1	1363553	1372882	GCA_001457695.1	Campylobacter jejuni	94.2133	96	0.568998
-	AL111168.1	CIRCULAR	1261617	1262348	1641481	AIOL01000012.1	1	732	GCA_000254515.2	Campylobacter jejuni	97.4079	96	0.0445939
-	AL111168.1	CIRCULAR	1262445	1262962	1641481	AIOL01000128.1	1	518	GCA_000254515.2	Campylobacter jejuni	97.4903	96	0.0315569
-	AL111168.1	CIRCULAR	1263015	1263506	1641481	AIOL01000132.1	17	508	GCA_000254515.2	Campylobacter jejuni	96.748	96	0.0299729
-	AL111168.1	CIRCULAR	1263507	1263730	1641481	AIJN01000013.1	9	231	GCA_000251165.2	Campylobacter jejuni	97.7679	96	0.0136462
-	AL111168.1	CIRCULAR	1263731	1264249	1641481	LN831025.1	1374996	1375514	GCA_001457695.1	Campylobacter jejuni	92.5	96	0.0316178
S	AL111168.1	CIRCULAR	1264250	1264376	1641481	VZOM01000025.1	594	720	GCA_008802085.1	Campylobacter coli	96.063	96	0.00773692
S	AL111168.1	CIRCULAR	1264377	1264854	1641481	UIGM01000003.1	445456	445921	GCA_900446355.1	Campylobacter coli	86.3636	96	0.02912
-	AL111168.1	CIRCULAR	1264855	1293231	1641481	LN831025.1	1376126	1404504	GCA_001457695.1	Campylobacter jejuni	96.8631	96	1.72874
-	AL111168.1	CIRCULAR	1293300	1346261	1641481	LN831025.1	1407090	1460039	GCA_001457695.1	Campylobacter jejuni	98.6425	96	3.22648
S	AL111168.1	CIRCULAR	1346262	1346366	1641481	UIGM01000003.1	361400	361504	GCA_900446355.1	Campylobacter coli	75.9259	96	0.00639666
-	AL111168.1	CIRCULAR	1346367	1354305	1641481	LN831025.1	1460174	1468112	GCA_001457695.1	Campylobacter jejuni	97.4065	96	0.483649
-	AL111168.1	CIRCULAR	1355338	1356070	1641481	CAJQFQ010000034.1	88253	88987	GCA_905410075.1	Campylobacter jejuni	85.9269	96	0.0446548
-	AL111168.1	CIRCULAR	1357270	1360301	1641481	LN831025.1	1469070	1472072	GCA_001457695.1	Campylobacter jejuni	90.1832	96	0.184711
-	AL111168.1	CIRCULAR	1360302	1361172	1641481	LR134359.1	355593	356463	GCA_900637255.1	Campylobacter jejuni	95.3143	96	0.0530618
-	AL111168.1	CIRCULAR	1361173	1362143	1641481	LN831025.1	1472124	1473096	GCA_001457695.1	Campylobacter jejuni	95.6835	96	0.0591539
-	AL111168.1	CIRCULAR	1362167	1364671	1641481	LR134359.1	359592	362096	GCA_900637255.1	Campylobacter jejuni	93.2988	96	0.152606
-	AL111168.1	CIRCULAR	1364672	1364812	1641481	LN831025.1	1476692	1476838	GCA_001457695.1	Campylobacter jejuni	77.1812	96	0.0085898
S	AL111168.1	CIRCULAR	1370840	1372001	1641481	QPGR01000006.1	91577	92736	GCA_004323845.1	Campylobacter novaezeelandiae	78.022	96	0.0707897
S	AL111168.1	CIRCULAR	1376477	1378448	1641481	QPGR01000006.1	86455	88405	GCA_004323845.1	Campylobacter novaezeelandiae	78.1736	96	0.120135
-	AL111168.1	CIRCULAR	1379198	1379694	1641481	LN831025.1	1481070	1481566	GCA_001457695.1	Campylobacter jejuni	91.9517	96	0.0302775
-	AL111168.1	CIRCULAR	1380898	1381692	1641481	LR134359.1	1192651	1193448	GCA_900637255.1	Campylobacter jejuni	94.4931	96	0.0484319
-	AL111168.1	CIRCULAR	1381693	1388761	1641481	LN831025.1	1485946	1493021	GCA_001457695.1	Campylobacter jejuni	93.1681	96	0.430648
-	AL111168.1	CIRCULAR	1388762	1393691	1641481	AIOL01000056.1	975	5903	GCA_000254515.2	Campylobacter jejuni	96.7343	96	0.300339
-	AL111168.1	CIRCULAR	1393718	1398399	1641481	LN831025.1	1499289	1503969	GCA_001457695.1	Campylobacter jejuni	96.4568	96	0.28523
-	AL111168.1	CIRCULAR	1398415	1434049	1641481	LN831025.1	1511572	1547198	GCA_001457695.1	Campylobacter jejuni	98.3528	96	2.17091
-	AL111168.1	CIRCULAR	1434058	1455173	1641481	LN831025.1	1553049	1574169	GCA_001457695.1	Campylobacter jejuni	97.6945	96	1.2864
-	AL111168.1	CIRCULAR	1455231	1455369	1641481	LR134359.1	1275359	1275497	GCA_900637255.1	Campylobacter jejuni	73.6111	96	0.00846796
-	AL111168.1	CIRCULAR	1455370	1460007	1641481	LN831025.1	1574170	1578799	GCA_001457695.1	Campylobacter jejuni	98.7713	96	0.28255
-	AL111168.1	CIRCULAR	1460008	1461496	1641481	LR134359.1	1280143	1281614	GCA_900637255.1	Campylobacter jejuni	95.3784	96	0.0907108
-	AL111168.1	CIRCULAR	1461497	1479197	1641481	LN831025.1	1581821	1599520	GCA_001457695.1	Campylobacter jejuni	97.8199	96	1.07836
-	AL111168.1	CIRCULAR	1488624	1488901	1641481	LN831025.1	1608582	1608858	GCA_001457695.1	Campylobacter jejuni	95.3237	96	0.0169359
S	AL111168.1	CIRCULAR	1488958	1491306	1641481	CP059597.1	122600	124914	GCA_022369435.1	Campylobacter molothri	94.0076	96	0.143102
-	AL111168.1	CIRCULAR	1491307	1520916	1641481	LN831025.1	1610097	1639698	GCA_001457695.1	Campylobacter jejuni	98.2044	96	1.80386
-	AL111168.1	CIRCULAR	1520917	1528674	1641481	LN831025.1	1644307	1652064	GCA_001457695.1	Campylobacter jejuni	98.2044	96	0.472622
-	AL111168.1	CIRCULAR	1528675	1558323	1641481	LN831025.1	1653924	1683570	GCA_001457695.1	Campylobacter jejuni	98.2044	96	1.80623
-	AL111168.1	CIRCULAR	1558324	1558445	1641481	LR134359.1	1374259	1374379	GCA_900637255.1	Campylobacter jejuni	95.082	96	0.00743231
S	AL111168.1	CIRCULAR	1558446	1558631	1641481	NXLY01000001.1	105139	105326	GCA_005406225.1	Campylobacter taeniopygiae	66.6667	96	0.0113312
-	AL111168.1	CIRCULAR	1558632	1580267	1641481	LN831025.1	1683998	1705638	GCA_001457695.1	Campylobacter jejuni	97.8012	96	1.31808
-	AL111168.1	CIRCULAR	1580355	1596817	1641481	LN831025.1	1705773	1722234	GCA_001457695.1	Campylobacter jejuni	97.6511	96	1.00294
-	AL111168.1	CIRCULAR	1599501	1602368	1641481	LR134359.1	1417007	1419843	GCA_900637255.1	Campylobacter jejuni	91.321	96	0.17472
-	AL111168.1	CIRCULAR	1602369	1610927	1641481	LN831025.1	1722296	1730855	GCA_001457695.1	Campylobacter jejuni	97.8157	96	0.521419
-	AL111168.1	CIRCULAR	1610951	1626579	1641481	LN831025.1	1734346	1749988	GCA_001457695.1	Campylobacter jejuni	98.3831	96	0.952128
-	AL111168.1	CIRCULAR	1626625	1632892	1641481	LN831025.1	1751183	1757450	GCA_001457695.1	Campylobacter jejuni	98.8357	96	0.38185
S	AL111168.1	CIRCULAR	1632893	1633652	1641481	UIGM01000003.1	1806543	1807307	GCA_900446355.1	Campylobacter coli	85.5657	96	0.0462997
S	AL111168.1	CIRCULAR	1633730	1634301	1641481	UIGM01000003.1	1807541	1808127	GCA_900446355.1	Campylobacter coli	80.3361	96	0.0348466
-	AL111168.1	CIRCULAR	1634302	1636340	1641481	LR134359.1	1453260	1455296	GCA_900637255.1	Campylobacter jejuni	97.3039	96	0.124217
-	AL111168.1	CIRCULAR	1636397	1637940	1641481	LR134359.1	1456556	1458101	GCA_900637255.1	Campylobacter jejuni	94.0607	96	0.0940614
-	AL111168.1	CIRCULAR	1637941	1641481	1641481	LN831025.1	1762901	1766442	GCA_001457695.1	Campylobacter jejuni	99.4918	96	0.21572
