# ANI ranges report for assembly: GCA_000021005.1
# Submitted organism: Cereibacter sphaeroides KD131 (taxid = 557760, rank = no rank, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Cereibacter)
# Submitted Organism Has Type Assembly: Yes
# Best match: Cereibacter sphaeroides (taxid = 1063, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Cereibacter)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP001150.1	CIRCULAR	167098	220823	3152792	CP030271.1	455363	509098	GCA_003324715.1	Cereibacter sphaeroides	97.9061	96	1.70408
-	CP001150.1	CIRCULAR	221027	230683	3152792	CP030271.1	509338	518983	GCA_003324715.1	Cereibacter sphaeroides	96.8436	96	0.3063
-	CP001150.1	CIRCULAR	230771	259589	3152792	CP030271.1	519128	547927	GCA_003324715.1	Cereibacter sphaeroides	97.7448	96	0.914079
S	CP001150.1	CIRCULAR	260286	260872	3152792	PZZW01000006.1	49146	49733	GCA_003046325.1	Cereibacter johrii	93.1973	96	0.0186184
-	CP001150.1	CIRCULAR	261622	262443	3152792	CP030276.1	91162	91940	GCA_003324715.1	Cereibacter sphaeroides	90.3148	96	0.0260721
-	CP001150.1	CIRCULAR	263085	326027	3152792	CP030271.1	560552	623509	GCA_003324715.1	Cereibacter sphaeroides	97.7548	96	1.99642
-	CP001150.1	CIRCULAR	327854	328451	3152792	CP030271.1	623857	624455	GCA_003324715.1	Cereibacter sphaeroides	88.8704	96	0.0189673
-	CP001150.1	CIRCULAR	329010	331131	3152792	CP030271.1	626044	628164	GCA_003324715.1	Cereibacter sphaeroides	90.678	96	0.0673054
-	CP001150.1	CIRCULAR	332112	332566	3152792	FZOV01000006.1	200596	201049	GCA_900188265.1	Cereibacter sphaeroides	87.9121	96	0.0144317
-	CP001150.1	CIRCULAR	335546	335991	3152792	CP030271.1	216294	216738	GCA_003324715.1	Cereibacter sphaeroides	91.9283	96	0.0141462
-	CP001150.1	CIRCULAR	339840	339977	3152792	CBCSES010000018.1	1953	2090	GCA_965138635.1	Cereibacter sphaeroides	82.6087	96	0.00437707
-	CP001150.1	CIRCULAR	339978	340282	3152792	FZOV01000004.1	3312	3616	GCA_900188265.1	Cereibacter sphaeroides	85.5738	96	0.00967397
-	CP001150.1	CIRCULAR	340283	340703	3152792	CBCSES010000018.1	1227	1647	GCA_965138635.1	Cereibacter sphaeroides	92.1615	96	0.0133532
-	CP001150.1	CIRCULAR	340779	341319	3152792	CBCSES010000018.1	608	1151	GCA_965138635.1	Cereibacter sphaeroides	92.9264	96	0.0171594
-	CP001150.1	CIRCULAR	341320	341807	3152792	CBCSES010000008.1	58630	59117	GCA_965138635.1	Cereibacter sphaeroides	92.9264	96	0.0154783
-	CP001150.1	CIRCULAR	341856	342138	3152792	FZOV01000018.1	21069	21352	GCA_900188265.1	Cereibacter sphaeroides	97.1831	96	0.00897617
-	CP001150.1	CIRCULAR	343184	343612	3152792	CP030271.1	648325	648759	GCA_003324715.1	Cereibacter sphaeroides	90.1602	96	0.013607
-	CP001150.1	CIRCULAR	343615	345084	3152792	CP030272.1	891424	892884	GCA_003324715.1	Cereibacter sphaeroides	91.5646	96	0.0466253
-	CP001150.1	CIRCULAR	345126	345279	3152792	CP030272.1	892926	893079	GCA_003324715.1	Cereibacter sphaeroides	93.4899	96	0.00488456
-	CP001150.1	CIRCULAR	345280	349683	3152792	CP030271.1	650430	654834	GCA_003324715.1	Cereibacter sphaeroides	93.4899	96	0.139686
-	CP001150.1	CIRCULAR	349684	349806	3152792	CP030271.1	232665	232787	GCA_003324715.1	Cereibacter sphaeroides	93.4899	96	0.0039013
-	CP001150.1	CIRCULAR	350801	351665	3152792	FZOV01000005.1	337854	338677	GCA_900188265.1	Cereibacter sphaeroides	80.4348	96	0.027436
-	CP001150.1	CIRCULAR	351666	353224	3152792	CP047031.1	234907	236460	GCA_009797605.1	Cereibacter sphaeroides	93.4699	96	0.0494482
-	CP001150.1	CIRCULAR	353225	353559	3152792	CP030271.1	236256	236590	GCA_003324715.1	Cereibacter sphaeroides	88.1306	96	0.0106255
S	CP001150.1	CIRCULAR	353560	354993	3152792	MABH01000081.1	10653	12103	GCA_001720585.1	Cereibacter johrii	87.0637	96	0.0454835
S	CP001150.1	CIRCULAR	355072	355326	3152792	QAOT01000014.1	106055	106309	GCA_003050905.1	Cereibacter azotoformans	95.2941	96	0.00808807
-	CP001150.1	CIRCULAR	355327	355928	3152792	BJXO01000051.1	2158	2759	GCA_007991035.1	Cereibacter sphaeroides	95.6811	96	0.0190942
-	CP001150.1	CIRCULAR	355929	356171	3152792	FZOV01000021.1	10319	10570	GCA_900188265.1	Cereibacter sphaeroides	90.2752	96	0.00770745
-	CP001150.1	CIRCULAR	356172	356463	3152792	FZOV01000002.1	22775	23067	GCA_900188265.1	Cereibacter sphaeroides	90.2752	96	0.00926163
-	CP001150.1	CIRCULAR	356477	357427	3152792	CP030271.1	239559	240509	GCA_003324715.1	Cereibacter sphaeroides	94.6356	96	0.0301637
-	CP001150.1	CIRCULAR	357428	358191	3152792	CP030272.1	760001	760764	GCA_003324715.1	Cereibacter sphaeroides	94.6356	96	0.0242325
-	CP001150.1	CIRCULAR	358222	358657	3152792	CP030272.1	759532	759967	GCA_003324715.1	Cereibacter sphaeroides	91.2844	96	0.013829
-	CP001150.1	CIRCULAR	358658	359046	3152792	FZOV01000021.1	12863	13251	GCA_900188265.1	Cereibacter sphaeroides	96.6581	96	0.0123383
-	CP001150.1	CIRCULAR	359047	359150	3152792	CP030272.1	759039	759142	GCA_003324715.1	Cereibacter sphaeroides	96.1538	96	0.00329866
-	CP001150.1	CIRCULAR	359151	359474	3152792	FZOV01000018.1	4771	5094	GCA_900188265.1	Cereibacter sphaeroides	95.679	96	0.0102766
-	CP001150.1	CIRCULAR	359475	359653	3152792	CP030271.1	242602	242780	GCA_003324715.1	Cereibacter sphaeroides	90.5556	96	0.00567751
-	CP001150.1	CIRCULAR	360763	360886	3152792	FZOV01000018.1	3848	3975	GCA_900188265.1	Cereibacter sphaeroides	95.4959	96	0.00393302
-	CP001150.1	CIRCULAR	360887	362956	3152792	FZOV01000028.1	1843	3912	GCA_900188265.1	Cereibacter sphaeroides	95.4959	96	0.0656561
-	CP001150.1	CIRCULAR	362957	364299	3152792	CP030271.1	246117	247469	GCA_003324715.1	Cereibacter sphaeroides	90.3959	96	0.0425972
-	CP001150.1	CIRCULAR	364493	365959	3152792	CP030271.1	247603	249074	GCA_003324715.1	Cereibacter sphaeroides	95.0843	96	0.0465302
-	CP001150.1	CIRCULAR	365960	366562	3152792	CP030271.1	669011	669613	GCA_003324715.1	Cereibacter sphaeroides	95.0843	96	0.0191259
S	CP001150.1	CIRCULAR	366582	366890	3152792	PZZW01000001.1	1525	1828	GCA_003046325.1	Cereibacter johrii	94.4984	96	0.00980084
-	CP001150.1	CIRCULAR	366891	367079	3152792	FZOV01000003.1	1	189	GCA_900188265.1	Cereibacter sphaeroides	97.8836	96	0.00599469
-	CP001150.1	CIRCULAR	368009	400346	3152792	CP030271.1	671186	703520	GCA_003324715.1	Cereibacter sphaeroides	97.4201	96	1.02569
-	CP001150.1	CIRCULAR	400356	488597	3152792	CP030271.1	703580	791787	GCA_003324715.1	Cereibacter sphaeroides	97.4463	96	2.79885
S	CP001150.1	CIRCULAR	488598	488771	3152792	PZZW01000001.1	501590	501765	GCA_003046325.1	Cereibacter johrii	65.0538	96	0.00551892
-	CP001150.1	CIRCULAR	488772	566985	3152792	CP030271.1	791792	870041	GCA_003324715.1	Cereibacter sphaeroides	97.5592	96	2.48079
S	CP001150.1	CIRCULAR	566986	567216	3152792	PZZW01000001.1	580616	580857	GCA_003046325.1	Cereibacter johrii	87.6543	96	0.00732684
-	CP001150.1	CIRCULAR	567217	594688	3152792	CP030271.1	870163	897681	GCA_003324715.1	Cereibacter sphaeroides	97.6753	96	0.871355
-	CP001150.1	CIRCULAR	594722	597279	3152792	FZOV01000001.1	892695	895201	GCA_900188265.1	Cereibacter sphaeroides	93.4292	96	0.0811344
-	CP001150.1	CIRCULAR	597280	609824	3152792	CP030271.1	900457	912999	GCA_003324715.1	Cereibacter sphaeroides	97.4269	96	0.397901
-	CP001150.1	CIRCULAR	610309	619674	3152792	CP030271.1	914647	924013	GCA_003324715.1	Cereibacter sphaeroides	99.0606	96	0.29707
S	CP001150.1	CIRCULAR	619675	619973	3152792	PZZW01000001.1	632963	633248	GCA_003046325.1	Cereibacter johrii	83.4983	96	0.00948366
-	CP001150.1	CIRCULAR	619974	652731	3152792	CP030271.1	924267	957033	GCA_003324715.1	Cereibacter sphaeroides	97.5684	96	1.03902
S	CP001150.1	CIRCULAR	652732	652858	3152792	PZZW01000001.1	665929	666052	GCA_003046325.1	Cereibacter johrii	68.7023	96	0.00402818
-	CP001150.1	CIRCULAR	653054	653863	3152792	CP030271.1	957098	957907	GCA_003324715.1	Cereibacter sphaeroides	89.7686	96	0.0256915
S	CP001150.1	CIRCULAR	653875	656214	3152792	PZZW01000001.1	666401	668759	GCA_003046325.1	Cereibacter johrii	93.6655	96	0.0742199
-	CP001150.1	CIRCULAR	656215	663413	3152792	CP030271.1	958220	965425	GCA_003324715.1	Cereibacter sphaeroides	97.4903	96	0.228337
-	CP001150.1	CIRCULAR	663420	670435	3152792	CP030271.1	965819	972833	GCA_003324715.1	Cereibacter sphaeroides	97.7713	96	0.222533
-	CP001150.1	CIRCULAR	670436	717203	3152792	CP030271.1	989257	1035991	GCA_003324715.1	Cereibacter sphaeroides	97.7713	96	1.48338
-	CP001150.1	CIRCULAR	717281	821522	3152792	CP030271.1	1035992	1140160	GCA_003324715.1	Cereibacter sphaeroides	96.9115	96	3.30634
-	CP001150.1	CIRCULAR	821597	881860	3152792	CP030271.1	1144504	1204738	GCA_003324715.1	Cereibacter sphaeroides	97.8092	96	1.91145
-	CP001150.1	CIRCULAR	882292	924368	3152792	CP030271.1	1204915	1247001	GCA_003324715.1	Cereibacter sphaeroides	97.8145	96	1.33459
-	CP001150.1	CIRCULAR	924431	965037	3152792	CP030271.1	1247002	1287581	GCA_003324715.1	Cereibacter sphaeroides	97.622	96	1.28797
-	CP001150.1	CIRCULAR	965038	994597	3152792	CP030271.1	1287794	1317355	GCA_003324715.1	Cereibacter sphaeroides	97.622	96	0.937582
-	CP001150.1	CIRCULAR	994927	1047701	3152792	CP030271.1	1317413	1370159	GCA_003324715.1	Cereibacter sphaeroides	97.1482	96	1.67391
-	CP001150.1	CIRCULAR	1047835	1049940	3152792	CP030271.1	1370431	1372515	GCA_003324715.1	Cereibacter sphaeroides	96.4387	96	0.0667979
S	CP001150.1	CIRCULAR	1050485	1050633	3152792	QAOT01000004.1	7602	7750	GCA_003050905.1	Cereibacter azotoformans	80.1325	96	0.00472597
-	CP001150.1	CIRCULAR	1050634	1056568	3152792	CP030271.1	1373193	1379126	GCA_003324715.1	Cereibacter sphaeroides	96.7166	96	0.188246
-	CP001150.1	CIRCULAR	1056569	1056717	3152792	FZOV01000001.1	434737	434886	GCA_900188265.1	Cereibacter sphaeroides	92	96	0.00472597
-	CP001150.1	CIRCULAR	1056718	1057553	3152792	CP030271.1	1379339	1380173	GCA_003324715.1	Cereibacter sphaeroides	96.8937	96	0.0265162
S	CP001150.1	CIRCULAR	1057913	1058914	3152792	PZZW01000010.1	89487	90494	GCA_003046325.1	Cereibacter johrii	83.498	96	0.0317814
S	CP001150.1	CIRCULAR	1058915	1059024	3152792	QAOT01000021.1	69321	69431	GCA_003050905.1	Cereibacter azotoformans	81.25	96	0.00348897
S	CP001150.1	CIRCULAR	1059084	1059749	3152792	OAOQ01000003.1	4461	5133	GCA_900207575.1	Cereibacter ovatus	84.0237	96	0.0211241
-	CP001150.1	CIRCULAR	1059872	1060467	3152792	CP030271.1	1380397	1380980	GCA_003324715.1	Cereibacter sphaeroides	85.2843	96	0.0189039
S	CP001150.1	CIRCULAR	1060468	1060648	3152792	QAOT01000021.1	67049	67229	GCA_003050905.1	Cereibacter azotoformans	82.3204	96	0.00574094
S	CP001150.1	CIRCULAR	1060649	1061702	3152792	PZZW01000002.1	74345	75398	GCA_003046325.1	Cereibacter johrii	96.7742	96	0.0334307
-	CP001150.1	CIRCULAR	1061703	1067619	3152792	CP030271.1	1381047	1386962	GCA_003324715.1	Cereibacter sphaeroides	97.8342	96	0.187675
-	CP001150.1	CIRCULAR	1067620	1073189	3152792	CP030271.1	1387097	1392672	GCA_003324715.1	Cereibacter sphaeroides	97.8342	96	0.176669
-	CP001150.1	CIRCULAR	1073631	1074832	3152792	CP030271.1	1392724	1393924	GCA_003324715.1	Cereibacter sphaeroides	91.2646	96	0.0381249
-	CP001150.1	CIRCULAR	1075213	1080459	3152792	CP030271.1	1393940	1399191	GCA_003324715.1	Cereibacter sphaeroides	95.8392	96	0.166424
-	CP001150.1	CIRCULAR	1080460	1080849	3152792	CP030271.1	1413276	1413665	GCA_003324715.1	Cereibacter sphaeroides	95.8392	96	0.01237
-	CP001150.1	CIRCULAR	1080929	1102413	3152792	CP030271.1	1413666	1435194	GCA_003324715.1	Cereibacter sphaeroides	97.6443	96	0.681459
-	CP001150.1	CIRCULAR	1102414	1128836	3152792	CP030271.1	1436806	1463207	GCA_003324715.1	Cereibacter sphaeroides	97.6443	96	0.838083
-	CP001150.1	CIRCULAR	1128896	1173922	3152792	CP030271.1	1463387	1508463	GCA_003324715.1	Cereibacter sphaeroides	97.2322	96	1.42816
-	CP001150.1	CIRCULAR	1173923	1174200	3152792	FZOV01000001.1	320659	320936	GCA_900188265.1	Cereibacter sphaeroides	99.2806	96	0.00881758
-	CP001150.1	CIRCULAR	1174201	1203674	3152792	CP030271.1	1508780	1538250	GCA_003324715.1	Cereibacter sphaeroides	97.8223	96	0.934854
-	CP001150.1	CIRCULAR	1203805	1234327	3152792	CP030271.1	1538267	1568784	GCA_003324715.1	Cereibacter sphaeroides	97.7217	96	0.968126
-	CP001150.1	CIRCULAR	1234535	1235116	3152792	CP030271.1	1568988	1569568	GCA_003324715.1	Cereibacter sphaeroides	91.2969	96	0.0184598
-	CP001150.1	CIRCULAR	1235395	1249041	3152792	CP030271.1	1569616	1583264	GCA_003324715.1	Cereibacter sphaeroides	98.2857	96	0.432854
-	CP001150.1	CIRCULAR	1249091	1254054	3152792	CP030271.1	1583386	1588337	GCA_003324715.1	Cereibacter sphaeroides	96.6841	96	0.157448
-	CP001150.1	CIRCULAR	1254126	1311939	3152792	CP030271.1	1588469	1646280	GCA_003324715.1	Cereibacter sphaeroides	97.7788	96	1.83374
-	CP001150.1	CIRCULAR	1311940	1345481	3152792	CP030271.1	1646360	1679916	GCA_003324715.1	Cereibacter sphaeroides	97.7788	96	1.06388
-	CP001150.1	CIRCULAR	1345482	1361253	3152792	CP030271.1	1706314	1722086	GCA_003324715.1	Cereibacter sphaeroides	97.7788	96	0.500255
-	CP001150.1	CIRCULAR	1361399	1371121	3152792	CP030271.1	1722267	1731989	GCA_003324715.1	Cereibacter sphaeroides	96.653	96	0.308393
S	CP001150.1	CIRCULAR	1371122	1371267	3152792	PZZW01000002.1	378306	378439	GCA_003046325.1	Cereibacter johrii	69.3333	96	0.00463082
-	CP001150.1	CIRCULAR	1371816	1371940	3152792	FZOV01000001.1	123661	123792	GCA_900188265.1	Cereibacter sphaeroides	69.8529	96	0.00396474
-	CP001150.1	CIRCULAR	1371941	1384859	3152792	CP030271.1	1732259	1745181	GCA_003324715.1	Cereibacter sphaeroides	97.818	96	0.409764
-	CP001150.1	CIRCULAR	1384948	1409015	3152792	CP030271.1	1745370	1769407	GCA_003324715.1	Cereibacter sphaeroides	97.7946	96	0.763387
-	CP001150.1	CIRCULAR	1409016	1409170	3152792	FZOV01000001.1	86351	86493	GCA_900188265.1	Cereibacter sphaeroides	57.764	96	0.00491628
-	CP001150.1	CIRCULAR	1409171	1433506	3152792	CP030271.1	1769551	1793877	GCA_003324715.1	Cereibacter sphaeroides	97.6423	96	0.771887
S	CP001150.1	CIRCULAR	1433507	1433698	3152792	PZZW01000002.1	440328	440516	GCA_003046325.1	Cereibacter johrii	73.4694	96	0.00608984
-	CP001150.1	CIRCULAR	1434152	1488045	3152792	CP030271.1	1794361	1848240	GCA_003324715.1	Cereibacter sphaeroides	97.913	96	1.70941
S	CP001150.1	CIRCULAR	1488318	1489090	3152792	PZZW01000002.1	495195	495964	GCA_003046325.1	Cereibacter johrii	87.3385	96	0.024518
-	CP001150.1	CIRCULAR	1489298	1489451	3152792	CP030271.1	1852076	1852230	GCA_003324715.1	Cereibacter sphaeroides	96.7742	96	0.00488456
-	CP001150.1	CIRCULAR	1489452	1490159	3152792	FZOV01000001.1	6051	6755	GCA_900188265.1	Cereibacter sphaeroides	87.9044	96	0.0224563
-	CP001150.1	CIRCULAR	1493177	1493604	3152792	FZOV01000006.1	200122	200549	GCA_900188265.1	Cereibacter sphaeroides	94.1589	96	0.0135753
-	CP001150.1	CIRCULAR	1497260	1497627	3152792	BJXO01000025.1	49	416	GCA_007991035.1	Cereibacter sphaeroides	86.1413	96	0.0116722
S	CP001150.1	CIRCULAR	1499678	1500584	3152792	PZZW01000006.1	47899	48806	GCA_003046325.1	Cereibacter johrii	93.3921	96	0.0287682
S	CP001150.1	CIRCULAR	1500585	1500739	3152792	OAOQ01000023.1	7754	7908	GCA_900207575.1	Cereibacter ovatus	98.0645	96	0.00491628
-	CP001150.1	CIRCULAR	1501390	1502234	3152792	CP030271.1	223609	224453	GCA_003324715.1	Cereibacter sphaeroides	93.8462	96	0.0268016
-	CP001150.1	CIRCULAR	1503360	1504829	3152792	CP030271.1	226592	228064	GCA_003324715.1	Cereibacter sphaeroides	93.3469	96	0.0466253
-	CP001150.1	CIRCULAR	1504830	1505508	3152792	CBCSES010000070.1	1	679	GCA_965138635.1	Cereibacter sphaeroides	92.489	96	0.0215365
-	CP001150.1	CIRCULAR	1505973	1535162	3152792	CP030271.1	1853954	1883095	GCA_003324715.1	Cereibacter sphaeroides	96.4238	96	0.925846
S	CP001150.1	CIRCULAR	1535163	1535282	3152792	PZZW01000002.1	526233	526352	GCA_003046325.1	Cereibacter johrii	91.6667	96	0.00380615
-	CP001150.1	CIRCULAR	1535283	1545949	3152792	CP030271.1	1883315	1893998	GCA_003324715.1	Cereibacter sphaeroides	97.3615	96	0.338335
-	CP001150.1	CIRCULAR	1546164	1572891	3152792	CP030271.1	1894035	1920761	GCA_003324715.1	Cereibacter sphaeroides	97.4417	96	0.847757
S	CP001150.1	CIRCULAR	1573475	1573581	3152792	QAOT01000042.1	10497	10603	GCA_003050905.1	Cereibacter azotoformans	98.1308	96	0.00339382
S	CP001150.1	CIRCULAR	1573629	1573982	3152792	QAOT01000074.1	117	470	GCA_003050905.1	Cereibacter azotoformans	92.3944	96	0.0112281
S	CP001150.1	CIRCULAR	1574168	1574306	3152792	OAOQ01000026.1	826	964	GCA_900207575.1	Cereibacter ovatus	82.3944	96	0.00440879
-	CP001150.1	CIRCULAR	1574307	1574533	3152792	FZOV01000005.1	233691	233907	GCA_900188265.1	Cereibacter sphaeroides	85.9649	96	0.00719997
-	CP001150.1	CIRCULAR	1575549	1586490	3152792	CP030271.1	1943301	1954228	GCA_003324715.1	Cereibacter sphaeroides	95.0711	96	0.347057
-	CP001150.1	CIRCULAR	1586624	1588245	3152792	FZOV01000005.1	220203	221822	GCA_900188265.1	Cereibacter sphaeroides	96.2415	96	0.0514465
-	CP001150.1	CIRCULAR	1588407	1690567	3152792	CP030271.1	1956176	2058392	GCA_003324715.1	Cereibacter sphaeroides	97.8836	96	3.24033
-	CP001150.1	CIRCULAR	1690568	1690766	3152792	FZOV01000005.1	117640	117838	GCA_900188265.1	Cereibacter sphaeroides	99.4975	96	0.00631187
-	CP001150.1	CIRCULAR	1690767	1703530	3152792	CP030271.1	2058393	2071155	GCA_003324715.1	Cereibacter sphaeroides	97.9148	96	0.404848
-	CP001150.1	CIRCULAR	1703531	1830073	3152792	CP030271.1	2071210	2197791	GCA_003324715.1	Cereibacter sphaeroides	97.9148	96	4.01368
-	CP001150.1	CIRCULAR	1830074	1843747	3152792	CP030271.1	2197879	2211527	GCA_003324715.1	Cereibacter sphaeroides	97.9148	96	0.433711
S	CP001150.1	CIRCULAR	1843748	1844631	3152792	PZZW01000003.1	33892	34816	GCA_003046325.1	Cereibacter johrii	91.9181	96	0.0280386
-	CP001150.1	CIRCULAR	1844632	1861825	3152792	CP030271.1	2211645	2228835	GCA_003324715.1	Cereibacter sphaeroides	97.0759	96	0.545358
-	CP001150.1	CIRCULAR	1861826	1922877	3152792	CP030271.1	2228896	2289922	GCA_003324715.1	Cereibacter sphaeroides	97.0759	96	1.93644
-	CP001150.1	CIRCULAR	1922878	1922984	3152792	FZOV01000007.1	112095	112201	GCA_900188265.1	Cereibacter sphaeroides	99.0654	96	0.00339382
-	CP001150.1	CIRCULAR	1922985	1939446	3152792	CP030271.1	2290060	2306519	GCA_003324715.1	Cereibacter sphaeroides	98.2445	96	0.52214
-	CP001150.1	CIRCULAR	1939447	1939797	3152792	FZOV01000007.1	128656	129006	GCA_900188265.1	Cereibacter sphaeroides	98.5755	96	0.011133
-	CP001150.1	CIRCULAR	1939798	1950044	3152792	CP030271.1	2306825	2317072	GCA_003324715.1	Cereibacter sphaeroides	97.8344	96	0.325014
S	CP001150.1	CIRCULAR	1950045	1950219	3152792	MABH01000017.1	19097	19271	GCA_001720585.1	Cereibacter johrii	96.5714	96	0.00555064
-	CP001150.1	CIRCULAR	1950220	1978176	3152792	CP030271.1	2317101	2345048	GCA_003324715.1	Cereibacter sphaeroides	97.3269	96	0.886738
-	CP001150.1	CIRCULAR	1978177	1980257	3152792	FZOV01000007.1	167258	169347	GCA_900188265.1	Cereibacter sphaeroides	94.4498	96	0.066005
-	CP001150.1	CIRCULAR	1980258	1980905	3152792	CP030272.1	707570	708217	GCA_003324715.1	Cereibacter sphaeroides	93.8272	96	0.0205532
-	CP001150.1	CIRCULAR	1981477	1982004	3152792	CP047032.1	710828	711355	GCA_009797605.1	Cereibacter sphaeroides	94.5076	96	0.0167471
-	CP001150.1	CIRCULAR	1983518	1984064	3152792	FZOV01000002.1	2	548	GCA_900188265.1	Cereibacter sphaeroides	92.8962	96	0.0173497
-	CP001150.1	CIRCULAR	1984065	1984941	3152792	CP030272.1	711488	712348	GCA_003324715.1	Cereibacter sphaeroides	89.0395	96	0.0278166
-	CP001150.1	CIRCULAR	1984942	1985697	3152792	FZOV01000002.1	1420	2175	GCA_900188265.1	Cereibacter sphaeroides	96.2963	96	0.0239787
S	CP001150.1	CIRCULAR	1985698	1986323	3152792	MABH01000037.1	246	880	GCA_001720585.1	Cereibacter johrii	89.6063	96	0.0198554
-	CP001150.1	CIRCULAR	1986395	1986515	3152792	FZOV01000002.1	2873	2993	GCA_900188265.1	Cereibacter sphaeroides	97.5207	96	0.00383787
-	CP001150.1	CIRCULAR	1997032	2005607	3152792	CP030271.1	2347025	2355577	GCA_003324715.1	Cereibacter sphaeroides	94.3865	96	0.272013
-	CP001150.1	CIRCULAR	2005608	2006879	3152792	FZOV01000002.1	23270	24545	GCA_900188265.1	Cereibacter sphaeroides	91.3928	96	0.0403452
-	CP001150.1	CIRCULAR	2008399	2152181	3152792	CP030271.1	2356381	2500162	GCA_003324715.1	Cereibacter sphaeroides	98.0153	96	4.5605
S	CP001150.1	CIRCULAR	2152182	2153133	3152792	PZZW01000003.1	323614	324565	GCA_003046325.1	Cereibacter johrii	91.0714	96	0.0301955
-	CP001150.1	CIRCULAR	2153134	2186647	3152792	CP030271.1	2500185	2533723	GCA_003324715.1	Cereibacter sphaeroides	97.6511	96	1.06299
-	CP001150.1	CIRCULAR	2186722	2191303	3152792	CP030271.1	2533764	2538348	GCA_003324715.1	Cereibacter sphaeroides	96.7763	96	0.145332
S	CP001150.1	CIRCULAR	2191304	2191467	3152792	PZZW01000003.1	363250	363413	GCA_003046325.1	Cereibacter johrii	99.3902	96	0.00520174
-	CP001150.1	CIRCULAR	2191468	2197070	3152792	CP030271.1	2538464	2544088	GCA_003324715.1	Cereibacter sphaeroides	96.0718	96	0.177715
-	CP001150.1	CIRCULAR	2197088	2208536	3152792	CP030271.1	2544213	2555677	GCA_003324715.1	Cereibacter sphaeroides	96.5793	96	0.363138
